English Word	Emotion	Emotion-Intensity-Score	Marathi Word
reunite	joy	0.414	पुन्हा एकत्र येणे
mother	joy	0.412	आई
salvation	joy	0.412	तारण
poems	joy	0.412	कविता
clown	joy	0.409	विदूषक
lavender	joy	0.409	लॅव्हेंडर
immaculate	joy	0.409	निष्कलंक
purify	joy	0.409	शुद्ध करणे
inauguration	joy	0.409	उद्घाटन
aromatherapy	joy	0.409	अरोमाथेरपी
lighten	joy	0.409	हलके करणे
travel	joy	0.409	प्रवास
cash	joy	0.406	रोख
companion	joy	0.406	सहचर
live	joy	0.406	राहतात
opportune	joy	0.406	संधी
completing	joy	0.406	पूर्ण करत आहे
charity	joy	0.406	धर्मादाय
heal	joy	0.406	बरे करणे
star	joy	0.406	तारा
wishing	joy	0.406	इच्छा
flowers	joy	0.406	फुले
income	joy	0.403	उत्पन्न
soul	joy	0.401	आत्मा
munchies	joy	0.400	munchies
emancipation	joy	0.397	मुक्ती
indescribable	joy	0.397	अवर्णनीय
progress	joy	0.397	प्रगती
equality	joy	0.394	समानता
childhood	joy	0.394	बालपण
together	joy	0.394	एकत्र
rhythmical	joy	0.394	तालबद्ध
fullness	joy	0.394	परिपूर्णता
calm	joy	0.394	शांत
hammock	joy	0.394	झूला
picnic	joy	0.394	सहल
movies	joy	0.393	चित्रपट
zealous	joy	0.393	आवेशी
playground	joy	0.391	खेळाचे मैदान
affluence	joy	0.391	संपन्नता
warms	joy	0.391	उबदार
choir	joy	0.391	गायक
littlethings	joy	0.391	छोट्या गोष्टी
auspicious	joy	0.391	शुभ
meaningful	joy	0.391	अर्थपूर्ण
adventures	joy	0.391	साहस
goofy	joy	0.391	मूर्ख
starry	joy	0.391	तारांकित
humanity	joy	0.391	मानवता
gesture	joy	0.387	हावभाव
witty	joy	0.382	विनोदी
vow	joy	0.382	नवस
shopping	joy	0.382	खरेदी
vibes	joy	0.379	vibes
worship	joy	0.379	पूजा
jump	joy	0.379	उडी
communion	joy	0.379	सहभागिता
reverend	joy	0.377	आदरणीय
rising	joy	0.375	वाढत आहे
advance	joy	0.375	प्रगती
beaches	joy	0.375	किनारे
sonorous	joy	0.375	मधुर
courtship	joy	0.375	प्रेमसंबंध
experience	joy	0.375	अनुभव
reunion	joy	0.375	पुनर्मिलन
simplicity	joy	0.375	साधेपणा
full	joy	0.375	पूर्ण
hymn	joy	0.375	भजन
spirits	joy	0.375	आत्मे
unforgettable	joy	0.375	अविस्मरणीय
mirth	joy	0.375	आनंद
youth	joy	0.375	तरुण
scenic	joy	0.375	निसर्गरम्य
unique	joy	0.375	अद्वितीय
redeemed	joy	0.375	पूर्तता केली
alliance	joy	0.368	युती
baptismal	joy	0.368	बाप्तिस्म्यासंबंधी
grant	joy	0.366	अनुदान
kitten	joy	0.364	मांजरीचे पिल्लू
sanctification	joy	0.364	पवित्रीकरण
conciliation	joy	0.364	समेट
improves	joy	0.364	सुधारते
pure	joy	0.364	शुद्ध
improve	joy	0.364	सुधारणे
authentic	joy	0.364	अस्सल
moonlight	joy	0.364	चंद्रप्रकाश
weightloss	joy	0.362	वजन कमी होणे
raspberries	joy	0.360	रास्पबेरी
feeling	joy	0.359	भावना
jest	joy	0.359	थट्टा
independent	joy	0.359	स्वतंत्र
sanctify	joy	0.359	पवित्र करणे
devotional	joy	0.359	भक्ती
tinsel	joy	0.359	टिनसेल
proficiency	joy	0.359	प्राविण्य
listenting	joy	0.359	ऐकणे
fidelity	joy	0.359	निष्ठा
revival	joy	0.359	पुनरुज्जीवन
giver	joy	0.353	देणारा
cocoa	joy	0.353	कोको
deliverance	joy	0.348	सुटका
melody	joy	0.348	चाल
unification	joy	0.348	एकीकरण
romp	joy	0.348	कोलाहल
purpose	joy	0.348	उद्देश
choral	joy	0.348	कोरल
exceed	joy	0.348	जास्त
dolphin	joy	0.348	डॉल्फिन
roaring	joy	0.348	गर्जना
favor	joy	0.348	अनुकूलता
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	कामुक
fruits	joy	0.344	फळे
cookies	joy	0.344	कुकीज
manicure	joy	0.344	मॅनिक्युअर
nowork	joy	0.344	काम नाही
date	joy	0.344	तारीख
newstart	joy	0.344	नवीन सुरवात
hedonism	joy	0.344	हेडोनिझम
pledge	joy	0.344	प्रतिज्ञा
electric	joy	0.344	विद्युत
humble	joy	0.344	नम्र
roadtrip	joy	0.344	रोड ट्रिप
thx	joy	0.344	आभारी आहे
kiddos	joy	0.344	लहान मुले
celebrity	joy	0.342	सेलिब्रिटी
bridesmaid	joy	0.338	वधू
rhythm	joy	0.338	ताल
spa	joy	0.333	स्पा
snowday	joy	0.333	बर्फाळ दिवस
familiarity	joy	0.333	ओळख
coffee	joy	0.333	कॉफी
edification	joy	0.333	सुधारणा
garden	joy	0.333	बाग
renovation	joy	0.333	नूतनीकरण
dawn	joy	0.333	पहाट
connoisseur	joy	0.333	जाणकार
gazing	joy	0.333	टक लावून पाहणे
obliging	joy	0.333	बंधनकारक
partner	joy	0.333	भागीदार
foodie	joy	0.331	खाद्यपदार्थ
synchronize	joy	0.329	सिंक्रोनाइझ करा
tribulation	joy	0.328	क्लेश
psalm	joy	0.328	स्तोत्र
pedicure	joy	0.328	पेडीक्योर
noregrets	joy	0.328	पश्चात्ताप
chirping	joy	0.328	किलबिलाट
saint	joy	0.328	संत
healing	joy	0.328	उपचार
carol	joy	0.328	कॅरोल
true	joy	0.328	खरे
hobby	joy	0.328	छंद
amnesty	joy	0.328	कर्जमाफी
respite	joy	0.324	विश्रांती
recreational	joy	0.318	मनोरंजक
cousins	joy	0.318	चुलतभावंडे
mellow	joy	0.318	मधुर
restorative	joy	0.318	पुनर्संचयित करणारा
lazyday	joy	0.318	आळशी दिवस
classics	joy	0.318	क्लासिक्स
reconciliation	joy	0.316	समेट
woods	joy	0.312	लाकूड
progression	joy	0.312	प्रगती
muchneeded	joy	0.312	खूप आवश्यक
sterling	joy	0.312	स्टर्लिंग
dove	joy	0.312	पारवा
simplify	joy	0.312	सोपे करणे
fitness	joy	0.312	फिटनेस
sunset	joy	0.312	सूर्यास्त
wisdom	joy	0.312	शहाणपण
relight	joy	0.312	आराम
living	joy	0.312	जगणे
presto	joy	0.312	presto
playhouse	joy	0.312	प्लेहाऊस
superman	joy	0.312	सुपरमॅन
pony	joy	0.312	पोनी
recovery	joy	0.312	पुनर्प्राप्ती
crafts	joy	0.312	हस्तकला
lord	joy	0.312	स्वामी
deal	joy	0.312	करार
improvement	joy	0.309	सुधारणा
infant	joy	0.309	अर्भक
absolution	joy	0.306	मुक्ती
honest	joy	0.303	प्रामाणिक
gently	joy	0.303	हळूवारपणे
banquet	joy	0.303	मेजवानी
established	joy	0.303	स्थापन
endless	joy	0.303	अंतहीन
decorating	joy	0.303	सजावट
providing	joy	0.300	प्रदान करणे
lounging	joy	0.297	lounging
growth	joy	0.297	वाढ
strolling	joy	0.297	फिरणे
feat	joy	0.297	पराक्रम
morals	joy	0.297	नैतिकता
mine	joy	0.297	माझे
spending	joy	0.297	खर्च करणे
light	joy	0.297	प्रकाश
spiritual	joy	0.297	आध्यात्मिक
quaint	joy	0.297	विलक्षण
fraternal	joy	0.297	बंधुभाव
notable	joy	0.297	उल्लेखनीय
softly	joy	0.297	हळुवारपणे
harvest	joy	0.297	कापणी
yearning	joy	0.297	तळमळ
breeze	joy	0.297	वाऱ्याची झुळूक
joker	joy	0.297	जोकर
meditating	joy	0.297	ध्यान करणे
fervor	joy	0.295	उत्साह
quotes	joy	0.294	कोट्स
volunteer	joy	0.294	स्वयंसेवक
gain	joy	0.288	मिळवणे
resources	joy	0.288	संसाधने
create	joy	0.288	तयार करा
psalms	joy	0.288	स्तोत्रे
hippie	joy	0.288	हिप्पी
taoism	joy	0.288	ताओवाद
midwife	joy	0.288	दाई
receiving	joy	0.287	प्राप्त करणे
snowfall	joy	0.286	हिमवर्षाव
ocean	joy	0.286	महासागर
lsd	joy	0.286	एलएसडी
hiking	joy	0.283	हायकिंग
evergreen	joy	0.281	सदाहरित
destination	joy	0.281	गंतव्यस्थान
candid	joy	0.281	स्पष्ट
unwind	joy	0.281	आराम करणे
truce	joy	0.281	युद्धविराम
toast	joy	0.281	टोस्ट
chill	joy	0.281	थंड
infinity	joy	0.281	अनंत
rested	joy	0.281	विश्रांती घेतली
buzzing	joy	0.281	गुंजन
venerable	joy	0.279	आदरणीय
balance	joy	0.275	शिल्लक
retirement	joy	0.275	सेवानिवृत्ती
fireplace	joy	0.273	फायरप्लेस
buddha	joy	0.273	बुद्ध
devout	joy	0.273	श्रद्धाळू
drinks	joy	0.273	पेय
rapt	joy	0.273	आनंद
swim	joy	0.273	पोहणे
compensate	joy	0.273	भरपाई
snowing	joy	0.271	हिमवर्षाव
sublimation	joy	0.270	उदात्तीकरण
fruity	joy	0.268	फळ
sunday	joy	0.266	रविवार
sketching	joy	0.266	रेखाटन
paragon	joy	0.266	पॅरागोन
humility	joy	0.266	नम्रता
ministry	joy	0.266	मंत्रालय
waves	joy	0.266	लाटा
cathedral	joy	0.266	कॅथेड्रल
sun	joy	0.266	सूर्य
yoga	joy	0.266	योग
fortitude	joy	0.266	धैर्य
salute	joy	0.266	सलाम
buddhism	joy	0.266	बौद्ध धर्म
whim	joy	0.266	लहरी
artwork	joy	0.265	कलाकृती
practiced	joy	0.264	सराव केला
clean	joy	0.260	स्वच्छ
running	joy	0.258	धावणे
clarity	joy	0.258	स्पष्टता
found	joy	0.258	आढळले
fitting	joy	0.258	फिटिंग
immerse	joy	0.258	बुडवणे
exercise	joy	0.258	व्यायाम
food	joy	0.258	अन्न
autumn	joy	0.254	शरद ऋतूतील
fit	joy	0.250	फिट
morning	joy	0.250	सकाळी
contagious	joy	0.250	सांसर्गिक
outdoors	joy	0.250	घराबाहेर
hardy	joy	0.250	हार्डी
candles	joy	0.250	मेणबत्त्या
advocacy	joy	0.250	वकिली
countryside	joy	0.250	ग्रामीण भाग
demonstrative	joy	0.250	प्रात्यक्षिक
football	joy	0.250	फुटबॉल
chirp	joy	0.250	किलबिलाट
chilled	joy	0.250	थंडगार
undying	joy	0.250	अमर
visitor	joy	0.250	पाहुणे
clap	joy	0.250	टाळी
diary	joy	0.250	डायरी
ardent	joy	0.250	उत्कट
expedient	joy	0.250	फायदेशीर
mountain	joy	0.250	डोंगर
cradle	joy	0.247	पाळणा
trance	joy	0.246	ट्रान्स
intense	joy	0.242	तीव्र
procession	joy	0.242	मिरवणूक
church	joy	0.242	चर्च
pay	joy	0.242	पैसे द्या
supremacy	joy	0.242	वर्चस्व
preservative	joy	0.242	संरक्षक
grow	joy	0.242	वाढणे
breakfast	joy	0.242	नाश्ता
consecration	joy	0.235	अभिषेक
salary	joy	0.234	पगार
lifetime	joy	0.234	आयुष्यभर
incense	joy	0.234	धूप
ordination	joy	0.234	समन्वय
snowy	joy	0.234	हिमाच्छादित
art	joy	0.234	कला
nursery	joy	0.234	रोपवाटीका
skiing	joy	0.234	स्कीइंग
candle	joy	0.234	मेणबत्ती
doll	joy	0.234	बाहुली
vote	joy	0.234	मत
humbled	joy	0.234	नम्र
lyre	joy	0.234	लीरे
pastry	joy	0.229	पेस्ट्री
remedy	joy	0.227	उपाय
chilling	joy	0.227	शीतकरण
firefly	joy	0.227	काजवा
rescue	joy	0.225	बचाव
camping	joy	0.221	कॅम्पिंग
perspective	joy	0.221	दृष्टीकोन
orchestra	joy	0.221	ऑर्केस्ट्रा
orchard	joy	0.221	फळबागा
breezy	joy	0.219	हवेशीर
gardens	joy	0.219	बागा
castle	joy	0.219	किल्ला
lamb	joy	0.219	कोकरू
possess	joy	0.219	ताब्यात घेणे
bouttime	joy	0.212	बाउटटाइम
pho	joy	0.212	pho
reggae	joy	0.212	रेगे
countrymusic	joy	0.212	देशी संगीत
teach	joy	0.212	शिकवणे
brisk	joy	0.212	वेगवान
ribbon	joy	0.212	रिबन
raindrops	joy	0.212	पावसाचे थेंब
mucis	joy	0.212	mucis
repay	joy	0.212	परतफेड
listneing	joy	0.212	ऐकणे
nap	joy	0.206	डुलकी
legalized	joy	0.203	कायदेशीर
unexpected	joy	0.203	अनपेक्षित
vernal	joy	0.203	स्थानिक
chant	joy	0.203	जप
hire	joy	0.203	भाड्याने
uncontrollable	joy	0.203	अनियंत्रित
stillness	joy	0.203	शांतता
lights	joy	0.203	दिवे
cove	joy	0.203	खाडी
save	joy	0.200	जतन करा
pastor	joy	0.197	पाद्री
atone	joy	0.197	प्रायश्चित
symmetry	joy	0.197	सममिती
trees	joy	0.197	झाडे
oneday	joy	0.197	एक दिवस
scripture	joy	0.196	शास्त्र
mountains	joy	0.194	पर्वत
craziness	joy	0.188	वेडेपणा
tea	joy	0.188	चहा
walking	joy	0.188	चालणे
whiteness	joy	0.188	शुभ्रता
sympathetic	joy	0.188	सहानुभूतीपूर्ण
forefathers	joy	0.188	पूर्वज
pathway	joy	0.188	मार्ग
custom	joy	0.188	सानुकूल
quiet	joy	0.188	शांत
liquor	joy	0.188	दारू
soppy	joy	0.188	मंद
patient	joy	0.186	रुग्ण
movingon	joy	0.182	पुढे
score	joy	0.182	स्कोअर
dollhouse	joy	0.182	बाहुली घर
bath	joy	0.182	आंघोळ
