English Word	Emotion	Emotion-Intensity-Score	Russian Word
strength	joy	0.438	прочность
mighty	joy	0.438	могущественный
unbeaten	joy	0.438	непобедимый
eager	joy	0.438	жаждущий
share	joy	0.438	Поделиться
newday	joy	0.438	новый день
sonnet	joy	0.438	сонет
meditate	joy	0.438	медитировать
life	joy	0.438	жизнь
winterbreak	joy	0.429	зимние каникулы
warm	joy	0.429	тепло
movingforward	joy	0.429	Движение вперед
buddy	joy	0.427	приятель
oneness	joy	0.426	единство
unconstrained	joy	0.424	неограниченный
amen	joy	0.424	аминь
reverence	joy	0.424	благоговение
healthful	joy	0.424	здоровый
thelittlethings	joy	0.424	маленькие вещи
medal	joy	0.424	медаль
unsurpassed	joy	0.424	непревзойденный
candlelight	joy	0.424	свечи
carols	joy	0.424	гимны
ejaculation	joy	0.424	эякуляция
beginnings	joy	0.422	начало
sledding	joy	0.422	катание на санях
graduation	joy	0.422	выпускной
frisky	joy	0.422	резвый
lml	joy	0.422	лмл
ease	joy	0.422	простота
symphony	joy	0.422	симфония
wealth	joy	0.422	богатство
helpful	joy	0.422	полезный
musical	joy	0.422	музыкальный
glitter	joy	0.422	блеск
calmness	joy	0.422	спокойствие
energy	joy	0.422	энергия
safe	joy	0.422	Безопасно
nostress	joy	0.421	нет стресса
soundness	joy	0.421	надежность
promise	joy	0.415	обещать
reunite	joy	0.414	воссоединиться
mother	joy	0.412	мать
salvation	joy	0.412	спасение
poems	joy	0.412	стихи
clown	joy	0.409	клоун
lavender	joy	0.409	лаванда
immaculate	joy	0.409	безупречный
purify	joy	0.409	очистить
inauguration	joy	0.409	инаугурация
aromatherapy	joy	0.409	ароматерапия
lighten	joy	0.409	облегчить
travel	joy	0.409	путешествовать
cash	joy	0.406	наличные
companion	joy	0.406	компаньон
live	joy	0.406	жить
opportune	joy	0.406	подходящий
completing	joy	0.406	завершение
charity	joy	0.406	благотворительная деятельность
heal	joy	0.406	лечить
star	joy	0.406	звезда
wishing	joy	0.406	желая
flowers	joy	0.406	цветы
income	joy	0.403	доход
soul	joy	0.401	душа
munchies	joy	0.400	закуски
emancipation	joy	0.397	эмансипация
indescribable	joy	0.397	неописуемо
progress	joy	0.397	прогресс
equality	joy	0.394	равенство
childhood	joy	0.394	детство
together	joy	0.394	вместе
rhythmical	joy	0.394	ритмичный
fullness	joy	0.394	полнота
calm	joy	0.394	спокойствие
hammock	joy	0.394	гамак
picnic	joy	0.394	пикник
movies	joy	0.393	фильмы
zealous	joy	0.393	ревностный
playground	joy	0.391	детская площадка
affluence	joy	0.391	изобилие
warms	joy	0.391	согревает
choir	joy	0.391	хор
littlethings	joy	0.391	маленькие вещи
auspicious	joy	0.391	благоприятный
meaningful	joy	0.391	осмысленный
adventures	joy	0.391	приключения
goofy	joy	0.391	глупый
starry	joy	0.391	звездный
humanity	joy	0.391	человечество
gesture	joy	0.387	жест
witty	joy	0.382	остроумный
vow	joy	0.382	клятва
shopping	joy	0.382	поход по магазинам
vibes	joy	0.379	энергетика
worship	joy	0.379	поклонение
jump	joy	0.379	Прыжок
communion	joy	0.379	причастие
reverend	joy	0.377	преподобный
rising	joy	0.375	рост
advance	joy	0.375	продвигать
beaches	joy	0.375	пляжи
sonorous	joy	0.375	звонкий
courtship	joy	0.375	ухаживание
experience	joy	0.375	опыт
reunion	joy	0.375	воссоединение
simplicity	joy	0.375	простота
full	joy	0.375	полный
hymn	joy	0.375	гимн
spirits	joy	0.375	духи
unforgettable	joy	0.375	незабываемый
mirth	joy	0.375	веселье
youth	joy	0.375	молодежь
scenic	joy	0.375	живописный
unique	joy	0.375	уникальный
redeemed	joy	0.375	искуплен
alliance	joy	0.368	альянс
baptismal	joy	0.368	крестильный
grant	joy	0.366	грант
kitten	joy	0.364	котенок
sanctification	joy	0.364	освящение
conciliation	joy	0.364	примирение
improves	joy	0.364	улучшает
pure	joy	0.364	чистый
improve	joy	0.364	улучшать
authentic	joy	0.364	аутентичный
moonlight	joy	0.364	лунный свет
weightloss	joy	0.362	потеря веса
raspberries	joy	0.360	малина
feeling	joy	0.359	чувство
jest	joy	0.359	шутка
independent	joy	0.359	независимый
sanctify	joy	0.359	освятить
devotional	joy	0.359	религиозный
tinsel	joy	0.359	мишура
proficiency	joy	0.359	мастерство
listenting	joy	0.359	слушать
fidelity	joy	0.359	верность
revival	joy	0.359	возрождение
giver	joy	0.353	даритель
cocoa	joy	0.353	какао
deliverance	joy	0.348	избавление
melody	joy	0.348	мелодия
unification	joy	0.348	объединение
romp	joy	0.348	возня
purpose	joy	0.348	цель
choral	joy	0.348	хоровой
exceed	joy	0.348	превосходить
dolphin	joy	0.348	дельфин
roaring	joy	0.348	ревущий
favor	joy	0.348	услуга
hotyoga	joy	0.347	хотйога
voluptuous	joy	0.344	сладострастный
fruits	joy	0.344	фрукты
cookies	joy	0.344	печенье
manicure	joy	0.344	маникюр
nowork	joy	0.344	нет работы
date	joy	0.344	свидание
newstart	joy	0.344	новый старт
hedonism	joy	0.344	гедонизм
pledge	joy	0.344	залог
electric	joy	0.344	электрический
humble	joy	0.344	скромный
roadtrip	joy	0.344	дорожное путешествие
thx	joy	0.344	спасибо
kiddos	joy	0.344	детишки
celebrity	joy	0.342	знаменитость
bridesmaid	joy	0.338	подружка невесты
rhythm	joy	0.338	ритм
spa	joy	0.333	спа
snowday	joy	0.333	снежный день
familiarity	joy	0.333	знакомство
coffee	joy	0.333	кофе
edification	joy	0.333	назидание
garden	joy	0.333	сад
renovation	joy	0.333	ремонт
dawn	joy	0.333	рассвет
connoisseur	joy	0.333	знаток
gazing	joy	0.333	глядя
obliging	joy	0.333	услужливый
partner	joy	0.333	партнер
foodie	joy	0.331	Гурман
synchronize	joy	0.329	синхронизировать
tribulation	joy	0.328	скорбь
psalm	joy	0.328	псалом
pedicure	joy	0.328	педикюр
noregrets	joy	0.328	без сожалений
chirping	joy	0.328	щебетание
saint	joy	0.328	святой
healing	joy	0.328	выздоровление
carol	joy	0.328	Кэрол
true	joy	0.328	истинный
hobby	joy	0.328	хобби
amnesty	joy	0.328	амнистия
respite	joy	0.324	передышка
recreational	joy	0.318	развлекательный
cousins	joy	0.318	кузены
mellow	joy	0.318	мягкий
restorative	joy	0.318	восстановительный
lazyday	joy	0.318	ленивый день
classics	joy	0.318	классика
reconciliation	joy	0.316	примирение
woods	joy	0.312	леса
progression	joy	0.312	прогрессия
muchneeded	joy	0.312	столь необходимый
sterling	joy	0.312	фунт стерлингов
dove	joy	0.312	голубь
simplify	joy	0.312	упрощать
fitness	joy	0.312	фитнес
sunset	joy	0.312	закат солнца
wisdom	joy	0.312	мудрость
relight	joy	0.312	перезажечь
living	joy	0.312	жизнь
presto	joy	0.312	престо
playhouse	joy	0.312	театр
superman	joy	0.312	супермен
pony	joy	0.312	пони
recovery	joy	0.312	восстановление
crafts	joy	0.312	ремесла
lord	joy	0.312	господин
deal	joy	0.312	иметь дело
improvement	joy	0.309	улучшение
infant	joy	0.309	младенец
absolution	joy	0.306	отпущение грехов
honest	joy	0.303	честный
gently	joy	0.303	нежно
banquet	joy	0.303	банкет
established	joy	0.303	учредил
endless	joy	0.303	бесконечный
decorating	joy	0.303	украшение
providing	joy	0.300	обеспечение
lounging	joy	0.297	бездельничающий
growth	joy	0.297	рост
strolling	joy	0.297	прогулка
feat	joy	0.297	подвиг
morals	joy	0.297	мораль
mine	joy	0.297	мой
spending	joy	0.297	расходы
light	joy	0.297	легкий
spiritual	joy	0.297	духовный
quaint	joy	0.297	причудливый
fraternal	joy	0.297	братский
notable	joy	0.297	заметный
softly	joy	0.297	мягко
harvest	joy	0.297	урожай
yearning	joy	0.297	тоска
breeze	joy	0.297	ветер
joker	joy	0.297	джокер
meditating	joy	0.297	медитация
fervor	joy	0.295	рвение
quotes	joy	0.294	цитаты
volunteer	joy	0.294	волонтер
gain	joy	0.288	прирост
resources	joy	0.288	Ресурсы
create	joy	0.288	Создайте
psalms	joy	0.288	псалмы
hippie	joy	0.288	хиппи
taoism	joy	0.288	даосизм
midwife	joy	0.288	акушерка
receiving	joy	0.287	получение
snowfall	joy	0.286	снегопад
ocean	joy	0.286	океан
lsd	joy	0.286	ЛСД
hiking	joy	0.283	пеший туризм
evergreen	joy	0.281	вечнозеленый
destination	joy	0.281	назначения
candid	joy	0.281	искренний
unwind	joy	0.281	размотать
truce	joy	0.281	перемирие
toast	joy	0.281	тост
chill	joy	0.281	холод
infinity	joy	0.281	бесконечность
rested	joy	0.281	отдохнул
buzzing	joy	0.281	жужжание
venerable	joy	0.279	почтенный
balance	joy	0.275	остаток средств
retirement	joy	0.275	уход на пенсию
fireplace	joy	0.273	камин
buddha	joy	0.273	Будда
devout	joy	0.273	набожный
drinks	joy	0.273	напитки
rapt	joy	0.273	восхищенный
swim	joy	0.273	плавать
compensate	joy	0.273	компенсировать
snowing	joy	0.271	идет снег
sublimation	joy	0.270	сублимация
fruity	joy	0.268	фруктовый
sunday	joy	0.266	Воскресенье
sketching	joy	0.266	зарисовка
paragon	joy	0.266	образец
humility	joy	0.266	смирение
ministry	joy	0.266	министерство
waves	joy	0.266	волны
cathedral	joy	0.266	кафедральный собор
sun	joy	0.266	солнце
yoga	joy	0.266	йога
fortitude	joy	0.266	стойкость
salute	joy	0.266	отдать честь
buddhism	joy	0.266	буддизм
whim	joy	0.266	каприз
artwork	joy	0.265	произведение искусства
practiced	joy	0.264	практиковал
clean	joy	0.260	чистый
running	joy	0.258	Бег
clarity	joy	0.258	ясность
found	joy	0.258	найденный
fitting	joy	0.258	примерка
immerse	joy	0.258	погружать
exercise	joy	0.258	упражнение
food	joy	0.258	еда
autumn	joy	0.254	осень
fit	joy	0.250	поместиться
morning	joy	0.250	утро
contagious	joy	0.250	заразительный
outdoors	joy	0.250	на улице
hardy	joy	0.250	выносливый
candles	joy	0.250	свечи
advocacy	joy	0.250	защита
countryside	joy	0.250	сельская местность
demonstrative	joy	0.250	демонстративный
football	joy	0.250	футбол
chirp	joy	0.250	чирикать
chilled	joy	0.250	охлажденный
undying	joy	0.250	бессмертный
visitor	joy	0.250	посетитель
clap	joy	0.250	хлопок
diary	joy	0.250	дневник
ardent	joy	0.250	пылкий
