English Word	Emotion	Emotion-Intensity-Score	Scots-Gaelic Word
munchies	joy	0.400	munchies
emancipation	joy	0.397	saoradh
indescribable	joy	0.397	neo-mhearachdach
progress	joy	0.397	adhartas
equality	joy	0.394	co-ionannachd
childhood	joy	0.394	leanabachd
together	joy	0.394	còmhla
rhythmical	joy	0.394	ruitheamach
fullness	joy	0.394	lànachd
calm	joy	0.394	ciùin
hammock	joy	0.394	hamag
picnic	joy	0.394	cuirm-chnuic
movies	joy	0.393	filmichean
zealous	joy	0.393	eudmhor
playground	joy	0.391	raon-cluiche
affluence	joy	0.391	saidhbhreas
warms	joy	0.391	blàths
choir	joy	0.391	còisir
littlethings	joy	0.391	Rudan beaga
auspicious	joy	0.391	adhartach
meaningful	joy	0.391	brìoghmhor
adventures	joy	0.391	tachartasan
goofy	joy	0.391	goofy
starry	joy	0.391	rionnagach
humanity	joy	0.391	daonnachd
gesture	joy	0.387	gluasad-bodhaig
witty	joy	0.382	eibhinn
vow	joy	0.382	bòid
shopping	joy	0.382	ceannachd
vibes	joy	0.379	bèithean
worship	joy	0.379	aoradh
jump	joy	0.379	leum
communion	joy	0.379	comanachadh
reverend	joy	0.377	urramach
rising	joy	0.375	ag eirigh
advance	joy	0.375	air adhart
beaches	joy	0.375	tràighean
sonorous	joy	0.375	sonrach
courtship	joy	0.375	suirghe
experience	joy	0.375	eòlas
reunion	joy	0.375	coinneamh
simplicity	joy	0.375	sìmplidheachd
full	joy	0.375	làn
hymn	joy	0.375	laoidh
spirits	joy	0.375	spioradan
unforgettable	joy	0.375	di-chuimhneach
mirth	joy	0.375	suairceas
youth	joy	0.375	òigridh
scenic	joy	0.375	seallaidh
unique	joy	0.375	gun samhail
redeemed	joy	0.375	air a shaoradh
alliance	joy	0.368	caidreachas
baptismal	joy	0.368	baisteadh
grant	joy	0.366	tabhartas
kitten	joy	0.364	piseag
sanctification	joy	0.364	naomhachadh
conciliation	joy	0.364	rèite
improves	joy	0.364	a' leasachadh
pure	joy	0.364	fìor-ghlan
improve	joy	0.364	leasaich
authentic	joy	0.364	dearbhte
moonlight	joy	0.364	gealach
weightloss	joy	0.362	call cuideim
raspberries	joy	0.360	sùbhan-craoibh
feeling	joy	0.359	faireachdainn
jest	joy	0.359	feall
independent	joy	0.359	neo-eisimeileach
sanctify	joy	0.359	naomhaich
devotional	joy	0.359	diadhaidh
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	comasachd
listenting	joy	0.359	ag èisteachd
fidelity	joy	0.359	dìlseachd
revival	joy	0.359	ath-bheothachadh
giver	joy	0.353	tabhartair
cocoa	joy	0.353	cocoa
deliverance	joy	0.348	saoradh
melody	joy	0.348	fonn
unification	joy	0.348	aonadh
romp	joy	0.348	romp
purpose	joy	0.348	adhbhar
choral	joy	0.348	còisir
exceed	joy	0.348	thairis
dolphin	joy	0.348	leumadair
roaring	joy	0.348	rughadh
favor	joy	0.348	fàbhar
hotyoga	joy	0.347	tethyoga
voluptuous	joy	0.344	luaineach
fruits	joy	0.344	measan
cookies	joy	0.344	briosgaidean
manicure	joy	0.344	manicure
nowork	joy	0.344	gun obair
date	joy	0.344	ceann-latha
newstart	joy	0.344	tòiseachadh ùr
hedonism	joy	0.344	hedonachas
pledge	joy	0.344	gealladh
electric	joy	0.344	dealain
humble	joy	0.344	iriosal
roadtrip	joy	0.344	turas-rathaid
thx	joy	0.344	thx
kiddos	joy	0.344	clann
celebrity	joy	0.342	ainmeil
bridesmaid	joy	0.338	bean-bainnse
rhythm	joy	0.338	ruitheam
spa	joy	0.333	spà
snowday	joy	0.333	latha sneachda
familiarity	joy	0.333	eòlas
coffee	joy	0.333	cofaidh
edification	joy	0.333	deasachadh
garden	joy	0.333	gàradh
renovation	joy	0.333	ath-nuadhachadh
dawn	joy	0.333	madainn
connoisseur	joy	0.333	eòlaiche
gazing	joy	0.333	ag amharc
obliging	joy	0.333	dleasdanas
partner	joy	0.333	com-pàirtiche
foodie	joy	0.331	biadhaidh
synchronize	joy	0.329	sioncronaich
tribulation	joy	0.328	trioblaid
psalm	joy	0.328	salm
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	gabh aithreachas
chirping	joy	0.328	caoineadh
saint	joy	0.328	naomh
healing	joy	0.328	slànachadh
carol	joy	0.328	carol
true	joy	0.328	fìor
hobby	joy	0.328	cur-seachad
amnesty	joy	0.328	amnesty
respite	joy	0.324	faochadh
recreational	joy	0.318	cur-seachad
cousins	joy	0.318	co-oghaichean
mellow	joy	0.318	meanglach
restorative	joy	0.318	aisirich
lazyday	joy	0.318	latha leisg
classics	joy	0.318	clasaigeach
reconciliation	joy	0.316	rèite
woods	joy	0.312	coilltean
progression	joy	0.312	adhartas
muchneeded	joy	0.312	air a bheil feum mòr
sterling	joy	0.312	sterling
dove	joy	0.312	calman
simplify	joy	0.312	simplidh
fitness	joy	0.312	fallaineachd
sunset	joy	0.312	dol fodha na grèine
wisdom	joy	0.312	gliocas
relight	joy	0.312	lasadh
living	joy	0.312	a' fuireach
presto	joy	0.312	presto
playhouse	joy	0.312	taigh-cluiche
superman	joy	0.312	sàr-fhear
pony	joy	0.312	pònaidh
recovery	joy	0.312	ath-bheothachadh
crafts	joy	0.312	ceàird
lord	joy	0.312	tighearna
deal	joy	0.312	gnothach
improvement	joy	0.309	leasachadh
infant	joy	0.309	leanabh
absolution	joy	0.306	fuasglaidh
honest	joy	0.303	onarach
gently	joy	0.303	gu socair
banquet	joy	0.303	fèist
established	joy	0.303	stèidhichte
endless	joy	0.303	gun chrìoch
decorating	joy	0.303	sgeadachadh
providing	joy	0.300	a' solarachadh
lounging	joy	0.297	a' suidhe
growth	joy	0.297	fàs
strolling	joy	0.297	a' coiseachd
feat	joy	0.297	feat
morals	joy	0.297	moraltachd
mine	joy	0.297	mine
spending	joy	0.297	caitheamh
light	joy	0.297	aotrom
spiritual	joy	0.297	spioradail
quaint	joy	0.297	cianail
fraternal	joy	0.297	bràithreach
notable	joy	0.297	ainmeil
softly	joy	0.297	gu socair
harvest	joy	0.297	bhuain
yearning	joy	0.297	miannachadh
breeze	joy	0.297	gaoth
joker	joy	0.297	fealla-dhà
meditating	joy	0.297	a' meòrachadh
fervor	joy	0.295	fiabhrus
quotes	joy	0.294	luachan
volunteer	joy	0.294	saor-thoileach
gain	joy	0.288	buannachd
resources	joy	0.288	goireasan
create	joy	0.288	cruthaich
psalms	joy	0.288	sailm
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	bean-ghlùine
receiving	joy	0.287	a' faighinn
snowfall	joy	0.286	sneachda
ocean	joy	0.286	cuan
lsd	joy	0.286	lsd
hiking	joy	0.283	coiseachd
evergreen	joy	0.281	sìor-uaine
destination	joy	0.281	ceann-uidhe
candid	joy	0.281	fosgailte
unwind	joy	0.281	leig às
truce	joy	0.281	fois
toast	joy	0.281	toast
chill	joy	0.281	fuaraich
infinity	joy	0.281	neo-chrìochnachd
rested	joy	0.281	fois
buzzing	joy	0.281	claoidhte
venerable	joy	0.279	urramach
balance	joy	0.275	cothromachadh
retirement	joy	0.275	cluaineas
fireplace	joy	0.273	teallach
buddha	joy	0.273	Buddha
devout	joy	0.273	diadhaidh
drinks	joy	0.273	deochan
rapt	joy	0.273	rapt
swim	joy	0.273	snàmh
compensate	joy	0.273	dìoladh
snowing	joy	0.271	sneachda
sublimation	joy	0.270	sublimation
fruity	joy	0.268	measan
sunday	joy	0.266	Didòmhnaich
sketching	joy	0.266	sgeidseadh
paragon	joy	0.266	paragon
humility	joy	0.266	irioslachd
ministry	joy	0.266	ministreileachd
waves	joy	0.266	stuadhan
cathedral	joy	0.266	cathair-eaglais
sun	joy	0.266	ghrian
yoga	joy	0.266	yoga
fortitude	joy	0.266	daingneachd
salute	joy	0.266	beannachd
buddhism	joy	0.266	Bùdachais
whim	joy	0.266	cuip
artwork	joy	0.265	obair-ealain
practiced	joy	0.264	cleachdte
clean	joy	0.260	glan
running	joy	0.258	ruith
clarity	joy	0.258	soilleireachd
found	joy	0.258	fhuaradh
fitting	joy	0.258	freagarrach
immerse	joy	0.258	bogaidh
exercise	joy	0.258	eacarsaich
food	joy	0.258	biadh
autumn	joy	0.254	foghar
fit	joy	0.250	freagarrach
morning	joy	0.250	madainn
contagious	joy	0.250	gabhaltach
outdoors	joy	0.250	a-muigh
hardy	joy	0.250	cruaidh
candles	joy	0.250	coinnlean
advocacy	joy	0.250	tagradh
countryside	joy	0.250	tuath
demonstrative	joy	0.250	taisbeanach
football	joy	0.250	ball-coise
chirp	joy	0.250	chirp
chilled	joy	0.250	fuarachadh
undying	joy	0.250	neo-bhàsmhor
visitor	joy	0.250	neach-tadhail
clap	joy	0.250	clap
diary	joy	0.250	leabhar-latha
ardent	joy	0.250	àrdanach
expedient	joy	0.250	iomchaidh
mountain	joy	0.250	beinn
cradle	joy	0.247	chreathail
trance	joy	0.246	trance
intense	joy	0.242	dian
procession	joy	0.242	caismeachd
church	joy	0.242	eaglais
pay	joy	0.242	pàigheadh
supremacy	joy	0.242	uachdaranachd
preservative	joy	0.242	gleidhidh
grow	joy	0.242	fàs
breakfast	joy	0.242	bracaist
consecration	joy	0.235	coisrigeadh
salary	joy	0.234	tuarastal
lifetime	joy	0.234	beatha
incense	joy	0.234	tùis
ordination	joy	0.234	òrduchadh
snowy	joy	0.234	sneachda
art	joy	0.234	ealain
nursery	joy	0.234	sgoil-àraich
skiing	joy	0.234	sgitheadh
candle	joy	0.234	coinneal
doll	joy	0.234	dola
vote	joy	0.234	bhòt
humbled	joy	0.234	iriosal
lyre	joy	0.234	lire
pastry	joy	0.229	pastraidh
remedy	joy	0.227	leigheas
chilling	joy	0.227	fuarachadh
firefly	joy	0.227	cuileag
rescue	joy	0.225	teasairginn
camping	joy	0.221	campachadh
perspective	joy	0.221	sealladh
orchestra	joy	0.221	orcastra
orchard	joy	0.221	ubhal-ghort
breezy	joy	0.219	braonach
gardens	joy	0.219	gàraidhean
castle	joy	0.219	caisteal
lamb	joy	0.219	uan
possess	joy	0.219	sealbhachadh
bouttime	joy	0.212	àm bùrn
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	ceòl dùthchail
teach	joy	0.212	teagasg
brisk	joy	0.212	brisg
ribbon	joy	0.212	ribean
raindrops	joy	0.212	boinneagan uisge
mucis	joy	0.212	mucais
repay	joy	0.212	ath-dhìoladh
listneing	joy	0.212	ag èisteachd
nap	joy	0.206	nap
legalized	joy	0.203	laghail
unexpected	joy	0.203	ris nach robh dùil
vernal	joy	0.203	beul-aithris
chant	joy	0.203	seinn
hire	joy	0.203	fastadh
uncontrollable	joy	0.203	neo-riaghlaidh
stillness	joy	0.203	sàmhchair
lights	joy	0.203	solais
cove	joy	0.203	caolas
save	joy	0.200	sàbhail
pastor	joy	0.197	sagart
atone	joy	0.197	aoin
symmetry	joy	0.197	co-chothromachd
trees	joy	0.197	craobhan
oneday	joy	0.197	aon latha
scripture	joy	0.196	sgriobtur
mountains	joy	0.194	beanntan
craziness	joy	0.188	seòltachd
tea	joy	0.188	tì
walking	joy	0.188	coiseachd
whiteness	joy	0.188	gile
sympathetic	joy	0.188	co-fhaireachdainn
forefathers	joy	0.188	sinnsearan
pathway	joy	0.188	slighe
custom	joy	0.188	cleachdadh
quiet	joy	0.188	sàmhach
liquor	joy	0.188	deoch-làidir
soppy	joy	0.188	slapach
patient	joy	0.186	euslainteach
movingon	joy	0.182	gluasad air adhart
score	joy	0.182	sgòr
dollhouse	joy	0.182	taigh-doll
bath	joy	0.182	bath
supporter	joy	0.180	neach-taic
accompaniment	joy	0.179	coisrigeadh
pursuit	joy	0.176	tòir
outburst	joy	0.176	ar-a-mach
frosty	joy	0.174	reothadh
luncheon	joy	0.172	lòn
service	joy	0.172	seirbhis
workout	joy	0.172	Obrachadh a-mach
closure	joy	0.172	dùnadh
wintery	joy	0.172	geamhradh
civilized	joy	0.169	sìobhalta
wages	joy	0.169	tuarasdal
december	joy	0.167	An Dùbhlachd
fain	joy	0.167	fann
glide	joy	0.162	sleamhnachadh
acrobat	joy	0.162	acrobat
finally	joy	0.157	mu dheireadh
chai	joy	0.156	cai
obtainable	joy	0.156	fhaotainn
elf	joy	0.156	elf
peppermint	joy	0.156	lus an phiobair
break	joy	0.156	briseadh
reproductive	joy	0.156	gintinn
stroll	joy	0.156	cuairt
organization	joy	0.156	buidheann
bathtub	joy	0.156	bathtub
advent	joy	0.152	teachd
measured	joy	0.152	air a thomhas
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditidh
oils	joy	0.141	olaichean
tan	joy	0.141	tan
simple	joy	0.141	sìmplidh
bubble	joy	0.141	builg
beer	joy	0.141	lionn
green	joy	0.137	uaine
makingdisciples	joy	0.136	a' deanamh dheisciobuil
buss	joy	0.136	bus
books	joy	0.136	leabhraichean
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	a' sruthadh
silence	joy	0.127	sàmhchair
bookstore	joy	0.125	stòr leabhraichean
solitude	joy	0.125	aonaranachd
roadster	joy	0.125	fear-rathaid
circumstances	joy	0.125	suidheachaidhean
wine	joy	0.125	fìon
soak	joy	0.121	bog
priesthood	joy	0.121	sagartachd
japan	joy	0.121	Iapan
wilderness	joy	0.121	fàsach
critical	joy	0.116	èiginneach
neutral	joy	0.114	neodrach
hunting	joy	0.109	sealg
sand	joy	0.109	gainmheach
opera	joy	0.109	opera
weight	joy	0.109	cuideam
wind	joy	0.109	gaoth
untie	joy	0.109	fhuasgladh
labor	joy	0.106	saothair
classical	joy	0.106	clasaigeach
lake	joy	0.103	loch
affliction	joy	0.103	àmhghar
organ	joy	0.094	organ
dwelling	joy	0.094	còmhnuidh
tree	joy	0.090	craobh
pond	joy	0.089	lòn
marrow	joy	0.078	smior
latte	joy	0.078	latte
sipping	joy	0.076	sipping
benign	joy	0.074	mìn
majority	joy	0.073	mòr-chuid
leaf	joy	0.065	duilleach
troubles	joy	0.062	trioblaidean
basketball	joy	0.062	ball-basgaid
explosions	joy	0.061	spreadhaidhean
cream	joy	0.061	uachdar
shepherd	joy	0.058	buachaille
tuesday	joy	0.047	Dimàirt
turbulence	joy	0.045	buaireadh
calf	joy	0.040	laogh
hardship	joy	0.031	cruadal
unhappiness	joy	0.016	mì-thoilichte
sixty	joy	0.016	seasgad
mourning	sadness	0.969	caoidh
heartbreaking	sadness	0.969	briseadh-cridhe
tragic	sadness	0.961	tàmailteach
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	fèin-mharbhadh
misery	sadness	0.938	truaighe
massacre	sadness	0.931	murt
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	trom-inntinn
grieving	sadness	0.922	brònach
bereavement	sadness	0.922	bàs
fatal	sadness	0.922	marbhtach
bereaved	sadness	0.920	chaillteanaich
devastation	sadness	0.917	sgrios
death	sadness	0.915	bàs
devastated	sadness	0.912	sgriosail
suicide	sadness	0.912	fèin-mharbhadh
catastrophe	sadness	0.911	mòr-thubaist
horrifying	sadness	0.907	uamhasach
died	sadness	0.906	chaochail
tragedy	sadness	0.906	bròn-chluich
depressing	sadness	0.906	dubhach
anguish	sadness	0.902	cràdh
agony	sadness	0.900	cràdh
deadly	sadness	0.898	marbhtach
weeping	sadness	0.896	a' caoineadh
stillbirth	sadness	0.891	marbh-bhreith
deceased	sadness	0.891	neach a chaochail
murderer	sadness	0.877	mortair
cancer	sadness	0.875	aillse
dying	sadness	0.875	a' bàsachadh
rape	sadness	0.875	èigneachadh
devastating	sadness	0.875	sgriosail
morbidity	sadness	0.864	morbachd
sadness	sadness	0.864	bròn
execution	sadness	0.859	cur gu bàs
traumatic	sadness	0.859	traumatach
perish	sadness	0.859	bàs
grief	sadness	0.859	bròn
abandonment	sadness	0.859	trèigsinn
atrocity	sadness	0.859	buaireadh
crucifixion	sadness	0.859	ceusadh
depressed	sadness	0.859	dubhach
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	feall
betrayed	sadness	0.848	air a bhrath
grieve	sadness	0.844	bròn
suffering	sadness	0.844	fulangas
funeral	sadness	0.844	tiodhlacadh
destroyed	sadness	0.844	sgrios
homicide	sadness	0.844	fèin-mharbhadh
hopelessness	sadness	0.844	eu-dòchas
slaughtering	sadness	0.844	marbhadh
persecution	sadness	0.844	geur-leanmhuinn
murderous	sadness	0.844	murrach
sorrow	sadness	0.844	bròn
miserable	sadness	0.844	bròineach
sad	sadness	0.844	brònach
horrific	sadness	0.844	oillteil
unhappiness	sadness	0.839	mì-thoilichte
bloodshed	sadness	0.836	dòrtadh fala
crippled	sadness	0.836	crùbach
carnage	sadness	0.833	feòil-itheach
pained	sadness	0.833	pianail
manslaughter	sadness	0.833	fear-marbhadh
unbearable	sadness	0.830	neo-fhulangach
stillborn	sadness	0.830	marbh-bhreith
morbid	sadness	0.828	borb
annihilation	sadness	0.828	sgrios
helplessness	sadness	0.828	neo-chuideachadh
mourn	sadness	0.828	caoidh
murder	sadness	0.828	murt
slavery	sadness	0.828	tràilleachd
abandoned	sadness	0.828	thrèigsinn
horrors	sadness	0.828	uamhasan
mutilation	sadness	0.828	milleadh
annihilated	sadness	0.828	air a chur às
casualty	sadness	0.828	leòintich
enslaved	sadness	0.828	tràilleil
sickness	sadness	0.828	tinneas
torment	sadness	0.828	cràdh
miscarriage	sadness	0.824	iomrall
starvation	sadness	0.819	acras
mournful	sadness	0.812	brònach
sadly	sadness	0.812	brònach
famine	sadness	0.812	gorta
burial	sadness	0.812	adhlacadh
distraught	sadness	0.812	fo bhròn
failure	sadness	0.812	fàilligeadh
killing	sadness	0.812	marbhadh
despair	sadness	0.812	eu-dòchas
cruelty	sadness	0.812	cruadal
saddens	sadness	0.812	brònach
oppression	sadness	0.812	leatrom
heartache	sadness	0.812	cràdh-cridhe
terrorism	sadness	0.812	ceannairc
disgrace	sadness	0.812	nàire
childloss	sadness	0.812	call-chloinne
bloody	sadness	0.806	fuilteach
perishing	sadness	0.804	a' bàsachadh
inhumanity	sadness	0.804	neo-dhaonnachd
malignancy	sadness	0.803	malignancy
mortification	sadness	0.802	marbhadh
slave	sadness	0.797	tràill
lifeless	sadness	0.797	gun bheatha
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	gu h-uamhasach
assassination	sadness	0.797	murt
perished	sadness	0.797	bàs
kill	sadness	0.797	marbhadh
devastate	sadness	0.797	sgrios
dreadful	sadness	0.797	dòrainneach
mortuary	sadness	0.797	bàsmhor
leukemia	sadness	0.797	leucemia
lethal	sadness	0.797	marbhtach
desolation	sadness	0.797	fàsachadh
gallows	sadness	0.797	chroich
brokenheart	sadness	0.792	cridhe briste
banishment	sadness	0.790	fuadach
afflict	sadness	0.789	àmhghar
disheartened	sadness	0.788	diombach
bury	sadness	0.781	adhlacadh
terrorize	sadness	0.781	uamhas
crying	sadness	0.781	a' caoineadh
demoralized	sadness	0.781	diombach
tumour	sadness	0.781	tumhair
heartbreak	sadness	0.781	briseadh-cridhe
desecration	sadness	0.781	sgrios
die	sadness	0.773	bàsaich
lynch	sadness	0.773	lus
sufferer	sadness	0.770	neach a' fulang
fatality	sadness	0.766	bàs
diseased	sadness	0.766	tinn
doomed	sadness	0.766	diombach
fearful	sadness	0.766	eagallach
destitute	sadness	0.766	bochdainn
abortion	sadness	0.766	casg-breith
condolence	sadness	0.766	co-fhaireachdainn
torture	sadness	0.766	chràdh
dismemberment	sadness	0.766	di-chuimhneachadh
slayer	sadness	0.766	marbhaiche
loneliness	sadness	0.766	aonaranachd
cemetery	sadness	0.766	cladh
moribund	sadness	0.758	moribund
painfully	sadness	0.758	gu goirt
disaster	sadness	0.758	mòr-thubaist
depress	sadness	0.755	dubhach
condemnation	sadness	0.754	dìteadh
obliteration	sadness	0.750	cur às
damnation	sadness	0.750	damnadh
sorrowful	sadness	0.750	brònach
desperation	sadness	0.750	eu-dòchas
cry	sadness	0.750	caoineadh
terrorist	sadness	0.750	ceannairceach
painful	sadness	0.750	pianail
abduction	sadness	0.750	fuadach
incest	sadness	0.750	incest
corpse	sadness	0.750	corp
deplorable	sadness	0.750	dòrainneach
pandemic	sadness	0.750	galar mòr-sgaoilte
sickening	sadness	0.750	tinn
hemorrhage	sadness	0.750	hemorrhage
guilt	sadness	0.750	ciont
depressive	sadness	0.750	dubhach
doomsday	sadness	0.750	latha domh
defeated	sadness	0.750	ruaig
victimized	sadness	0.750	fhulang
regretful	sadness	0.750	aithreachas
unhappy	sadness	0.750	mì-thoilichte
unfairness	sadness	0.745	mì-chothromachd
molestation	sadness	0.744	buaireadh
abysmal	sadness	0.742	dubhach
exile	sadness	0.742	fògarrach
hellish	sadness	0.738	ifrinn
exterminate	sadness	0.736	cuir às
destroying	sadness	0.734	sgrios
miserably	sadness	0.734	gu truagh
disastrous	sadness	0.734	tubaisteach
battered	sadness	0.734	bhualadh
morgue	sadness	0.734	morgue
assassin	sadness	0.734	murtair
horrid	sadness	0.734	eagallach
disgraced	sadness	0.734	nàire
homeless	sadness	0.734	gun dachaigh
earthquake	sadness	0.734	crith-thalmhainn
orphan	sadness	0.734	dìlleachdan
slaughter	sadness	0.734	marbhadh
warfare	sadness	0.734	cogadh
betrayal	sadness	0.734	bhrath
lonesome	sadness	0.734	uaigneach
listless	sadness	0.729	gun liosta
unfortunately	sadness	0.727	gu mì-fhortanach
emptiness	sadness	0.727	falamhachd
grave	sadness	0.727	uaigh
alienated	sadness	0.727	coimheach
fraught	sadness	0.722	sgith
violently	sadness	0.719	gu fòirneartach
woe	sadness	0.719	truagh
heartless	sadness	0.719	gun chridhe
malicious	sadness	0.719	droch-rùnach
missing	sadness	0.719	a dhìth
paralysis	sadness	0.719	pairilis
horror	sadness	0.719	uamhas
ashamed	sadness	0.719	ioghnadh
forsaken	sadness	0.719	thrèigsinn
emaciated	sadness	0.719	maothachadh
atrophy	sadness	0.719	atrophy
danger	sadness	0.719	cunnart
pain	sadness	0.719	pian
cripple	sadness	0.719	crioch
cried	sadness	0.719	ghlaodh
disheartening	sadness	0.719	diombach
leprosy	sadness	0.719	luibhre
demise	sadness	0.717	crìonadh
disgruntled	sadness	0.712	diombach
rejected	sadness	0.712	air a dhiùltadh
sickly	sadness	0.712	gu tinn
violence	sadness	0.712	fòirneart
torn	sadness	0.710	reubadh
calamity	sadness	0.709	truaighe
grim	sadness	0.708	gruamach
grievous	sadness	0.704	truagh
deformed	sadness	0.703	deformed
deformity	sadness	0.703	deformity
punishing	sadness	0.703	peanasachadh
hearse	sadness	0.703	hears
meltdown	sadness	0.703	leaghadh
incurable	sadness	0.703	do-leigheas
extinct	sadness	0.703	à bith
victim	sadness	0.703	fhulangach
suffocating	sadness	0.703	a' mùchadh
tearful	sadness	0.703	deurach
obit	sadness	0.703	obit
oppressor	sadness	0.703	neach-sàrachaidh
slaughterhouse	sadness	0.703	taigh-spadaidh
abandon	sadness	0.703	trèigsinn
crushed	sadness	0.703	pronnadh
isolation	sadness	0.703	leth-oireachd
decomposition	sadness	0.703	lobhadh
inhuman	sadness	0.703	mi-dhaonna
disfigured	sadness	0.703	mì-dhealbhaichte
buried	sadness	0.703	thiodhlaiceadh
strangle	sadness	0.703	tachdadh
isolate	sadness	0.703	aonaranach
humiliate	sadness	0.703	iriosal
carcinoma	sadness	0.703	carcinoma
hell	sadness	0.700	ifrinn
lifesucks	sadness	0.700	slacan-beatha
ruinous	sadness	0.698	sgriosail
banish	sadness	0.697	fuadach
widow	sadness	0.697	banntraich
accursed	sadness	0.697	mallaichte
ruined	sadness	0.697	sgrios
vanished	sadness	0.695	à sealladh
displaced	sadness	0.691	air a chur às
poverty	sadness	0.690	bochdainn
hopeless	sadness	0.688	gun dòchas
regretting	sadness	0.688	aithreachas
widower	sadness	0.688	banntraich
stab	sadness	0.688	stab
deserted	sadness	0.688	fhàsach
insanity	sadness	0.688	gealtachd
teary	sadness	0.688	deòir
hurt	sadness	0.688	gort
terminal	sadness	0.688	ceann-uidhe
shooting	sadness	0.688	losgadh
banished	sadness	0.688	air fhuadach
hospice	sadness	0.688	hospis
depraved	sadness	0.688	truagh
nohope	sadness	0.688	gun dòchas
sob	sadness	0.688	sob
imprisoned	sadness	0.688	am prìosan
travesty	sadness	0.688	trasgadh
loss	sadness	0.688	call
hurtful	sadness	0.688	gortach
dementia	sadness	0.688	dementia
pathetic	sadness	0.688	foighidneach
neglected	sadness	0.688	air dearmad
epidemic	sadness	0.688	galar-sgaoilte
illness	sadness	0.688	tinneas
foreveralone	sadness	0.688	An-còmhnaidh leat fhèin
infidelity	sadness	0.688	neo-chreidimh
