English Word	Emotion	Emotion-Intensity-Score	Sesotho Word
forgiveness	joy	0.453	tshoarelo
journey	joy	0.447	leetong
meditation	joy	0.446	ho thuisa
relaxed	joy	0.442	phutholohile
present	joy	0.441	teng
weekend	joy	0.441	mafelo a beke
tender	joy	0.441	hamonate
tranquil	joy	0.441	khutsitseng
lyrical	joy	0.439	lyrical
sharing	joy	0.439	ho arolelana
esteem	joy	0.439	hlonepha
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	thapelo
righteousness	joy	0.439	ho loka
husband	joy	0.438	monna
relief	joy	0.438	phomolo
strength	joy	0.438	matla
mighty	joy	0.438	e matla
unbeaten	joy	0.438	e sa otloang
eager	joy	0.438	chesehela
share	joy	0.438	arolelana
newday	joy	0.438	letsatsi le lecha
sonnet	joy	0.438	sonete
meditate	joy	0.438	thuisa
life	joy	0.438	bophelo
winterbreak	joy	0.429	sehla sa mariha
warm	joy	0.429	mofuthu
movingforward	joy	0.429	ya pele
buddy	joy	0.427	motsoalle
oneness	joy	0.426	bonngoe
unconstrained	joy	0.424	sa koalloa
amen	joy	0.424	amene
reverence	joy	0.424	tlhompho
healthful	joy	0.424	e phetseng hantle
thelittlethings	joy	0.424	lintho tse nyane
medal	joy	0.424	khau
unsurpassed	joy	0.424	e sa feteng
candlelight	joy	0.424	lebone la kerese
carols	joy	0.424	likoloi
ejaculation	joy	0.424	ho qhalla
beginnings	joy	0.422	qalo
sledding	joy	0.422	sledding
graduation	joy	0.422	kabo ea mangolo
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	boiketlo
symphony	joy	0.422	symphony
wealth	joy	0.422	leruo
helpful	joy	0.422	thusa
musical	joy	0.422	tsa mmino
glitter	joy	0.422	benyang
calmness	joy	0.422	khutso
energy	joy	0.422	matla
safe	joy	0.422	bolokehileng
nostress	joy	0.421	nostress
soundness	joy	0.421	ho phela hantle
promise	joy	0.415	tshepiso
reunite	joy	0.414	kopana hape
mother	joy	0.412	mme
salvation	joy	0.412	poloko
poems	joy	0.412	lithoko
clown	joy	0.409	motlatsi
lavender	joy	0.409	lavender
immaculate	joy	0.409	e sa hlwekang
purify	joy	0.409	hloekisa
inauguration	joy	0.409	khakolo
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	bobebe
travel	joy	0.409	leetong
cash	joy	0.406	chelete
companion	joy	0.406	molekane
live	joy	0.406	phela
opportune	joy	0.406	monyetla
completing	joy	0.406	tlatsa
charity	joy	0.406	liphallelo
heal	joy	0.406	fodisa
star	joy	0.406	naledi
wishing	joy	0.406	lakatsa
flowers	joy	0.406	lipalesa
income	joy	0.403	chelete e kenang
soul	joy	0.401	moea
munchies	joy	0.400	munchies
emancipation	joy	0.397	tokoloho
indescribable	joy	0.397	e sa hlaloseheng
progress	joy	0.397	tsoelopele
equality	joy	0.394	tekano
childhood	joy	0.394	bongoana
together	joy	0.394	mmoho
rhythmical	joy	0.394	ya morethetho
fullness	joy	0.394	botlalo
calm	joy	0.394	khutsitseng
hammock	joy	0.394	hammock
picnic	joy	0.394	pikiniki
movies	joy	0.393	lifilimi
zealous	joy	0.393	cheseha
playground	joy	0.391	lebala la lipapali
affluence	joy	0.391	letlotlo
warms	joy	0.391	futhumatsang
choir	joy	0.391	khwaere
littlethings	joy	0.391	lintho tse nyane
auspicious	joy	0.391	e ntle
meaningful	joy	0.391	e nang le moelelo
adventures	joy	0.391	maiphihlelo
goofy	joy	0.391	goofy
starry	joy	0.391	linaleli
humanity	joy	0.391	botho
gesture	joy	0.387	boitšisinyo
witty	joy	0.382	bohlale
vow	joy	0.382	boitlamo
shopping	joy	0.382	ho reka
vibes	joy	0.379	litlatsetso
worship	joy	0.379	khumamelo
jump	joy	0.379	qhoma
communion	joy	0.379	selallo
reverend	joy	0.377	moruti
rising	joy	0.375	ho phahama
advance	joy	0.375	tsoelo-pele
beaches	joy	0.375	mabopo a leoatle
sonorous	joy	0.375	sonorous
courtship	joy	0.375	lefereho
experience	joy	0.375	phihlelo
reunion	joy	0.375	kopano hape
simplicity	joy	0.375	bonolo
full	joy	0.375	tletseng
hymn	joy	0.375	sefela
spirits	joy	0.375	meea
unforgettable	joy	0.375	e sa lebaleheng
mirth	joy	0.375	thabo
youth	joy	0.375	bacha
scenic	joy	0.375	botle bo botle
unique	joy	0.375	e ikhethang
redeemed	joy	0.375	lopolotsoe
alliance	joy	0.368	selekane
baptismal	joy	0.368	kolobetso
grant	joy	0.366	fana
kitten	joy	0.364	katsana
sanctification	joy	0.364	khalaletso
conciliation	joy	0.364	poelano
improves	joy	0.364	ntlafala
pure	joy	0.364	hloekileng
improve	joy	0.364	ntlafatsa
authentic	joy	0.364	ea nnete
moonlight	joy	0.364	khanya ea khoeli
weightloss	joy	0.362	boima ba mmele
raspberries	joy	0.360	tse tala
feeling	joy	0.359	maikutlo
jest	joy	0.359	motlae
independent	joy	0.359	ikemetseng
sanctify	joy	0.359	halaletsa
devotional	joy	0.359	boinehelo
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	bokgoni
listenting	joy	0.359	ho mamela
fidelity	joy	0.359	botshepehi
revival	joy	0.359	tsoseletso
giver	joy	0.353	mofani
cocoa	joy	0.353	cocoa
deliverance	joy	0.348	topollo
melody	joy	0.348	melodi
unification	joy	0.348	kopanelo
romp	joy	0.348	romp
purpose	joy	0.348	morero
choral	joy	0.348	choral
exceed	joy	0.348	feteletsa
dolphin	joy	0.348	dolphin
roaring	joy	0.348	ho rora
favor	joy	0.348	mohau
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	litholoana
cookies	joy	0.344	likuku
manicure	joy	0.344	manicure
nowork	joy	0.344	ha ho mosebetsi
date	joy	0.344	letsatsi
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedonism
pledge	joy	0.344	boitlamo
electric	joy	0.344	motlakase
humble	joy	0.344	ikokobeditse
roadtrip	joy	0.344	leeto la tsela
thx	joy	0.344	TANKI
kiddos	joy	0.344	bana
celebrity	joy	0.342	motho ea tummeng
bridesmaid	joy	0.338	mosetsana
rhythm	joy	0.338	morethetho
spa	joy	0.333	spa
snowday	joy	0.333	letsatsi la lehlwa
familiarity	joy	0.333	tloaelano
coffee	joy	0.333	kofi
edification	joy	0.333	kahisano
garden	joy	0.333	serapana
renovation	joy	0.333	nchafatso
dawn	joy	0.333	mafube
connoisseur	joy	0.333	moitsebi
gazing	joy	0.333	ho sheba
obliging	joy	0.333	tlamehile
partner	joy	0.333	molekane
foodie	joy	0.331	ea ratang lijo
synchronize	joy	0.329	amahanya
tribulation	joy	0.328	matshwenyeho
psalm	joy	0.328	pesaleme
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	ho se ikoahlaee
chirping	joy	0.328	khiripa
saint	joy	0.328	mohalaledi
healing	joy	0.328	phodiso
carol	joy	0.328	carol
true	joy	0.328	nnete
hobby	joy	0.328	ho itlosa bolutu
amnesty	joy	0.328	tshoarelo
respite	joy	0.324	phomolo
recreational	joy	0.318	boithapollo
cousins	joy	0.318	bo-motsoala
mellow	joy	0.318	bonolo
restorative	joy	0.318	tsosolosoa
lazyday	joy	0.318	lazyday
classics	joy	0.318	tsa khale
reconciliation	joy	0.316	poelano
woods	joy	0.312	meru
progression	joy	0.312	tsoelopele
muchneeded	joy	0.312	hlokahala haholo
sterling	joy	0.312	sterling
dove	joy	0.312	leeba
simplify	joy	0.312	nolofatsa
fitness	joy	0.312	ho phela hantle mmeleng
sunset	joy	0.312	letsatsi le likela
wisdom	joy	0.312	bohlale
relight	joy	0.312	relight
living	joy	0.312	phelang
presto	joy	0.312	presto
playhouse	joy	0.312	ntlo ea ho bapala
superman	joy	0.312	superman
pony	joy	0.312	pone
recovery	joy	0.312	ho hlaphoheloa
crafts	joy	0.312	mesebetsi ea matsoho
lord	joy	0.312	morena
deal	joy	0.312	sebetsana
improvement	joy	0.309	ntlafatso
infant	joy	0.309	lesea
absolution	joy	0.306	absolution
honest	joy	0.303	tšepahalang
gently	joy	0.303	ka bonolo
banquet	joy	0.303	mokete
established	joy	0.303	thehiloe
endless	joy	0.303	e sa feleng
decorating	joy	0.303	ho kgabisa
providing	joy	0.300	ho fana
lounging	joy	0.297	lounging
growth	joy	0.297	kgolo
strolling	joy	0.297	ho tsamaya
feat	joy	0.297	feat
morals	joy	0.297	boitšoaro
mine	joy	0.297	ea ka
spending	joy	0.297	tšebeliso ea chelete
light	joy	0.297	kganya
spiritual	joy	0.297	tsa moya
quaint	joy	0.297	quaint
fraternal	joy	0.297	fraternal
notable	joy	0.297	hlokomelehang
softly	joy	0.297	bonolo
harvest	joy	0.297	kotulo
yearning	joy	0.297	hloloheloa
breeze	joy	0.297	moea o fokang
joker	joy	0.297	motlae
meditating	joy	0.297	ho thuisa
fervor	joy	0.295	cheseha
quotes	joy	0.294	qotso
volunteer	joy	0.294	moithaopi
gain	joy	0.288	fumana
resources	joy	0.288	lisebelisoa
create	joy	0.288	bopa
psalms	joy	0.288	lipesaleme
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	mmelehisi
receiving	joy	0.287	ho amohela
snowfall	joy	0.286	lehloa
ocean	joy	0.286	leoatle
lsd	joy	0.286	lsd
hiking	joy	0.283	ho hloa mekoalaba
evergreen	joy	0.281	setalana
destination	joy	0.281	moo e eang teng
candid	joy	0.281	pepenene
unwind	joy	0.281	photholla
truce	joy	0.281	thulano
toast	joy	0.281	toast
chill	joy	0.281	hatsela
infinity	joy	0.281	bosafeleng
rested	joy	0.281	phomotse
buzzing	joy	0.281	buzzing
venerable	joy	0.279	hlomphehang
balance	joy	0.275	tekatekano
retirement	joy	0.275	ho tlohela mosebetsi
fireplace	joy	0.273	leifo
buddha	joy	0.273	Buddha
devout	joy	0.273	inehetseng
drinks	joy	0.273	dino
rapt	joy	0.273	rapetse
swim	joy	0.273	sesa
compensate	joy	0.273	tlatsa
snowing	joy	0.271	lehlwa
sublimation	joy	0.270	sublimation
fruity	joy	0.268	tholoana
sunday	joy	0.266	Sontaha
sketching	joy	0.266	sekeke
paragon	joy	0.266	paragon
humility	joy	0.266	boikokobetso
ministry	joy	0.266	tshebeletso
waves	joy	0.266	maqhubu
cathedral	joy	0.266	kathedrale
sun	joy	0.266	letsatsi
yoga	joy	0.266	yoga
fortitude	joy	0.266	fortitude
salute	joy	0.266	salute
buddhism	joy	0.266	Bobuddha
whim	joy	0.266	hlatsa
artwork	joy	0.265	mosebetsi oa bonono
practiced	joy	0.264	itloaetsa
clean	joy	0.260	hloekile
running	joy	0.258	mathang
clarity	joy	0.258	ho hlaka
found	joy	0.258	fumanehile
fitting	joy	0.258	loketseng
immerse	joy	0.258	qoelisa
exercise	joy	0.258	boikoetliso
food	joy	0.258	dijo
autumn	joy	0.254	hoetla
fit	joy	0.250	lekana
morning	joy	0.250	hoseng
contagious	joy	0.250	e a tshwaetsana
outdoors	joy	0.250	kantle
hardy	joy	0.250	e thata
candles	joy	0.250	likerese
advocacy	joy	0.250	bobuelli
countryside	joy	0.250	mahaeng
demonstrative	joy	0.250	pontsho
football	joy	0.250	bolo ea maoto
chirp	joy	0.250	lla
chilled	joy	0.250	hatsetsoa
undying	joy	0.250	e sa shoeng
visitor	joy	0.250	moeti
clap	joy	0.250	opa liatla
diary	joy	0.250	bukana ya ditaba
ardent	joy	0.250	cheseha
expedient	joy	0.250	molemo
mountain	joy	0.250	thaba
cradle	joy	0.247	cradle
trance	joy	0.246	tebelo
intense	joy	0.242	e matla
procession	joy	0.242	mokoloko
church	joy	0.242	kereke
pay	joy	0.242	lefa
supremacy	joy	0.242	bophahamo
preservative	joy	0.242	se baballang
grow	joy	0.242	hola
breakfast	joy	0.242	lijo tsa hoseng
consecration	joy	0.235	boineelo
salary	joy	0.234	moputso
lifetime	joy	0.234	bophelong
incense	joy	0.234	libano
ordination	joy	0.234	tlhomamiso
snowy	joy	0.234	lehlwa
art	joy	0.234	bonono
nursery	joy	0.234	kereche
skiing	joy	0.234	skiing
candle	joy	0.234	kerese
doll	joy	0.234	popi
vote	joy	0.234	vouta
humbled	joy	0.234	kokobetse
lyre	joy	0.234	lyre
pastry	joy	0.229	pastry
remedy	joy	0.227	pheko
chilling	joy	0.227	hatsela
firefly	joy	0.227	sekoane
rescue	joy	0.225	pholoso
camping	joy	0.221	ho kampa
perspective	joy	0.221	tebo
orchestra	joy	0.221	okhestra
orchard	joy	0.221	serapa sa lifate tsa litholoana
breezy	joy	0.219	moea o fokang
gardens	joy	0.219	lirapa
castle	joy	0.219	qhobosheane
lamb	joy	0.219	nku
possess	joy	0.219	rua
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	countrymusic
teach	joy	0.212	ruta
brisk	joy	0.212	brisk
ribbon	joy	0.212	lente
raindrops	joy	0.212	marothodi a pula
mucis	joy	0.212	mucis
repay	joy	0.212	buseletsa
listneing	joy	0.212	ho mamela
nap	joy	0.206	ho robala
legalized	joy	0.203	ngolisoa ka molao
unexpected	joy	0.203	tse sa lebelloang
vernal	joy	0.203	vernal
chant	joy	0.203	chant/
hire	joy	0.203	hira
uncontrollable	joy	0.203	sa laoleheng
stillness	joy	0.203	khutso
lights	joy	0.203	mabone
cove	joy	0.203	koebetsa
save	joy	0.200	boloka
pastor	joy	0.197	moruti
atone	joy	0.197	atone
symmetry	joy	0.197	tekano
trees	joy	0.197	lifate
oneday	joy	0.197	letsatsi le le leng
scripture	joy	0.196	mangolo
mountains	joy	0.194	lithaba
craziness	joy	0.188	bohlanya
tea	joy	0.188	tee
walking	joy	0.188	ho tsamaya
whiteness	joy	0.188	bosoeu
sympathetic	joy	0.188	kutloelo bohloko
forefathers	joy	0.188	baholo-holo
pathway	joy	0.188	tsela
custom	joy	0.188	tloaelo
quiet	joy	0.188	khutsitseng
liquor	joy	0.188	joala
soppy	joy	0.188	soppy
patient	joy	0.186	mokuli
movingon	joy	0.182	moveon
score	joy	0.182	Laduma
dollhouse	joy	0.182	ntlo ea lipopi
bath	joy	0.182	hlapa
supporter	joy	0.180	motshehetsi
accompaniment	joy	0.179	felehetsa
pursuit	joy	0.176	ho lelekisa
outburst	joy	0.176	ho phasoloha
frosty	joy	0.174	serame
luncheon	joy	0.172	lijo tsa motsheare
service	joy	0.172	tshebeletso
workout	joy	0.172	boikoetliso
closure	joy	0.172	koala
wintery	joy	0.172	mariha
civilized	joy	0.169	hlabolohile
wages	joy	0.169	moputso
december	joy	0.167	December
fain	joy	0.167	fain
glide	joy	0.162	qhitsa
acrobat	joy	0.162	acrobat
finally	joy	0.157	qetellong
chai	joy	0.156	chai
obtainable	joy	0.156	fumaneha
elf	joy	0.156	elf
peppermint	joy	0.156	peppermint
break	joy	0.156	senya
reproductive	joy	0.156	tsadiso
stroll	joy	0.156	tsamaya
organization	joy	0.156	mokgatlo
bathtub	joy	0.156	bate
advent	joy	0.152	ho fihla
measured	joy	0.152	lekantsoeng
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	oli
tan	joy	0.141	tan
simple	joy	0.141	bonolo
bubble	joy	0.141	bubble
beer	joy	0.141	biri
green	joy	0.137	botala
makingdisciples	joy	0.136	ho etsa barutuwa
buss	joy	0.136	bese
books	joy	0.136	libuka
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	e phallang
silence	joy	0.127	ho thola
bookstore	joy	0.125	lebenkele la libuka
solitude	joy	0.125	boinotshi
roadster	joy	0.125	roadster
circumstances	joy	0.125	maemo
wine	joy	0.125	veini
soak	joy	0.121	soak
priesthood	joy	0.121	boprista
japan	joy	0.121	Japane
wilderness	joy	0.121	lefeella
critical	joy	0.116	nyatsa
neutral	joy	0.114	ho se nke lehlakore
hunting	joy	0.109	ho tsoma
sand	joy	0.109	lehlabathe
opera	joy	0.109	opera
weight	joy	0.109	boima
wind	joy	0.109	moea
untie	joy	0.109	lokolla
labor	joy	0.106	mosebetsi
classical	joy	0.106	classical
lake	joy	0.103	letsha
affliction	joy	0.103	mahlomola
organ	joy	0.094	setho sa mmele
dwelling	joy	0.094	bolulo
tree	joy	0.090	sefate
pond	joy	0.089	letamo
marrow	joy	0.078	moko
latte	joy	0.078	latté
sipping	joy	0.076	ho noa
benign	joy	0.074	e ntle
majority	joy	0.073	bongata
leaf	joy	0.065	lehlaku
troubles	joy	0.062	mathata
basketball	joy	0.062	basketball
explosions	joy	0.061	ho phatloha
cream	joy	0.061	tranelate
shepherd	joy	0.058	molisa
tuesday	joy	0.047	Labobeli
turbulence	joy	0.045	pherekano
calf	joy	0.040	namane
hardship	joy	0.031	tsietsi
unhappiness	joy	0.016	ho hloka thabo
sixty	joy	0.016	mashome a tsheletseng
mourning	sadness	0.969	sello
heartbreaking	sadness	0.969	pelo e bohloko
tragic	sadness	0.961	bohloko
holocaust	sadness	0.953	polao ya polao
suicidal	sadness	0.941	ho ipolaea
misery	sadness	0.938	mahlomola
massacre	sadness	0.931	polao
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	khatello ea maikutlo
grieving	sadness	0.922	ho hlonama
bereavement	sadness	0.922	ho shoeloa
fatal	sadness	0.922	bolaeang
bereaved	sadness	0.920	lahletsoe
devastation	sadness	0.917	tshenyo
death	sadness	0.915	lefu
devastated	sadness	0.912	tsielehile
suicide	sadness	0.912	ho ipolaea
catastrophe	sadness	0.911	tlokotsi
horrifying	sadness	0.907	e tshosang
died	sadness	0.906	shoa
tragedy	sadness	0.906	tlokotsi
depressing	sadness	0.906	nyahamisa
anguish	sadness	0.902	mahlomola
agony	sadness	0.900	bohloko
deadly	sadness	0.898	bolaeang
weeping	sadness	0.896	sello
stillbirth	sadness	0.891	pelehi
deceased	sadness	0.891	mofu
murderer	sadness	0.877	mmolai
cancer	sadness	0.875	kankere
dying	sadness	0.875	ho shoa
rape	sadness	0.875	peto
devastating	sadness	0.875	senyang
morbidity	sadness	0.864	ho kula
sadness	sadness	0.864	ho hlonama
execution	sadness	0.859	phethahatso
traumatic	sadness	0.859	tsietsing
perish	sadness	0.859	timela
grief	sadness	0.859	mesarelo
abandonment	sadness	0.859	lahla
atrocity	sadness	0.859	sehlōhō
crucifixion	sadness	0.859	thakgiso
depressed	sadness	0.859	tepelletse maikutlong
cadaver	sadness	0.853	lesapo
treachery	sadness	0.848	bolotsana
betrayed	sadness	0.848	betsoe
grieve	sadness	0.844	hlomola pelo
suffering	sadness	0.844	mahlomola
funeral	sadness	0.844	lepato
destroyed	sadness	0.844	senyehile
homicide	sadness	0.844	polao
hopelessness	sadness	0.844	ho hloka tshepo
slaughtering	sadness	0.844	ho hlaba
persecution	sadness	0.844	hloriso
murderous	sadness	0.844	mmolai
sorrow	sadness	0.844	masoabi
miserable	sadness	0.844	mahlomoleng
sad	sadness	0.844	hlomohile
horrific	sadness	0.844	tshosang
unhappiness	sadness	0.839	ho hloka thabo
bloodshed	sadness	0.836	tshollo ya madi
crippled	sadness	0.836	hlotsa
carnage	sadness	0.833	polao
pained	sadness	0.833	bohloko
manslaughter	sadness	0.833	polao
unbearable	sadness	0.830	e sa mamelleheng
stillborn	sadness	0.830	ya tsoetsoeng a shoele
morbid	sadness	0.828	morbid
annihilation	sadness	0.828	timetso
helplessness	sadness	0.828	ho hloka thuso
mourn	sadness	0.828	lla
murder	sadness	0.828	polao
slavery	sadness	0.828	bokhoba
abandoned	sadness	0.828	tlohetsoe
horrors	sadness	0.828	tse tshosang
mutilation	sadness	0.828	ho hlapa
annihilated	sadness	0.828	felisitsoe
casualty	sadness	0.828	kotsi
enslaved	sadness	0.828	kentse lekgoba
sickness	sadness	0.828	ho kula
torment	sadness	0.828	hlokofatsa
miscarriage	sadness	0.824	ho senyeheloa ke mpa
starvation	sadness	0.819	tlala
mournful	sadness	0.812	soabile
sadly	sadness	0.812	ka masoabi
famine	sadness	0.812	tlala
burial	sadness	0.812	lepato
distraught	sadness	0.812	tsielehile
failure	sadness	0.812	ho hloleha
killing	sadness	0.812	ho bolaea
despair	sadness	0.812	tsieleha
cruelty	sadness	0.812	sehlōhō
saddens	sadness	0.812	soabisa
oppression	sadness	0.812	kgatello
heartache	sadness	0.812	bohloko ba pelo
terrorism	sadness	0.812	bokhukhuni
disgrace	sadness	0.812	tlontlollo
childloss	sadness	0.812	tahlehelo ea ngoana
bloody	sadness	0.806	madi
perishing	sadness	0.804	timelang
inhumanity	sadness	0.804	ho hloka botho
malignancy	sadness	0.803	bosholu
mortification	sadness	0.802	mortification
slave	sadness	0.797	lekgoba
lifeless	sadness	0.797	e hlokang bophelo
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	ka tsela e tshabehang
assassination	sadness	0.797	polao
perished	sadness	0.797	timela
kill	sadness	0.797	bolaea
devastate	sadness	0.797	senya
dreadful	sadness	0.797	e tshabehang
mortuary	sadness	0.797	setsi sa bafu
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	bolaeang
desolation	sadness	0.797	tshenyeho
gallows	sadness	0.797	sefate sa sefate
brokenheart	sadness	0.792	pelo e robehileng
banishment	sadness	0.790	ho lelekoa
afflict	sadness	0.789	hlokofatsa
disheartened	sadness	0.788	nyahamisoa ke pelo
bury	sadness	0.781	pata
terrorize	sadness	0.781	tshosa
crying	sadness	0.781	ho lla
demoralized	sadness	0.781	nyenyefaditse
tumour	sadness	0.781	hlahala
heartbreak	sadness	0.781	pelo e bohloko
desecration	sadness	0.781	nyeliso
die	sadness	0.773	shoa
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	mohlokomedi
fatality	sadness	0.766	ho shoa
diseased	sadness	0.766	ho kula
doomed	sadness	0.766	timetsoe
fearful	sadness	0.766	e tshabehang
destitute	sadness	0.766	hlokang
abortion	sadness	0.766	ho ntša mpa
condolence	sadness	0.766	tshediso
torture	sadness	0.766	tlhokofatso
dismemberment	sadness	0.766	ho kgaola
slayer	sadness	0.766	mmolai
loneliness	sadness	0.766	bolutu
cemetery	sadness	0.766	mabitla
moribund	sadness	0.758	moribund
painfully	sadness	0.758	habohloko
disaster	sadness	0.758	tlokotsi
depress	sadness	0.755	tepeletse maikutlo
condemnation	sadness	0.754	nyatso
obliteration	sadness	0.750	phediso
damnation	sadness	0.750	tsuo
sorrowful	sadness	0.750	soabileng
desperation	sadness	0.750	tsieleho
cry	sadness	0.750	lla
terrorist	sadness	0.750	sekhukhuni
painful	sadness	0.750	bohloko
abduction	sadness	0.750	ho koeteloa
incest	sadness	0.750	ho kopanela liphate le mong ka motho
corpse	sadness	0.750	setopo
deplorable	sadness	0.750	nyatsehang
pandemic	sadness	0.750	sewa se seholo
sickening	sadness	0.750	ho kula
hemorrhage	sadness	0.750	tšollo ea mali
guilt	sadness	0.750	molato
depressive	sadness	0.750	tepelletse maikutlong
doomsday	sadness	0.750	letsatsi la timelo
defeated	sadness	0.750	hlotsoe
victimized	sadness	0.750	hlasetsoe
regretful	sadness	0.750	soabile
unhappy	sadness	0.750	sa thabang
unfairness	sadness	0.745	ho hloka toka
molestation	sadness	0.744	hlekefetsa
abysmal	sadness	0.742	nyatsehang
exile	sadness	0.742	lelekoa
hellish	sadness	0.738	hellish
exterminate	sadness	0.736	felisa
destroying	sadness	0.734	ho senya
miserably	sadness	0.734	ka bomalimabe
disastrous	sadness	0.734	tlokotsi
battered	sadness	0.734	hlapa
morgue	sadness	0.734	setopo sa setopo
assassin	sadness	0.734	mmolai
horrid	sadness	0.734	tshosang
disgraced	sadness	0.734	hlabisitsoe
homeless	sadness	0.734	hlokang bolulo
earthquake	sadness	0.734	tshisinyeho ya lefatshe
orphan	sadness	0.734	khutsana
slaughter	sadness	0.734	hlaba
warfare	sadness	0.734	ntoa
betrayal	sadness	0.734	ho eka
lonesome	sadness	0.734	bolutu
listless	sadness	0.729	listless
unfortunately	sadness	0.727	ka bomalimabe
emptiness	sadness	0.727	lefeela
grave	sadness	0.727	lebitla
alienated	sadness	0.727	kgethile
fraught	sadness	0.722	qhekelletse
violently	sadness	0.719	ka mabifi
woe	sadness	0.719	bomalimabe
heartless	sadness	0.719	pelo e hlokang pelo
malicious	sadness	0.719	e kotsi
missing	sadness	0.719	e hlokang
paralysis	sadness	0.719	ho holofala
horror	sadness	0.719	tshoso
ashamed	sadness	0.719	lihlong
forsaken	sadness	0.719	furaletse
emaciated	sadness	0.719	otile
atrophy	sadness	0.719	lefu la ho fokola
danger	sadness	0.719	Kotsi
pain	sadness	0.719	bohloko
cripple	sadness	0.719	sehlotsa
cried	sadness	0.719	lla
disheartening	sadness	0.719	e nyahamisang
leprosy	sadness	0.719	lepera
demise	sadness	0.717	ho timela
disgruntled	sadness	0.712	nyahamehile
rejected	sadness	0.712	hanoa
sickly	sadness	0.712	kula
violence	sadness	0.712	pefo
