English Word	Emotion	Emotion-Intensity-Score	Tajik Word
godsend	joy	0.688	худованд
favorite	joy	0.688	дӯстдошта
content	joy	0.688	мазмун
entertaining	joy	0.688	фароғатӣ
honored	joy	0.688	шарафманд
metime	joy	0.688	вақт
exquisite	joy	0.688	олиҷаноб
holidayseason	joy	0.688	мавсими истироҳат
thankyoujesus	joy	0.688	ташаккур Исо
angelic	joy	0.688	фариштаи
goodhealth	joy	0.682	саломатии хуб
majestic	joy	0.682	бузургвор
luscious	joy	0.682	болаззат
memoriesiwontforget	joy	0.682	хотираҳо фаромӯш намешаванд
bestfriends	joy	0.682	дӯсти ҳақиқӣ
precious	joy	0.682	қиматбаҳо
appreciated	joy	0.682	қадр карда шуд
exaltation	joy	0.682	сарбаландӣ
smiled	joy	0.682	табассум кард
brightens	joy	0.682	равшан мекунад
tranquility	joy	0.679	оромӣ
marry	joy	0.676	издивоҷ кардан
embrace	joy	0.676	ба оғӯш гирифтан
positively	joy	0.676	мусбат
grin	joy	0.672	табассум
hug	joy	0.672	оғӯш
hilarious	joy	0.672	хандаовар
dearest	joy	0.672	азизтарин
contentment	joy	0.672	қаноатмандӣ
accomplished	joy	0.672	анҷом ёфт
relaxation	joy	0.672	истироҳат
bday	joy	0.672	рӯзи таваллуд
enliven	joy	0.672	зинда кардан
weeeee	joy	0.672	ваи
giggles	joy	0.672	хандид
fulfilled	joy	0.667	ичро гардид
bountiful	joy	0.667	фаровон
victor	joy	0.667	ғолиб
adore	joy	0.667	мепарастед
boisterous	joy	0.667	пурталотум
fulfill	joy	0.664	ичро намояд
cuddles	joy	0.662	оғӯш мекунанд
prosperous	joy	0.660	обод
appreciation	joy	0.656	қадрдонӣ
serenity	joy	0.656	оромӣ
happynewyear	joy	0.656	Соли Нав Муборак
humor	joy	0.656	юмор
satisfy	joy	0.656	қонеъ кардан
besties	joy	0.656	азизон
encouraged	joy	0.656	ташвиқ кард
captivate	joy	0.656	мафтун кардан
christmaseve	joy	0.656	Шаби Пеш аз Мавлуди Исо
glow	joy	0.656	дурахшанда
romanticism	joy	0.656	романтизм
innerpeace	joy	0.656	оромии ботинӣ
pleasant	joy	0.656	гуворо
praises	joy	0.652	таъриф мекунад
abundance	joy	0.652	фаровонй
fortunes	joy	0.652	сарват
engaged	joy	0.652	машғуланд
praised	joy	0.652	таъриф кард
relaxing	joy	0.652	истирохат кардан
treasure	joy	0.652	ганҷ
satisfaction	joy	0.652	қаноатмандӣ
nothingbetter	joy	0.647	чизе беҳтар
affection	joy	0.647	мухаббат
relieved	joy	0.647	сабук шуд
complement	joy	0.647	мукаммалкунанда
carnival	joy	0.643	карнавал
priceless	joy	0.641	бебаҳо
uplifting	joy	0.641	рӯҳбаландкунанда
sensuality	joy	0.641	ҳассосият
saintly	joy	0.641	муқаддасона
champion	joy	0.641	чемпион
thanksgiving	joy	0.641	шукргузорӣ
harmoniously	joy	0.641	мутаносиб
wedding	joy	0.641	туй
achieve	joy	0.641	ноил гарданд
divine	joy	0.641	илоҳӣ
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	моҳи асал
exalt	joy	0.636	баланд кардан
twinkle	joy	0.636	дурахшид
comforting	joy	0.636	тасаллобахш
felicity	joy	0.636	хушбахтӣ
peaceful	joy	0.636	осоишта
climax	joy	0.636	авҷи авҷи
winner	joy	0.636	ғолиб
reverie	joy	0.636	хаёл
yayy	joy	0.636	ай
cuddle	joy	0.636	оғӯш кардан
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ситорашиносӣ
festival	joy	0.625	фестиваль
sweet	joy	0.625	ширин
generosity	joy	0.625	саховатмандӣ
brighter	joy	0.625	равшантар
praisegod	joy	0.625	ҳамду сано
gorgeous	joy	0.625	зебо
hearts	joy	0.625	дилхо
amusing	joy	0.625	шавқовар
fondness	joy	0.625	мехру мухаббат
snuggling	joy	0.625	ғусса кардан
reward	joy	0.625	мукофот
sex	joy	0.622	ҷинсӣ
kind	joy	0.621	навъ
genial	joy	0.621	олиҷаноб
parade	joy	0.621	парад
applause	joy	0.621	чапакзанй
beauty	joy	0.621	зебоӣ
fulfilling	joy	0.618	иҷрокунанда
aspiring	joy	0.618	орзуманд
newlife	joy	0.618	хаёти нав
godbless	joy	0.616	Худованд мададгорат
virtuous	joy	0.613	некӯкор
kiss	joy	0.610	буса
christmas	joy	0.609	Мавлуди Исо
rainbows	joy	0.609	рангинкамон
elegance	joy	0.609	зебоӣ
generous	joy	0.609	саховатманд
super	joy	0.609	супер
playful	joy	0.609	бозича
enlightenment	joy	0.609	маърифат
praiseworthy	joy	0.609	шоёни таъриф
awards	joy	0.609	мукофотхо
adorable	joy	0.609	дилпазир
rekindle	joy	0.609	дубора афрӯхт
winnings	joy	0.609	бурдхо
independence	joy	0.607	истиклолият
amour	joy	0.607	ишқ
kindness	joy	0.606	меҳрубонӣ
surprises	joy	0.606	ҳайратовар
heheh	joy	0.606	хехе
hilarity	joy	0.606	шӯхӣ
wonder	joy	0.606	ҳайрон
freely	joy	0.606	озодона
successful	joy	0.606	муваффакиятнок
inspired	joy	0.606	илҳом бахшиданд
onelove	joy	0.606	ишқи ягона
whimsical	joy	0.603	аҷиб
entertainment	joy	0.603	вақтхушӣ
passion	joy	0.603	ҳавас
stressfree	joy	0.601	бе стресс
beautify	joy	0.601	зебо кардан
sunrise	joy	0.600	тулӯи офтоб
godisgood	joy	0.597	хайр
goodmusic	joy	0.594	мусиқии хуб
revere	joy	0.594	эҳтиром
whoo	joy	0.594	хо
fanfare	joy	0.594	фанфара
inspire	joy	0.594	илҳом бахшанд
angel	joy	0.594	фаришта
thankgod	joy	0.594	Худоро шукр
goodies	joy	0.594	неъматхо
jesus	joy	0.594	Исо
accomplishment	joy	0.594	комёбй
snuggled	joy	0.594	печида
peacefully	joy	0.594	осоишта
flirt	joy	0.594	флирт кардан
friendship	joy	0.591	дустй
singing	joy	0.591	сурудхонй
heroic	joy	0.591	кахрамонона
exalted	joy	0.591	сарбаланд
fortune	joy	0.591	бахт
highest	joy	0.591	баландтарин
summer	joy	0.591	тобистон
contented	joy	0.588	қаноатманд
rollicking	joy	0.588	чарх задан
overflowing	joy	0.588	лабрез
woot	joy	0.588	вот
accolade	joy	0.586	таъриф
hope	joy	0.586	умед
cozy	joy	0.583	бароҳат
delicious	joy	0.579	болаззат
raving	joy	0.578	девонавор
thelife	joy	0.578	ҳаёт
darling	joy	0.578	азизам
sensuous	joy	0.578	ҳассос
picturesque	joy	0.578	хушманзара
friendly	joy	0.578	дустона
everlasting	joy	0.578	абадӣ
praise	joy	0.578	ситоиш
ambition	joy	0.578	шӯҳратпарастӣ
sparkle	joy	0.577	дурахш
sensual	joy	0.576	шаҳвонӣ
peace	joy	0.576	сулх
flattering	joy	0.576	хушомадгӯӣ
grace	joy	0.576	файз
luckygirl	joy	0.576	духтари бахт
heroism	joy	0.576	кахрамонй
succeeding	joy	0.576	муваффакиятнок
yeahhh	joy	0.576	ҳа
special	joy	0.574	махсус
livelife	joy	0.574	зиндаги
tantalizing	joy	0.572	дилгиркунанда
pumped	joy	0.567	насос карда шуд
yey	joy	0.562	ие
surprise	joy	0.562	ҳайрон
sunny	joy	0.562	офтобй
prevail	joy	0.562	бартарӣ доранд
revels	joy	0.562	хурсанд мекунад
humorous	joy	0.562	хандаовар
sweets	joy	0.562	шириниҳо
liking	joy	0.562	писанд омадан
admirable	joy	0.562	шоёни таъриф
superstar	joy	0.562	суперситора
relax	joy	0.562	Ором бошед
prosper	joy	0.562	обод гардад
hero	joy	0.562	қаҳрамон
hugs	joy	0.562	ба оғӯш мегирад
worthwhile	joy	0.562	арзанда
newyear	joy	0.561	Соли Нав
tenderness	joy	0.561	нармӣ
bless	joy	0.561	муборак
favorable	joy	0.561	мусоид
freedom	joy	0.561	озодй
masterpiece	joy	0.561	шоҳкор
dreams	joy	0.559	орзуҳо
hopeful	joy	0.559	умедбахш
home	joy	0.559	хона
cruising	joy	0.556	круиз
gracias	joy	0.554	раҳмат
faithfulness	joy	0.553	садоқат
eagerness	joy	0.552	майл
closeness	joy	0.552	наздикӣ
sunshine	joy	0.551	офтоб
comfy	joy	0.551	бароҳат
vacation	joy	0.547	таътил
celestial	joy	0.547	осмонӣ
good	joy	0.547	хуб
elite	joy	0.547	элита
illuminate	joy	0.547	равшан кардан
confidence	joy	0.547	боварй
mistletoe	joy	0.547	омела
daughter	joy	0.547	духтар
lifted	joy	0.547	бардоштанд
goodmorning	joy	0.547	субҳ ба хайр
zeal	joy	0.547	гайрат
gifts	joy	0.547	тӯҳфаҳо
gift	joy	0.547	тӯҳфа
astonishment	joy	0.547	ҳайрат
heart	joy	0.547	дил
completion	joy	0.547	тамом кардан
bonus	joy	0.547	бонус
charmed	joy	0.546	Шефта
dance	joy	0.545	рақс
sublime	joy	0.545	олиҷаноб
recreation	joy	0.545	фароғат
encouragement	joy	0.545	ҳавасмандгардонӣ
god	joy	0.545	худо
gush	joy	0.545	шуш
freshstart	joy	0.544	оғози нав
free	joy	0.544	озод
savior	joy	0.543	наҷотдиҳанда
sanctuary	joy	0.541	паноҳгоҳ
grandchildren	joy	0.540	наберахо
wellness	joy	0.537	саломатй
revel	joy	0.534	айшу ишрат
music	joy	0.531	мусиқӣ
fab	joy	0.531	фаб
bridal	joy	0.531	арӯсӣ
soar	joy	0.531	парвоз кардан
alive	joy	0.531	зинда
money	joy	0.531	пул
soothing	joy	0.531	таскинбахш
serene	joy	0.531	ором
holiness	joy	0.531	муқаддасӣ
inspirational	joy	0.531	илхомбахш
matrimony	joy	0.531	никоҳ
dayoff	joy	0.531	рӯзи истироҳат
savor	joy	0.531	лаззат баред
vitality	joy	0.531	зиндадилй
confident	joy	0.531	дилпур
firstborn	joy	0.531	нахустзода
rainbow	joy	0.531	рангинкамон
liberation	joy	0.531	озодшавй
elegant	joy	0.530	шево
mastery	joy	0.530	махорат
glimmer	joy	0.530	дурахшанда
illumination	joy	0.530	равшанӣ
blossom	joy	0.530	гул кардан
warmth	joy	0.530	гармй
welcomed	joy	0.530	истиқбол карданд
treat	joy	0.529	табобат кардан
faithful	joy	0.529	вафодор
snuggles	joy	0.522	ғусса мекунад
laurels	joy	0.521	лавра
commendable	joy	0.519	шоёни таъриф
succeed	joy	0.516	муваффак шаванд
jingle	joy	0.516	ҷингл
zest	joy	0.516	завқ
noschool	joy	0.516	мактаб
brotherly	joy	0.516	бародарона
silly	joy	0.516	беақл
abundant	joy	0.516	фаровон
fancy	joy	0.516	афсонавӣ
resplendent	joy	0.516	дурахшон
strengthening	joy	0.516	мустахкам кардан
presents	joy	0.516	тӯҳфа мекунад
pride	joy	0.516	ифтихор
almighty	joy	0.516	тавоно
powerful	joy	0.516	тавоно
aspire	joy	0.516	саъй кардан
remarkable	joy	0.516	назаррас
greeted	joy	0.516	салом дод
thanking	joy	0.515	ташаккур
cutie	joy	0.515	ширин
kudos	joy	0.515	шукр
therapeutic	joy	0.515	табобатӣ
zen	joy	0.515	Зен
coronation	joy	0.515	тоҷгузорӣ
complete	joy	0.515	пурра
shining	joy	0.515	дурахшон
spirit	joy	0.515	рух
princely	joy	0.515	шоҳзода
vivid	joy	0.515	равшан
comfort	joy	0.515	роҳат
leisure	joy	0.515	истирохат
reunited	joy	0.515	аз нав муттахид шуданд
kid	joy	0.515	бача
newme	joy	0.515	нав
payday	joy	0.515	рӯзи музд
animated	joy	0.515	аниматсионӣ
familytime	joy	0.515	замони оилавӣ
relationship	joy	0.514	муносибат
godly	joy	0.514	худопараст
marriage	joy	0.514	издивоҷ
daymade	joy	0.514	рўзона
spouse	joy	0.507	ҳамсар
intimately	joy	0.507	самимона
respect	joy	0.500	эҳтиром
bloom	joy	0.500	гул кардан
purr	joy	0.500	гиря
carefree	joy	0.500	бепарво
nature	joy	0.500	табиат
encourage	joy	0.500	ташвиқ намояд
soulful	joy	0.500	рӯҳбаланд
refreshed	joy	0.500	тароват кард
family	joy	0.500	оила
gem	joy	0.500	ганҷ
meritorious	joy	0.500	шоиста
achieved	joy	0.500	ба даст оварда шуд
motherhood	joy	0.500	модар будан
holyspirit	joy	0.500	муқаддас
surreal	joy	0.500	сюрреалистӣ
charitable	joy	0.500	хайрхоҳ
teamjesus	joy	0.500	дастаҷамъӣ
stressrelief	joy	0.500	рафъи стресс
erotic	joy	0.500	эротикӣ
inviting	joy	0.500	даъваткунанда
baby	joy	0.500	кӯдак
dignity	joy	0.500	шаъну шараф
satisfied	joy	0.500	каноатманд
visionary	joy	0.500	дурандеш
memorable	joy	0.500	хотирмон
veracity	joy	0.500	дурустӣ
healthy	joy	0.500	саломат
welcoming	joy	0.500	пазироӣ
diamond	joy	0.500	алмос
christ	joy	0.500	масеҳ
beach	joy	0.500	соҳил
accomplish	joy	0.500	ичро кардан
friends	joy	0.500	дустон
excel	joy	0.500	аъло
health	joy	0.493	саломатй
aura	joy	0.493	аура
yehey	joy	0.486	эй
approved	joy	0.486	тасдик карда шуд
oasis	joy	0.486	воҳа
liberty	joy	0.486	озодй
crowning	joy	0.485	тоҷгузорӣ
aspiration	joy	0.485	саъю кушиш
privileged	joy	0.485	имтиёздор
crescendo	joy	0.485	крессендо
rapture	joy	0.485	шавқ
liberate	joy	0.485	озод кардан
nocomplaints	joy	0.485	шикоят надоранд
prestige	joy	0.485	нуфуз
bounty	joy	0.485	неъмат
gentle	joy	0.485	мулоим
inseparable	joy	0.485	чудонашаванда
engaging	joy	0.485	ҷалбкунанда
loyal	joy	0.485	содик
betrothed	joy	0.485	никоҳ карда буд
transcendence	joy	0.484	транссендентӣ
selfworth	joy	0.484	худбаҳодиҳӣ
yummy	joy	0.484	болаззат
datenight	joy	0.484	шаби рӯз
destiny	joy	0.484	тақдир
heyday	joy	0.484	айём
aloha	joy	0.484	алайкум
desire	joy	0.484	хохиш
dream	joy	0.484	орзу
luck	joy	0.484	бахт
fete	joy	0.484	ид
trophy	joy	0.484	кубок
bouquet	joy	0.484	гулдаста
chocolate	joy	0.484	шоколад
creativity	joy	0.484	эчодкорй
boyfriend	joy	0.480	дӯстдухтар
commemoration	joy	0.479	ёдбуд
intelligence	joy	0.477	разведка
readiness	joy	0.473	омодагӣ
friend	joy	0.471	дуст
bride	joy	0.471	арӯс
enthusiast	joy	0.471	хаваскор
lush	joy	0.470	сероб
inheritance	joy	0.470	мерос
soothe	joy	0.470	ором кардан
tickle	joy	0.470	хичак кардан
kiddo	joy	0.470	бача
nostalgia	joy	0.470	ҳасрат
massage	joy	0.470	массаж
calming	joy	0.470	ором кардан
adventure	joy	0.470	саргузашт
pretty	joy	0.469	зебо
purring	joy	0.469	гиря
eternal	joy	0.469	абадӣ
humanitarian	joy	0.469	башардӯстона
nurture	joy	0.469	тарбия кардан
giving	joy	0.469	додан
rest	joy	0.469	истирохат
getaway	joy	0.469	азоб додан
goals	joy	0.469	максадхо
pray	joy	0.469	дуо кунед
bridegroom	joy	0.469	домод
heartily	joy	0.469	самимона
luster	joy	0.469	дурахшон
bonding	joy	0.469	пайвастан
princess	joy	0.469	малика
amicable	joy	0.469	дустона
benevolence	joy	0.469	хайрхохй
child	joy	0.466	кӯдак
salutary	joy	0.465	салом
invite	joy	0.457	даъват
beam	joy	0.456	нур
reminiscing	joy	0.456	хотиррасон кардан
befriend	joy	0.455	дуст доштан
aesthetics	joy	0.455	эстетика
friday	joy	0.455	ҷумъа
freshair	joy	0.455	тоза
ceremony	joy	0.455	маросим
kindred	joy	0.455	хешу табор
mindfulness	joy	0.455	хотирчамъй
sonice	joy	0.455	хеле хуб
elevation	joy	0.455	баландӣ
tropical	joy	0.455	тропикӣ
scholarship	joy	0.455	стипендия
hee	joy	0.455	эй
noworries	joy	0.453	бе нигаронӣ
allure	joy	0.453	љолиб
approve	joy	0.453	тасдик кардан
scenery	joy	0.453	манзара
waterfall	joy	0.453	шаршара
vindication	joy	0.453	сафедкунӣ
namaste	joy	0.453	намасте
commemorate	joy	0.453	ёд кардан
faith	joy	0.453	имон
birth	joy	0.453	таваллуд
forgiveness	joy	0.453	бахшидан
journey	joy	0.447	сафар
meditation	joy	0.446	медитация
relaxed	joy	0.442	осуда
