English Word	Emotion	Emotion-Intensity-Score	Polish Word
whim	joy	0.266	kaprys
artwork	joy	0.265	grafika
practiced	joy	0.264	doświadczony
clean	joy	0.260	czysty
running	joy	0.258	działanie
clarity	joy	0.258	przejrzystość
found	joy	0.258	znaleziony
fitting	joy	0.258	dopasowywanie
immerse	joy	0.258	zanurzać
exercise	joy	0.258	ćwiczenie
food	joy	0.258	jedzenie
autumn	joy	0.254	jesień
fit	joy	0.250	pasować
morning	joy	0.250	rano
contagious	joy	0.250	zaraźliwy
outdoors	joy	0.250	na dworze
hardy	joy	0.250	wytrzymały
candles	joy	0.250	świece
advocacy	joy	0.250	rzecznictwo
countryside	joy	0.250	wieś
demonstrative	joy	0.250	wskazujący
football	joy	0.250	piłka nożna
chirp	joy	0.250	ćwierkanie
chilled	joy	0.250	schłodzony
undying	joy	0.250	nieśmiertelny
visitor	joy	0.250	gość
clap	joy	0.250	klaskać
diary	joy	0.250	Dziennik
ardent	joy	0.250	żarliwy
expedient	joy	0.250	korzystny
mountain	joy	0.250	Góra
cradle	joy	0.247	kolebka
trance	joy	0.246	trans
intense	joy	0.242	intensywny
procession	joy	0.242	procesja
church	joy	0.242	kościół
pay	joy	0.242	płacić
supremacy	joy	0.242	zwierzchnictwo
preservative	joy	0.242	konserwant
grow	joy	0.242	rosnąć
breakfast	joy	0.242	śniadanie
consecration	joy	0.235	poświęcenie
salary	joy	0.234	pensja
lifetime	joy	0.234	dożywotni
incense	joy	0.234	kadzidło
ordination	joy	0.234	wyświęcenie
snowy	joy	0.234	śnieżny
art	joy	0.234	sztuka
nursery	joy	0.234	żłobek
skiing	joy	0.234	jazda na nartach
candle	joy	0.234	świeca
doll	joy	0.234	LALKA
vote	joy	0.234	głosować
humbled	joy	0.234	Upokorzony
lyre	joy	0.234	lira
pastry	joy	0.229	ciasto
remedy	joy	0.227	zaradzić
chilling	joy	0.227	mrożące krew w żyłach
firefly	joy	0.227	robaczek świętojański
rescue	joy	0.225	ratować
camping	joy	0.221	kemping
perspective	joy	0.221	perspektywiczny
orchestra	joy	0.221	orkiestra
orchard	joy	0.221	sad owocowy
breezy	joy	0.219	przewiewny
gardens	joy	0.219	ogród botaniczny
castle	joy	0.219	zamek
lamb	joy	0.219	owieczka
possess	joy	0.219	posiadać
bouttime	joy	0.212	czas wolny
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	muzyka country
teach	joy	0.212	uczyć
brisk	joy	0.212	energiczny
ribbon	joy	0.212	wstążka
raindrops	joy	0.212	krople deszczu
mucis	joy	0.212	mucis
repay	joy	0.212	odwdzięczyć się
listneing	joy	0.212	słuchanie
nap	joy	0.206	drzemka
legalized	joy	0.203	zalegalizowany
unexpected	joy	0.203	nieoczekiwany
vernal	joy	0.203	wiosenny
chant	joy	0.203	intonować
hire	joy	0.203	wynajmować
uncontrollable	joy	0.203	niepowstrzymany
stillness	joy	0.203	bezruch
lights	joy	0.203	światła
cove	joy	0.203	zatoczka
save	joy	0.200	ratować
pastor	joy	0.197	pastor
atone	joy	0.197	odpokutować
symmetry	joy	0.197	symetria
trees	joy	0.197	drzewa
oneday	joy	0.197	pewnego dnia
scripture	joy	0.196	pismo
mountains	joy	0.194	góry
craziness	joy	0.188	szaleństwo
tea	joy	0.188	herbata
walking	joy	0.188	pieszy
whiteness	joy	0.188	biel
sympathetic	joy	0.188	współczujący
forefathers	joy	0.188	przodkowie
pathway	joy	0.188	ścieżka
custom	joy	0.188	zwyczaj
quiet	joy	0.188	cichy
liquor	joy	0.188	trunek
soppy	joy	0.188	podmokły
patient	joy	0.186	pacjent
movingon	joy	0.182	iść dalej
score	joy	0.182	wynik
dollhouse	joy	0.182	domek dla lalek
bath	joy	0.182	kąpiel
supporter	joy	0.180	kibic
accompaniment	joy	0.179	akompaniament
pursuit	joy	0.176	pościg
outburst	joy	0.176	wybuch
frosty	joy	0.174	mroźny
luncheon	joy	0.172	obiad
service	joy	0.172	usługa
workout	joy	0.172	ćwiczyć
closure	joy	0.172	zamknięcie
wintery	joy	0.172	zimowy
civilized	joy	0.169	cywilizowany
wages	joy	0.169	wynagrodzenie
december	joy	0.167	grudzień
fain	joy	0.167	słaby
glide	joy	0.162	poślizg
acrobat	joy	0.162	akrobata
finally	joy	0.157	wreszcie
chai	joy	0.156	chai
obtainable	joy	0.156	osiągalny
elf	joy	0.156	elf
peppermint	joy	0.156	mięta pieprzowa
break	joy	0.156	przerwanie
reproductive	joy	0.156	rozrodczy
stroll	joy	0.156	przechadzka
organization	joy	0.156	organizacja
bathtub	joy	0.156	wanna
advent	joy	0.152	Adwent
measured	joy	0.152	wymierzony
balm	joy	0.152	balsam
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	śpiewka
oils	joy	0.141	obrazy olejne
tan	joy	0.141	dębnik
simple	joy	0.141	prosty
bubble	joy	0.141	bańka
beer	joy	0.141	piwo
green	joy	0.137	Zielony
makingdisciples	joy	0.136	czynienie uczniami
buss	joy	0.136	autobus
books	joy	0.136	książki
chow	joy	0.135	chow
pitter	joy	0.134	ćwierkać
flows	joy	0.130	płynie
silence	joy	0.127	cisza
bookstore	joy	0.125	Księgarnia
solitude	joy	0.125	samotność
roadster	joy	0.125	terenówka
circumstances	joy	0.125	okoliczności
wine	joy	0.125	wino
soak	joy	0.121	moczyć
priesthood	joy	0.121	kapłaństwo
japan	joy	0.121	Japonia
wilderness	joy	0.121	pustynia
critical	joy	0.116	krytyczny
neutral	joy	0.114	neutralny
hunting	joy	0.109	polowanie
sand	joy	0.109	piasek
opera	joy	0.109	opera
weight	joy	0.109	waga
wind	joy	0.109	wiatr
untie	joy	0.109	rozwiązać
labor	joy	0.106	praca
classical	joy	0.106	klasyczny
lake	joy	0.103	jezioro
affliction	joy	0.103	cierpienie
organ	joy	0.094	organ
dwelling	joy	0.094	mieszkanie
tree	joy	0.090	drzewo
pond	joy	0.089	oczko wodne
marrow	joy	0.078	szpik kostny
latte	joy	0.078	latte
sipping	joy	0.076	popijając
benign	joy	0.074	łagodny
majority	joy	0.073	większość
leaf	joy	0.065	liść
troubles	joy	0.062	kłopoty
basketball	joy	0.062	Koszykówka
explosions	joy	0.061	wybuchy
cream	joy	0.061	krem
shepherd	joy	0.058	pasterz
tuesday	joy	0.047	wtorek
turbulence	joy	0.045	turbulencja
calf	joy	0.040	łydka
hardship	joy	0.031	trudność
unhappiness	joy	0.016	nieszczęście
sixty	joy	0.016	sześćdziesiąt
mourning	sadness	0.969	żałoba
heartbreaking	sadness	0.969	bolesny
tragic	sadness	0.961	tragiczny
holocaust	sadness	0.953	całopalenie
suicidal	sadness	0.941	samobójczy
misery	sadness	0.938	nieszczęście
massacre	sadness	0.931	masakra
euthanasia	sadness	0.927	eutanazja
depression	sadness	0.925	depresja
grieving	sadness	0.922	żałoba
bereavement	sadness	0.922	żałoba
fatal	sadness	0.922	fatalny
bereaved	sadness	0.920	pogrążony w smutku
devastation	sadness	0.917	dewastacja
death	sadness	0.915	śmierć
devastated	sadness	0.912	zdewastowany
suicide	sadness	0.912	samobójstwo
catastrophe	sadness	0.911	katastrofa
horrifying	sadness	0.907	przerażające
died	sadness	0.906	zmarł
tragedy	sadness	0.906	tragedia
depressing	sadness	0.906	przygnębiający
anguish	sadness	0.902	boleść
agony	sadness	0.900	agonia
deadly	sadness	0.898	śmiertelnie
weeping	sadness	0.896	płacz
stillbirth	sadness	0.891	poronienie
deceased	sadness	0.891	zmarły
murderer	sadness	0.877	morderca
cancer	sadness	0.875	nowotwór
dying	sadness	0.875	umierający
rape	sadness	0.875	rzepak
devastating	sadness	0.875	niszczycielski
morbidity	sadness	0.864	zachorowalność
sadness	sadness	0.864	smutek
execution	sadness	0.859	wykonanie
traumatic	sadness	0.859	traumatyczny
perish	sadness	0.859	zginąć
grief	sadness	0.859	żałość
abandonment	sadness	0.859	porzucenie
atrocity	sadness	0.859	okrucieństwo
crucifixion	sadness	0.859	ukrzyżowanie
depressed	sadness	0.859	w depresji
cadaver	sadness	0.853	zwłoki
treachery	sadness	0.848	zdrada
betrayed	sadness	0.848	zdradzony
grieve	sadness	0.844	smucić
suffering	sadness	0.844	cierpienie
funeral	sadness	0.844	pogrzeb
destroyed	sadness	0.844	zniszczony
homicide	sadness	0.844	zabójstwo
hopelessness	sadness	0.844	beznadziejność
slaughtering	sadness	0.844	ubój
persecution	sadness	0.844	prześladowanie
murderous	sadness	0.844	morderczy
sorrow	sadness	0.844	smutek
miserable	sadness	0.844	nieszczęśliwy
sad	sadness	0.844	smutny
horrific	sadness	0.844	przerażający
unhappiness	sadness	0.839	nieszczęście
bloodshed	sadness	0.836	rozlew krwi
crippled	sadness	0.836	kaleka
carnage	sadness	0.833	rzeź
pained	sadness	0.833	bolesny
manslaughter	sadness	0.833	zabójstwo
unbearable	sadness	0.830	nie do zniesienia
stillborn	sadness	0.830	poroniony
morbid	sadness	0.828	chorobowy
annihilation	sadness	0.828	unicestwienie
helplessness	sadness	0.828	bezsilność
mourn	sadness	0.828	opłakiwać
murder	sadness	0.828	morderstwo
slavery	sadness	0.828	niewolnictwo
abandoned	sadness	0.828	opuszczony
horrors	sadness	0.828	horrory
mutilation	sadness	0.828	okaleczenie
annihilated	sadness	0.828	unicestwiony
casualty	sadness	0.828	wypadek
enslaved	sadness	0.828	zniewolony
sickness	sadness	0.828	choroba
torment	sadness	0.828	dręczyć
miscarriage	sadness	0.824	poronienie
starvation	sadness	0.819	głód
mournful	sadness	0.812	smutny
sadly	sadness	0.812	niestety
famine	sadness	0.812	głód
burial	sadness	0.812	pogrzeb
distraught	sadness	0.812	oszalały
failure	sadness	0.812	awaria
killing	sadness	0.812	zabicie
despair	sadness	0.812	rozpacz
cruelty	sadness	0.812	okrucieństwo
saddens	sadness	0.812	zasmuca
oppression	sadness	0.812	ucisk
heartache	sadness	0.812	ból serca
terrorism	sadness	0.812	terroryzm
disgrace	sadness	0.812	hańba
childloss	sadness	0.812	bezdzietna
bloody	sadness	0.806	krwawy
perishing	sadness	0.804	ginący
inhumanity	sadness	0.804	nieludzkość
malignancy	sadness	0.803	złośliwość
mortification	sadness	0.802	umartwienie
slave	sadness	0.797	niewolnik
lifeless	sadness	0.797	bez życia
sarcoma	sadness	0.797	mięsak
dreadfully	sadness	0.797	piekielnie
assassination	sadness	0.797	zamach
perished	sadness	0.797	zginął
kill	sadness	0.797	zabić
devastate	sadness	0.797	niszczyć
dreadful	sadness	0.797	straszny
mortuary	sadness	0.797	kostnica
leukemia	sadness	0.797	białaczka
lethal	sadness	0.797	śmiertelny
desolation	sadness	0.797	spustoszenie
gallows	sadness	0.797	szubienica
brokenheart	sadness	0.792	złamane serce
banishment	sadness	0.790	wygnanie
afflict	sadness	0.789	dotknąć
disheartened	sadness	0.788	zniechęcony
bury	sadness	0.781	pogrzebać
terrorize	sadness	0.781	terroryzować
crying	sadness	0.781	płacz
demoralized	sadness	0.781	zdemoralizowany
tumour	sadness	0.781	guz
heartbreak	sadness	0.781	złamanie serca
desecration	sadness	0.781	profanacja
die	sadness	0.773	umierać
lynch	sadness	0.773	zlinczować
sufferer	sadness	0.770	poszkodowany
fatality	sadness	0.766	śmiertelność
diseased	sadness	0.766	chory
doomed	sadness	0.766	stracony
fearful	sadness	0.766	straszliwy
destitute	sadness	0.766	w nędzy
abortion	sadness	0.766	poronienie
condolence	sadness	0.766	kondolencje
torture	sadness	0.766	torturować
dismemberment	sadness	0.766	amputacja
slayer	sadness	0.766	pogromca
loneliness	sadness	0.766	samotność
cemetery	sadness	0.766	cmentarz
moribund	sadness	0.758	konający
painfully	sadness	0.758	dokuczliwie
disaster	sadness	0.758	katastrofa
depress	sadness	0.755	deprymować
condemnation	sadness	0.754	potępienie
obliteration	sadness	0.750	obliteracja
damnation	sadness	0.750	potępienie
sorrowful	sadness	0.750	smutny
desperation	sadness	0.750	desperacja
cry	sadness	0.750	płakać
terrorist	sadness	0.750	terrorysta
painful	sadness	0.750	bolesny
abduction	sadness	0.750	uprowadzenie
incest	sadness	0.750	kazirodztwo
corpse	sadness	0.750	zwłoki
deplorable	sadness	0.750	opłakany
pandemic	sadness	0.750	pandemia
sickening	sadness	0.750	obrzydliwy
hemorrhage	sadness	0.750	krwotok
guilt	sadness	0.750	wina
depressive	sadness	0.750	depresyjny
doomsday	sadness	0.750	Dzień Sądu Ostatecznego
defeated	sadness	0.750	pokonany
victimized	sadness	0.750	represjonowany
regretful	sadness	0.750	skruszony
unhappy	sadness	0.750	nieszczęśliwy
unfairness	sadness	0.745	niesprawiedliwość
molestation	sadness	0.744	molestowanie
abysmal	sadness	0.742	bezdenny
exile	sadness	0.742	wygnanie
hellish	sadness	0.738	piekielny
exterminate	sadness	0.736	wyniszczać
destroying	sadness	0.734	niszcząc
miserably	sadness	0.734	marnie
disastrous	sadness	0.734	fatalny
battered	sadness	0.734	poobijany
morgue	sadness	0.734	kostnica
assassin	sadness	0.734	morderca
horrid	sadness	0.734	okropny
disgraced	sadness	0.734	zhańbiony
homeless	sadness	0.734	bezdomny
earthquake	sadness	0.734	trzęsienie ziemi
orphan	sadness	0.734	sierota
slaughter	sadness	0.734	ubój
warfare	sadness	0.734	działania wojenne
betrayal	sadness	0.734	zdrada
lonesome	sadness	0.734	samotny
listless	sadness	0.729	apatyczny
unfortunately	sadness	0.727	niestety
emptiness	sadness	0.727	pustka
grave	sadness	0.727	mogiła
alienated	sadness	0.727	wyobcowany
fraught	sadness	0.722	brzemienny
violently	sadness	0.719	gwałtownie
woe	sadness	0.719	Biada
heartless	sadness	0.719	bez serca
malicious	sadness	0.719	złośliwy
missing	sadness	0.719	zaginiony
paralysis	sadness	0.719	paraliż
horror	sadness	0.719	przerażenie
ashamed	sadness	0.719	zawstydzony
forsaken	sadness	0.719	opuszczony
emaciated	sadness	0.719	wychudzony
atrophy	sadness	0.719	zanik
danger	sadness	0.719	zagrożenie
pain	sadness	0.719	ból
cripple	sadness	0.719	kaleka
cried	sadness	0.719	płakał
disheartening	sadness	0.719	przygnębiające
leprosy	sadness	0.719	trąd
demise	sadness	0.717	zgon
disgruntled	sadness	0.712	niezadowolony
rejected	sadness	0.712	odrzucony
sickly	sadness	0.712	chorowity
violence	sadness	0.712	przemoc
torn	sadness	0.710	rozdarty
calamity	sadness	0.709	nieszczęście
grim	sadness	0.708	ponury
grievous	sadness	0.704	ciężki
deformed	sadness	0.703	zdeformowany
deformity	sadness	0.703	zniekształcenie
punishing	sadness	0.703	karanie
hearse	sadness	0.703	karawan
meltdown	sadness	0.703	topnienie
incurable	sadness	0.703	nieuleczalny
extinct	sadness	0.703	wyginąć
victim	sadness	0.703	ofiara
suffocating	sadness	0.703	duszący się
tearful	sadness	0.703	płaczliwy
obit	sadness	0.703	Obit
oppressor	sadness	0.703	prześladowca
slaughterhouse	sadness	0.703	rzeźnia
abandon	sadness	0.703	opuścić
crushed	sadness	0.703	zgnieciony
isolation	sadness	0.703	izolacja
decomposition	sadness	0.703	rozkład
inhuman	sadness	0.703	nieludzki
disfigured	sadness	0.703	oszpecony
buried	sadness	0.703	pochowany
strangle	sadness	0.703	udusić
isolate	sadness	0.703	izolować
humiliate	sadness	0.703	poniżyć
carcinoma	sadness	0.703	rak
hell	sadness	0.700	piekło
lifesucks	sadness	0.700	życie jest do kitu
ruinous	sadness	0.698	rujnujący
banish	sadness	0.697	wygnać
widow	sadness	0.697	wdowa
accursed	sadness	0.697	przeklęty
ruined	sadness	0.697	zrujnowany
vanished	sadness	0.695	zniknął
displaced	sadness	0.691	przesiedlony
poverty	sadness	0.690	ubóstwo
hopeless	sadness	0.688	beznadziejny
regretting	sadness	0.688	żałować
widower	sadness	0.688	wdowiec
stab	sadness	0.688	zasztyletować
deserted	sadness	0.688	opustoszały
insanity	sadness	0.688	niepoczytalność
teary	sadness	0.688	łzy
hurt	sadness	0.688	zraniony
terminal	sadness	0.688	terminal
shooting	sadness	0.688	strzelanie
banished	sadness	0.688	wygnany
hospice	sadness	0.688	hospicjum
depraved	sadness	0.688	zdeprawowany
nohope	sadness	0.688	bez nadziei
sob	sadness	0.688	szloch
imprisoned	sadness	0.688	uwięziony
travesty	sadness	0.688	parodia
loss	sadness	0.688	strata
hurtful	sadness	0.688	bolesny
dementia	sadness	0.688	demencja
pathetic	sadness	0.688	żałosne
neglected	sadness	0.688	zaniedbany
epidemic	sadness	0.688	epidemia
illness	sadness	0.688	choroba
foreveralone	sadness	0.688	na zawsze sam
infidelity	sadness	0.688	niewierność
dismissal	sadness	0.686	zwolnienie
alienation	sadness	0.685	alienacja
hardship	sadness	0.685	trudność
choke	sadness	0.682	dusić
kidnap	sadness	0.682	porwać kogoś
bleeding	sadness	0.673	krwawienie
punished	sadness	0.672	ukarany
malevolent	sadness	0.672	wrogi
gory	sadness	0.672	krwawy
wail	sadness	0.672	zawodzenie
despairing	sadness	0.672	zdesperowany
coffin	sadness	0.672	trumna
disparage	sadness	0.672	deprecjonować
missingyou	sadness	0.672	brakuje mi Ciebie
obituary	sadness	0.672	pośmiertny
deprivation	sadness	0.672	pozbawienie
abortive	sadness	0.672	nieudany
evil	sadness	0.672	zło
wretch	sadness	0.672	nieszczęśnik
imprisonment	sadness	0.672	uwięzienie
outcast	sadness	0.672	wyrzutek
belittle	sadness	0.672	bagatelizować
poison	sadness	0.672	zatruć
frightful	sadness	0.672	straszny
decomposed	sadness	0.672	rozłożony
wretched	sadness	0.672	nędzny
feelingdown	sadness	0.672	czuje się gorzej
disabled	sadness	0.672	wyłączone
woefully	sadness	0.672	przygnębiający
barren	sadness	0.670	jałowy
executioner	sadness	0.667	kat
poisoned	sadness	0.667	zatruty
disease	sadness	0.665	choroba
oppress	sadness	0.664	uciskać
disembodied	sadness	0.660	bezcielesny
steal	sadness	0.656	kraść
jail	sadness	0.656	więzienie
dreary	sadness	0.656	ponury
shitty	sadness	0.656	gówniany
ailing	sadness	0.656	schorowany
polio	sadness	0.656	paraliż dziecięcy
blighted	sadness	0.656	zatruty
hate	sadness	0.656	nienawidzić
demonic	sadness	0.656	demoniczny
weep	sadness	0.656	płakać
lamenting	sadness	0.656	lamentowanie
ruin	sadness	0.656	ruina
bleak	sadness	0.656	posępny
tear	sadness	0.656	łza
peril	sadness	0.656	niebezpieczeństwo
casket	sadness	0.656	kasetka
mangle	sadness	0.656	magiel
lonely	sadness	0.656	samotny
carcass	sadness	0.653	tusza
cowardice	sadness	0.652	tchórzostwo
regretted	sadness	0.652	żałowałem
beating	sadness	0.652	bicie
disability	sadness	0.648	inwalidztwo
affliction	sadness	0.645	cierpienie
infertility	sadness	0.641	bezpłodność
emergency	sadness	0.641	nagły wypadek
stricken	sadness	0.641	dotknięty
powerless	sadness	0.641	bezsilny
inequality	sadness	0.641	nierówność
poisonous	sadness	0.641	trujący
shroud	sadness	0.641	osłona
exorcism	sadness	0.641	egzorcyzm
woeful	sadness	0.641	fatalny
worry	sadness	0.641	martwić się
perilous	sadness	0.641	niebezpieczny
drown	sadness	0.641	utopić
failing	sadness	0.641	w braku
scourge	sadness	0.641	biczować
hatred	sadness	0.641	nienawiść
terribly	sadness	0.641	niemożliwie
awful	sadness	0.641	okropny
termination	sadness	0.641	zakończenie
sinful	sadness	0.641	grzeszny
incarceration	sadness	0.641	uwięzienie
psychosis	sadness	0.638	psychoza
lament	sadness	0.636	lament
demolish	sadness	0.636	zburzyć
dismay	sadness	0.636	przerażenie
disappointed	sadness	0.636	rozczarowany
burdensome	sadness	0.634	uciążliwy
mausoleum	sadness	0.630	mauzoleum
shattered	sadness	0.630	strzaskany
dishonor	sadness	0.625	hańba
forlorn	sadness	0.625	opuszczony
posthumous	sadness	0.625	pośmiertny
disappointing	sadness	0.625	niezadowalający
lost	sadness	0.625	Stracony
hurting	sadness	0.625	boli
oppressive	sadness	0.625	uciążliwy
regret	sadness	0.625	żal
terminate	sadness	0.625	zakończyć
duress	sadness	0.625	przymus
wound	sadness	0.625	rana
palsy	sadness	0.625	porażenie
cursed	sadness	0.625	przeklęty
schizophrenia	sadness	0.625	schizofrenia
insurmountable	sadness	0.625	nie do pokonania
deteriorate	sadness	0.625	pogarszać się
abuse	sadness	0.625	nadużywać
undesired	sadness	0.625	niepożądany
tyrant	sadness	0.625	tyran
gloom	sadness	0.625	mrok
bitterly	sadness	0.625	gorzko
impotence	sadness	0.625	impotencja
wrecked	sadness	0.625	rozbity
demolished	sadness	0.625	zburzony
soulless	sadness	0.623	bezduszny
divorce	sadness	0.623	rozwód
cremation	sadness	0.621	kremacja
worried	sadness	0.621	zmartwiony
bomb	sadness	0.621	bomba
plight	sadness	0.621	sytuacja
forsake	sadness	0.621	opuszczać
melancholy	sadness	0.621	melancholia
unforgiving	sadness	0.612	pamiętliwy
sepsis	sadness	0.611	posocznica
guilty	sadness	0.609	winny
debacle	sadness	0.609	spadek
ugliness	sadness	0.609	brzydota
degrading	sadness	0.609	poniżający
cruel	sadness	0.609	okrutny
faithless	sadness	0.609	niewierny
worthless	sadness	0.609	Bezwartościowy
shatter	sadness	0.609	roztrzaskać
excluded	sadness	0.609	wyłączony
injure	sadness	0.609	zranić
breakup	sadness	0.609	zerwać
disparaging	sadness	0.609	ubliżający
injured	sadness	0.609	ranny
shameful	sadness	0.609	haniebny
gore	sadness	0.609	przelew krwi
derogatory	sadness	0.609	uwłaczający
disappoint	sadness	0.609	zawieść
irreparable	sadness	0.609	nie do naprawienia
bankrupt	sadness	0.609	bankrut
fearfully	sadness	0.609	ze strachem
alcoholism	sadness	0.609	alkoholizm
shackle	sadness	0.609	jarzmo
languishing	sadness	0.609	słaby
sinner	sadness	0.609	grzesznik
dilapidated	sadness	0.609	zniszczony
dire	sadness	0.609	straszny
sacrifices	sadness	0.609	ofiary
crushing	sadness	0.609	miażdżący
subjugation	sadness	0.609	ujarzmienie
overwhelmed	sadness	0.609	przytłoczony
curse	sadness	0.608	przekleństwo
anthrax	sadness	0.600	wąglik
alone	sadness	0.600	sam
robbery	sadness	0.600	rozbój
angst	sadness	0.598	niepokój
bawl	sadness	0.594	wywrzaskiwać
deportation	sadness	0.594	deportacja
broken	sadness	0.594	złamany
obliterate	sadness	0.594	wymazać
petloss	sadness	0.594	petloss
condolences	sadness	0.594	kondolencje
downfall	sadness	0.594	upadek
prison	sadness	0.594	więzienie
chaos	sadness	0.594	chaos
abyss	sadness	0.594	przepaść
disappointment	sadness	0.594	rozczarowanie
helpless	sadness	0.594	bezradny
somber	sadness	0.594	ponury
crumbling	sadness	0.594	kruszenie
violation	sadness	0.594	naruszenie
poaching	sadness	0.594	kłusownictwo
nothingness	sadness	0.594	nicość
eviction	sadness	0.594	eksmisja
losing	sadness	0.594	przegrywający
shame	sadness	0.594	wstyd
vendetta	sadness	0.594	wendeta
crypt	sadness	0.594	krypta
