English Word	Emotion	Emotion-Intensity-Score	Latvian Word
nocomplaints	joy	0.485	nekādu sūdzību
prestige	joy	0.485	prestižs
bounty	joy	0.485	veltes
gentle	joy	0.485	maigs
inseparable	joy	0.485	nešķirami
engaging	joy	0.485	saistošs
loyal	joy	0.485	lojāls
betrothed	joy	0.485	saderināts
transcendence	joy	0.484	transcendence
selfworth	joy	0.484	pašvērtība
yummy	joy	0.484	Ņammīgs
datenight	joy	0.484	randiņu vakars
destiny	joy	0.484	liktenis
heyday	joy	0.484	ziedu laiki
aloha	joy	0.484	aloha
desire	joy	0.484	vēlme
dream	joy	0.484	sapnis
luck	joy	0.484	veiksme
fete	joy	0.484	svētki
trophy	joy	0.484	trofeju
bouquet	joy	0.484	pušķis
chocolate	joy	0.484	šokolāde
creativity	joy	0.484	radošums
boyfriend	joy	0.480	puisis
commemoration	joy	0.479	piemiņai
intelligence	joy	0.477	inteliģence
readiness	joy	0.473	gatavību
friend	joy	0.471	draugs
bride	joy	0.471	līgava
enthusiast	joy	0.471	entuziasts
lush	joy	0.470	sulīgs
inheritance	joy	0.470	mantojums
soothe	joy	0.470	nomierināt
tickle	joy	0.470	kutināt
kiddo	joy	0.470	mazulis
nostalgia	joy	0.470	nostalģija
massage	joy	0.470	masāža
calming	joy	0.470	nomierinoša
adventure	joy	0.470	piedzīvojums
pretty	joy	0.469	smuki
purring	joy	0.469	murrājot
eternal	joy	0.469	mūžīgs
humanitarian	joy	0.469	humanitārais
nurture	joy	0.469	audzināt
giving	joy	0.469	dodot
rest	joy	0.469	atpūta
getaway	joy	0.469	tikt prom
goals	joy	0.469	mērķi
pray	joy	0.469	lūgties
bridegroom	joy	0.469	līgavainis
heartily	joy	0.469	sirsnīgi
luster	joy	0.469	spīdums
bonding	joy	0.469	savienošana
princess	joy	0.469	princese
amicable	joy	0.469	draudzīgs
benevolence	joy	0.469	labvēlība
child	joy	0.466	bērns
salutary	joy	0.465	glābjošs
invite	joy	0.457	uzaicināt
beam	joy	0.456	staru kūlis
reminiscing	joy	0.456	atgādinot
befriend	joy	0.455	draudzēties
aesthetics	joy	0.455	estētika
friday	joy	0.455	piektdiena
freshair	joy	0.455	svaigs gaiss
ceremony	joy	0.455	ceremonija
kindred	joy	0.455	radniecīgs
mindfulness	joy	0.455	uzmanīgums
sonice	joy	0.455	tik jauki
elevation	joy	0.455	pacēlums
tropical	joy	0.455	tropisks
scholarship	joy	0.455	stipendija
hee	joy	0.455	hei
noworries	joy	0.453	neuztraucies
allure	joy	0.453	vilinājums
approve	joy	0.453	apstiprināt
scenery	joy	0.453	dekorācijas
waterfall	joy	0.453	ūdenskritums
vindication	joy	0.453	attaisnošana
namaste	joy	0.453	namaste
commemorate	joy	0.453	pieminēt
faith	joy	0.453	ticība
birth	joy	0.453	dzimšanas
forgiveness	joy	0.453	piedošana
journey	joy	0.447	ceļojums
meditation	joy	0.446	meditācija
relaxed	joy	0.442	atvieglinātas
present	joy	0.441	klāt
weekend	joy	0.441	nedēļas nogale
tender	joy	0.441	piedāvājums
tranquil	joy	0.441	mierīgs
lyrical	joy	0.439	lirisks
sharing	joy	0.439	dalīšanās
esteem	joy	0.439	cieņa
nostalgic	joy	0.439	nostaļģisks
prayer	joy	0.439	lūgšanu
righteousness	joy	0.439	taisnību
husband	joy	0.438	vīrs
relief	joy	0.438	atvieglojums
strength	joy	0.438	spēks
mighty	joy	0.438	varens
unbeaten	joy	0.438	nepārspēts
eager	joy	0.438	dedzīgs
share	joy	0.438	dalīties
newday	joy	0.438	jauna diena
sonnet	joy	0.438	sonets
meditate	joy	0.438	meditēt
life	joy	0.438	dzīvi
winterbreak	joy	0.429	ziemas pārtraukums
warm	joy	0.429	silts
movingforward	joy	0.429	virzīties uz priekšu
buddy	joy	0.427	draugs
oneness	joy	0.426	vienotība
unconstrained	joy	0.424	neierobežots
amen	joy	0.424	āmen
reverence	joy	0.424	godbijība
healthful	joy	0.424	veselīgs
thelittlethings	joy	0.424	sīkumiem
medal	joy	0.424	medaļa
unsurpassed	joy	0.424	nepārspējams
candlelight	joy	0.424	sveču gaisma
carols	joy	0.424	dziesmas
ejaculation	joy	0.424	ejakulācija
beginnings	joy	0.422	pirmsākumiem
sledding	joy	0.422	braukšana ar ragaviņām
graduation	joy	0.422	izlaidums
frisky	joy	0.422	jautrs
lml	joy	0.422	lml
ease	joy	0.422	vieglumu
symphony	joy	0.422	simfonija
wealth	joy	0.422	bagātība
helpful	joy	0.422	noderīga
musical	joy	0.422	muzikāls
glitter	joy	0.422	mirdzēt
calmness	joy	0.422	mierīgums
energy	joy	0.422	enerģiju
safe	joy	0.422	droši
nostress	joy	0.421	nostress
soundness	joy	0.421	saprātīgums
promise	joy	0.415	solījums
reunite	joy	0.414	atkal apvienoties
mother	joy	0.412	māte
salvation	joy	0.412	pestīšanu
poems	joy	0.412	dzejoļi
clown	joy	0.409	klauns
lavender	joy	0.409	lavandas
immaculate	joy	0.409	nevainojams
purify	joy	0.409	attīrīt
inauguration	joy	0.409	inaugurācija
aromatherapy	joy	0.409	aromterapija
lighten	joy	0.409	atvieglot
travel	joy	0.409	ceļot
cash	joy	0.406	skaidrā naudā
companion	joy	0.406	pavadonis
live	joy	0.406	tiešraide
opportune	joy	0.406	izdevīgi
completing	joy	0.406	pabeigšana
charity	joy	0.406	labdarība
heal	joy	0.406	dziedēt
star	joy	0.406	zvaigzne
wishing	joy	0.406	vēloties
flowers	joy	0.406	ziedi
income	joy	0.403	ienākumiem
soul	joy	0.401	dvēsele
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipācija
indescribable	joy	0.397	neaprakstāmi
progress	joy	0.397	progresu
equality	joy	0.394	vienlīdzība
childhood	joy	0.394	bērnība
together	joy	0.394	kopā
rhythmical	joy	0.394	ritmisks
fullness	joy	0.394	pilnība
calm	joy	0.394	mierīgs
hammock	joy	0.394	šūpuļtīkls
picnic	joy	0.394	pikniks
movies	joy	0.393	filmas
zealous	joy	0.393	dedzīgs
playground	joy	0.391	rotaļu laukums
affluence	joy	0.391	pārticība
warms	joy	0.391	sasilda
choir	joy	0.391	koris
littlethings	joy	0.391	mazas lietas
auspicious	joy	0.391	labvēlīgs
meaningful	joy	0.391	jēgpilnu
adventures	joy	0.391	piedzīvojumi
goofy	joy	0.391	dumjš
starry	joy	0.391	zvaigžņots
humanity	joy	0.391	cilvēce
gesture	joy	0.387	Žests
witty	joy	0.382	asprātīgs
vow	joy	0.382	zvērests
shopping	joy	0.382	iepirkšanās
vibes	joy	0.379	vibrācijas
worship	joy	0.379	pielūgsme
jump	joy	0.379	lēkt
communion	joy	0.379	kopība
reverend	joy	0.377	godātais
rising	joy	0.375	pieaug
advance	joy	0.375	iepriekš
beaches	joy	0.375	pludmales
sonorous	joy	0.375	skanīgs
courtship	joy	0.375	pieklājība
experience	joy	0.375	pieredze
reunion	joy	0.375	atkalapvienošanās
simplicity	joy	0.375	vienkāršība
full	joy	0.375	pilns
hymn	joy	0.375	himna
spirits	joy	0.375	stiprie alkoholiskie dzērieni
unforgettable	joy	0.375	neaizmirstams
mirth	joy	0.375	jautrība
youth	joy	0.375	jaunība
scenic	joy	0.375	ainaviski
unique	joy	0.375	unikāla
redeemed	joy	0.375	izpirkts
alliance	joy	0.368	alianse
baptismal	joy	0.368	kristības
grant	joy	0.366	dotācija
kitten	joy	0.364	kaķēns
sanctification	joy	0.364	svētdarīšanu
conciliation	joy	0.364	samierināšana
improves	joy	0.364	uzlabojas
pure	joy	0.364	tīrs
improve	joy	0.364	uzlabot
authentic	joy	0.364	autentisks
moonlight	joy	0.364	mēness gaisma
weightloss	joy	0.362	svara zudums
raspberries	joy	0.360	avenes
feeling	joy	0.359	sajūta
jest	joy	0.359	joks
independent	joy	0.359	neatkarīgs
sanctify	joy	0.359	svētīt
devotional	joy	0.359	garīgi
tinsel	joy	0.359	vizulis
proficiency	joy	0.359	prasme
listenting	joy	0.359	klausoties
fidelity	joy	0.359	uzticība
revival	joy	0.359	atdzīvināšana
giver	joy	0.353	devējs
cocoa	joy	0.353	kakao
deliverance	joy	0.348	atbrīvošana
melody	joy	0.348	melodija
unification	joy	0.348	apvienošana
romp	joy	0.348	muldēt
purpose	joy	0.348	mērķis
choral	joy	0.348	koris
exceed	joy	0.348	pārsniegt
dolphin	joy	0.348	delfīns
roaring	joy	0.348	rūkšana
favor	joy	0.348	labvēlību
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	juteklīgs
fruits	joy	0.344	augļiem
cookies	joy	0.344	cepumi
manicure	joy	0.344	manikīrs
nowork	joy	0.344	nav darba
date	joy	0.344	datums
newstart	joy	0.344	Jauns sākums
hedonism	joy	0.344	hedonisms
pledge	joy	0.344	ķīla
electric	joy	0.344	elektrisks
humble	joy	0.344	pazemīgs
roadtrip	joy	0.344	ceļojums ar mašīnu
thx	joy	0.344	Paldies
kiddos	joy	0.344	bērniņi
celebrity	joy	0.342	slavenība
bridesmaid	joy	0.338	līgavas māsa
rhythm	joy	0.338	ritms
spa	joy	0.333	spa
snowday	joy	0.333	sniega diena
familiarity	joy	0.333	iepazīšanās
coffee	joy	0.333	kafija
edification	joy	0.333	audzināšana
garden	joy	0.333	dārzs
renovation	joy	0.333	atjaunošana
dawn	joy	0.333	rītausma
connoisseur	joy	0.333	pazinējs
gazing	joy	0.333	skatoties
obliging	joy	0.333	uzliek par pienākumu
partner	joy	0.333	partneris
foodie	joy	0.331	gardēdis
synchronize	joy	0.329	sinhronizēt
tribulation	joy	0.328	bēdas
psalm	joy	0.328	psalms
pedicure	joy	0.328	pedikīrs
noregrets	joy	0.328	bez nožēlas
chirping	joy	0.328	čivināt
saint	joy	0.328	svētais
healing	joy	0.328	dziedināšana
carol	joy	0.328	carol
true	joy	0.328	patiess
hobby	joy	0.328	hobijs
amnesty	joy	0.328	amnestija
respite	joy	0.324	atelpa
recreational	joy	0.318	atpūtas
cousins	joy	0.318	brālēni
mellow	joy	0.318	maigs
restorative	joy	0.318	atjaunojošs
lazyday	joy	0.318	slinkums
classics	joy	0.318	klasika
reconciliation	joy	0.316	samierināšanās
woods	joy	0.312	meži
progression	joy	0.312	progresēšanu
muchneeded	joy	0.312	ļoti vajadzīgs
sterling	joy	0.312	sterliņu mārciņas
dove	joy	0.312	balodis
simplify	joy	0.312	vienkāršot
fitness	joy	0.312	fitness
sunset	joy	0.312	saulriets
wisdom	joy	0.312	gudrība
relight	joy	0.312	no jauna apgaismot
living	joy	0.312	dzīvošana
presto	joy	0.312	Presto
playhouse	joy	0.312	rotaļu namiņš
superman	joy	0.312	supermens
pony	joy	0.312	ponijs
recovery	joy	0.312	atveseļošanās
crafts	joy	0.312	amatniecība
lord	joy	0.312	kungs
deal	joy	0.312	darījums
improvement	joy	0.309	uzlabošanu
infant	joy	0.309	zīdainis
absolution	joy	0.306	absolūciju
honest	joy	0.303	godīgs
gently	joy	0.303	maigi
banquet	joy	0.303	bankets
established	joy	0.303	izveidota
endless	joy	0.303	bezgalīgs
decorating	joy	0.303	dekorēšana
providing	joy	0.300	nodrošinot
lounging	joy	0.297	laiskojoties
growth	joy	0.297	izaugsmi
strolling	joy	0.297	pastaigājoties
feat	joy	0.297	varoņdarbs
morals	joy	0.297	morāle
mine	joy	0.297	mans
spending	joy	0.297	tēriņiem
light	joy	0.297	gaisma
spiritual	joy	0.297	garīgais
quaint	joy	0.297	savāds
fraternal	joy	0.297	brālīgs
notable	joy	0.297	ievērojams
softly	joy	0.297	maigi
harvest	joy	0.297	ražu
yearning	joy	0.297	ilgas
breeze	joy	0.297	vēsma
joker	joy	0.297	džokeris
meditating	joy	0.297	meditējot
fervor	joy	0.295	degsme
quotes	joy	0.294	citāti
volunteer	joy	0.294	brīvprātīgais
gain	joy	0.288	iegūt
resources	joy	0.288	resursus
create	joy	0.288	izveidot
psalms	joy	0.288	psalmi
hippie	joy	0.288	hipijs
taoism	joy	0.288	taoisms
midwife	joy	0.288	vecmāte
receiving	joy	0.287	saņemšana
snowfall	joy	0.286	sniegputenis
ocean	joy	0.286	okeāns
lsd	joy	0.286	lsd
hiking	joy	0.283	pārgājieni
evergreen	joy	0.281	mūžzaļš
destination	joy	0.281	galamērķis
candid	joy	0.281	vaļsirdīgs
unwind	joy	0.281	atslābināties
truce	joy	0.281	pamiers
toast	joy	0.281	grauzdiņš
chill	joy	0.281	chill
infinity	joy	0.281	bezgalība
rested	joy	0.281	atpūtušies
buzzing	joy	0.281	buzzing
venerable	joy	0.279	godājams
balance	joy	0.275	līdzsvaru
retirement	joy	0.275	pensionēšanās
fireplace	joy	0.273	kamīns
buddha	joy	0.273	buda
devout	joy	0.273	dievbijīgs
drinks	joy	0.273	dzērieni
rapt	joy	0.273	aizrautīgs
swim	joy	0.273	peldēt
compensate	joy	0.273	kompensēt
snowing	joy	0.271	snieg
sublimation	joy	0.270	sublimācija
fruity	joy	0.268	augļains
sunday	joy	0.266	svētdiena
sketching	joy	0.266	skicēšana
paragon	joy	0.266	paragons
humility	joy	0.266	pazemība
ministry	joy	0.266	ministrija
waves	joy	0.266	viļņi
cathedral	joy	0.266	katedrāle
sun	joy	0.266	saule
yoga	joy	0.266	joga
fortitude	joy	0.266	stingrība
salute	joy	0.266	sveiciens
buddhism	joy	0.266	budisms
whim	joy	0.266	kaprīze
artwork	joy	0.265	mākslas darbs
practiced	joy	0.264	praktizēta
clean	joy	0.260	tīrs
running	joy	0.258	skrienot
clarity	joy	0.258	skaidrība
found	joy	0.258	atrasts
fitting	joy	0.258	montāža
immerse	joy	0.258	iegremdēt
exercise	joy	0.258	vingrinājums
food	joy	0.258	ēdiens
autumn	joy	0.254	rudens
fit	joy	0.250	der
morning	joy	0.250	rīts
contagious	joy	0.250	infekciozs
outdoors	joy	0.250	ārā
hardy	joy	0.250	izturīgs
candles	joy	0.250	sveces
advocacy	joy	0.250	aizstāvība
countryside	joy	0.250	lauki
demonstrative	joy	0.250	demonstratīvs
football	joy	0.250	futbols
chirp	joy	0.250	čivināt
chilled	joy	0.250	atdzesēts
undying	joy	0.250	nemirstīgs
visitor	joy	0.250	apmeklētājs
clap	joy	0.250	aplaudēt
diary	joy	0.250	dienasgrāmata
ardent	joy	0.250	dedzīgs
expedient	joy	0.250	lietderīgi
mountain	joy	0.250	kalns
cradle	joy	0.247	šūpulis
trance	joy	0.246	transs
intense	joy	0.242	intensīva
procession	joy	0.242	gājiens
church	joy	0.242	baznīca
pay	joy	0.242	maksāt
supremacy	joy	0.242	pārākums
preservative	joy	0.242	konservants
grow	joy	0.242	augt
breakfast	joy	0.242	brokastis
consecration	joy	0.235	iesvētīšana
salary	joy	0.234	algu
lifetime	joy	0.234	mūžs
incense	joy	0.234	vīraks
ordination	joy	0.234	ordinācija
snowy	joy	0.234	sniegots
art	joy	0.234	art
nursery	joy	0.234	bērnistaba
skiing	joy	0.234	slēpošana
candle	joy	0.234	svece
doll	joy	0.234	lelle
vote	joy	0.234	balsot
humbled	joy	0.234	pazemots
lyre	joy	0.234	lira
pastry	joy	0.229	konditorejas izstrādājumi
remedy	joy	0.227	līdzeklis
chilling	joy	0.227	atdzesēšana
firefly	joy	0.227	jāņtārpiņš
rescue	joy	0.225	glābšana
camping	joy	0.221	kempings
perspective	joy	0.221	perspektīva
orchestra	joy	0.221	orķestris
orchard	joy	0.221	augļu dārzs
breezy	joy	0.219	vējains
gardens	joy	0.219	dārzi
castle	joy	0.219	pils
lamb	joy	0.219	jērs
possess	joy	0.219	piederēt
bouttime	joy	0.212	pārtraukšanas laiks
pho	joy	0.212	tālr
reggae	joy	0.212	regejs
countrymusic	joy	0.212	kantrī mūzika
teach	joy	0.212	mācīt
brisk	joy	0.212	ņiprs
ribbon	joy	0.212	lente
raindrops	joy	0.212	lietus lāses
mucis	joy	0.212	mucis
repay	joy	0.212	atmaksāt
listneing	joy	0.212	klausīšanās
nap	joy	0.206	snauda
legalized	joy	0.203	legalizēts
unexpected	joy	0.203	negaidīti
vernal	joy	0.203	pavasaris
chant	joy	0.203	piedziedājums
hire	joy	0.203	nolīgt
uncontrollable	joy	0.203	nekontrolējams
stillness	joy	0.203	klusums
lights	joy	0.203	gaismas
cove	joy	0.203	līcis
save	joy	0.200	saglabāt
pastor	joy	0.197	mācītājs
atone	joy	0.197	izpirkt
symmetry	joy	0.197	simetrija
trees	joy	0.197	koki
oneday	joy	0.197	viena diena
scripture	joy	0.196	svētais raksts
mountains	joy	0.194	kalni
craziness	joy	0.188	trakums
tea	joy	0.188	tēja
walking	joy	0.188	staigāšana
whiteness	joy	0.188	baltums
sympathetic	joy	0.188	simpātisks
forefathers	joy	0.188	priekšteči
pathway	joy	0.188	ceļš
custom	joy	0.188	pasūtījuma
quiet	joy	0.188	kluss
liquor	joy	0.188	dzēriens
soppy	joy	0.188	drūms
patient	joy	0.186	pacients
movingon	joy	0.182	pārvietojas
score	joy	0.182	rezultāts
dollhouse	joy	0.182	leļļu namiņš
bath	joy	0.182	vanna
supporter	joy	0.180	atbalstītājs
accompaniment	joy	0.179	pavadījumā
pursuit	joy	0.176	vajāšana
outburst	joy	0.176	uzliesmojums
frosty	joy	0.174	sals
luncheon	joy	0.172	pusdienas
service	joy	0.172	apkalpošana
workout	joy	0.172	treniņš
closure	joy	0.172	slēgšana
wintery	joy	0.172	ziemīgs
civilized	joy	0.169	civilizēts
wages	joy	0.169	algas
december	joy	0.167	decembris
fain	joy	0.167	fain
glide	joy	0.162	slīdēt
acrobat	joy	0.162	akrobāts
finally	joy	0.157	beidzot
chai	joy	0.156	chai
obtainable	joy	0.156	iegūstams
elf	joy	0.156	elfs
peppermint	joy	0.156	piparmētra
break	joy	0.156	pārtraukums
reproductive	joy	0.156	reproduktīvs
stroll	joy	0.156	pastaiga
organization	joy	0.156	organizācija
bathtub	joy	0.156	vanna
advent	joy	0.152	advente
measured	joy	0.152	izmērīts
balm	joy	0.152	balzams
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniels
ditty	joy	0.141	ditty
oils	joy	0.141	eļļas
tan	joy	0.141	iedegums
simple	joy	0.141	vienkārši
bubble	joy	0.141	burbulis
beer	joy	0.141	alus
green	joy	0.137	zaļš
makingdisciples	joy	0.136	padarot mācekļus
buss	joy	0.136	autobuss
books	joy	0.136	grāmatas
chow	joy	0.135	čau
pitter	joy	0.134	metējs
flows	joy	0.130	plūsmas
silence	joy	0.127	klusums
bookstore	joy	0.125	grāmatnīca
solitude	joy	0.125	vientulība
roadster	joy	0.125	rodsters
circumstances	joy	0.125	apstākļiem
wine	joy	0.125	vīns
soak	joy	0.121	mērcēt
priesthood	joy	0.121	priesterība
japan	joy	0.121	Japāna
wilderness	joy	0.121	tuksnesī
critical	joy	0.116	kritisks
neutral	joy	0.114	neitrāla
hunting	joy	0.109	medības
sand	joy	0.109	smiltis
opera	joy	0.109	opera
weight	joy	0.109	svars
wind	joy	0.109	vējš
untie	joy	0.109	atraisīt
labor	joy	0.106	darbs
classical	joy	0.106	klasiskais
lake	joy	0.103	ezers
affliction	joy	0.103	ciešanas
organ	joy	0.094	orgāns
dwelling	joy	0.094	mājoklis
tree	joy	0.090	koks
pond	joy	0.089	dīķis
marrow	joy	0.078	smadzenes
latte	joy	0.078	latte
sipping	joy	0.076	malkojot
benign	joy	0.074	labdabīgs
majority	joy	0.073	vairums
leaf	joy	0.065	lapu
troubles	joy	0.062	nepatikšanām
basketball	joy	0.062	basketbols
explosions	joy	0.061	sprādzieni
cream	joy	0.061	krēms
shepherd	joy	0.058	gans
tuesday	joy	0.047	otrdiena
turbulence	joy	0.045	turbulence
calf	joy	0.040	teļš
hardship	joy	0.031	grūtības
unhappiness	joy	0.016	nelaime
sixty	joy	0.016	sešdesmit
mourning	sadness	0.969	sēras
heartbreaking	sadness	0.969	sirdi plosoši
tragic	sadness	0.961	traģiski
holocaust	sadness	0.953	holokausts
suicidal	sadness	0.941	pašnāvniecisks
misery	sadness	0.938	posts
massacre	sadness	0.931	slaktiņš
euthanasia	sadness	0.927	eitanāzija
depression	sadness	0.925	depresija
grieving	sadness	0.922	sērojot
bereavement	sadness	0.922	sēru
fatal	sadness	0.922	nāvējošs
bereaved	sadness	0.920	apbēdinātais
devastation	sadness	0.917	postījumi
death	sadness	0.915	nāvi
devastated	sadness	0.912	izpostīta
suicide	sadness	0.912	pašnāvība
catastrophe	sadness	0.911	katastrofa
horrifying	sadness	0.907	šausminoši
died	sadness	0.906	nomira
tragedy	sadness	0.906	traģēdija
depressing	sadness	0.906	nomācoši
anguish	sadness	0.902	mokas
agony	sadness	0.900	agonija
deadly	sadness	0.898	nāvējošs
weeping	sadness	0.896	raudāšana
stillbirth	sadness	0.891	nedzīvi piedzimis
deceased	sadness	0.891	miris
murderer	sadness	0.877	slepkava
cancer	sadness	0.875	vēzis
dying	sadness	0.875	mirst
rape	sadness	0.875	izvarošanu
devastating	sadness	0.875	postoši
morbidity	sadness	0.864	saslimstība
sadness	sadness	0.864	skumjas
execution	sadness	0.859	izpildi
traumatic	sadness	0.859	traumatisks
perish	sadness	0.859	iet bojā
grief	sadness	0.859	skumjas
abandonment	sadness	0.859	pamešana
atrocity	sadness	0.859	zvērība
crucifixion	sadness	0.859	krustā sišana
depressed	sadness	0.859	nomākts
cadaver	sadness	0.853	līķis
treachery	sadness	0.848	nodevība
betrayed	sadness	0.848	nodots
grieve	sadness	0.844	skumt
suffering	sadness	0.844	ciešanas
funeral	sadness	0.844	bēres
destroyed	sadness	0.844	iznīcināts
homicide	sadness	0.844	slepkavība
hopelessness	sadness	0.844	bezcerība
slaughtering	sadness	0.844	kaušana
persecution	sadness	0.844	vajāšanu
murderous	sadness	0.844	slepkavniecisks
sorrow	sadness	0.844	bēdas
miserable	sadness	0.844	nožēlojams
sad	sadness	0.844	skumji
horrific	sadness	0.844	šausminoši
unhappiness	sadness	0.839	nelaime
bloodshed	sadness	0.836	asinsizliešana
crippled	sadness	0.836	kropls
carnage	sadness	0.833	asinspirts
pained	sadness	0.833	sāpēja
manslaughter	sadness	0.833	slepkavība
unbearable	sadness	0.830	nepanesams
stillborn	sadness	0.830	nedzīvi dzimis
morbid	sadness	0.828	slimīgi
annihilation	sadness	0.828	iznīcināšana
helplessness	sadness	0.828	bezpalīdzība
mourn	sadness	0.828	sērot
murder	sadness	0.828	slepkavība
slavery	sadness	0.828	verdzība
abandoned	sadness	0.828	pamesti
horrors	sadness	0.828	šausmas
mutilation	sadness	0.828	sakropļošana
annihilated	sadness	0.828	iznīcināts
casualty	sadness	0.828	kritušais
enslaved	sadness	0.828	paverdzināts
sickness	sadness	0.828	slimība
torment	sadness	0.828	mocīties
miscarriage	sadness	0.824	spontāns aborts
starvation	sadness	0.819	bads
mournful	sadness	0.812	sērīgs
sadly	sadness	0.812	skumji
famine	sadness	0.812	bads
burial	sadness	0.812	apbedīšana
distraught	sadness	0.812	satraukts
failure	sadness	0.812	neveiksme
killing	sadness	0.812	nogalināšanu
despair	sadness	0.812	izmisums
cruelty	sadness	0.812	cietsirdība
saddens	sadness	0.812	skumdina
oppression	sadness	0.812	apspiešanu
heartache	sadness	0.812	sirdssāpes
terrorism	sadness	0.812	terorisms
disgrace	sadness	0.812	negods
childloss	sadness	0.812	bērnu zaudējums
bloody	sadness	0.806	asiņaina
perishing	sadness	0.804	iet bojā
inhumanity	sadness	0.804	necilvēcība
malignancy	sadness	0.803	ļaundabīgs audzējs
mortification	sadness	0.802	mortifikāciju
slave	sadness	0.797	vergs
lifeless	sadness	0.797	nedzīvs
sarcoma	sadness	0.797	sarkoma
dreadfully	sadness	0.797	drausmīgi
assassination	sadness	0.797	slepkavība
perished	sadness	0.797	gāja bojā
kill	sadness	0.797	nogalināt
devastate	sadness	0.797	izpostīt
dreadful	sadness	0.797	drausmīgi
mortuary	sadness	0.797	morgs
leukemia	sadness	0.797	leikēmija
lethal	sadness	0.797	nāvējošs
desolation	sadness	0.797	pamestība
gallows	sadness	0.797	karātavas
brokenheart	sadness	0.792	salauzta sirds
banishment	sadness	0.790	izraidīšana
afflict	sadness	0.789	nomocīt
