English Word	Emotion	Emotion-Intensity-Score	Estonian Word
gooood	joy	0.703	tore
sweetest	joy	0.703	magusaim
yaay	joy	0.700	jaaaa
entertained	joy	0.700	meelelahutust
excite	joy	0.697	erutada
newbeginnings	joy	0.693	uued algused
praisejesus	joy	0.691	kiitus jeesus
birthday	joy	0.691	sünnipäev
greatfriends	joy	0.688	head sõbrad
adoration	joy	0.688	jumaldamine
godsend	joy	0.688	jumala õnn
favorite	joy	0.688	lemmik
content	joy	0.688	sisu
entertaining	joy	0.688	meelelahutuslik
honored	joy	0.688	austatud
metime	joy	0.688	aeg
exquisite	joy	0.688	peen
holidayseason	joy	0.688	puhkuste hooaeg
thankyoujesus	joy	0.688	aitäh jeesus
angelic	joy	0.688	ingellik
goodhealth	joy	0.682	hea tervis
majestic	joy	0.682	majesteetlik
luscious	joy	0.682	imal
memoriesiwontforget	joy	0.682	mälestused ei unune
bestfriends	joy	0.682	parimad sõbrad
precious	joy	0.682	kallis
appreciated	joy	0.682	hinnatud
exaltation	joy	0.682	ülendamine
smiled	joy	0.682	naeratas
brightens	joy	0.682	helendab
tranquility	joy	0.679	rahu
marry	joy	0.676	abielluda
embrace	joy	0.676	embama
positively	joy	0.676	positiivselt
grin	joy	0.672	muigama
hug	joy	0.672	kallistama
hilarious	joy	0.672	naljakas
dearest	joy	0.672	kallim
contentment	joy	0.672	rahulolu
accomplished	joy	0.672	saavutatud
relaxation	joy	0.672	lõõgastus
bday	joy	0.672	bpäev
enliven	joy	0.672	elavdada
weeeee	joy	0.672	weeeee
giggles	joy	0.672	itsitab
fulfilled	joy	0.667	täidetud
bountiful	joy	0.667	külluslik
victor	joy	0.667	võitja
adore	joy	0.667	jumaldan
boisterous	joy	0.667	kärarikas
fulfill	joy	0.664	täita
cuddles	joy	0.662	kaisutab
prosperous	joy	0.660	jõukas
appreciation	joy	0.656	tunnustust
serenity	joy	0.656	rahulikkus
happynewyear	joy	0.656	head uut aastat
humor	joy	0.656	huumor
satisfy	joy	0.656	rahuldada
besties	joy	0.656	parimad
encouraged	joy	0.656	julgustada
captivate	joy	0.656	köitma
christmaseve	joy	0.656	jõuluõhtu
glow	joy	0.656	sära
romanticism	joy	0.656	romantism
innerpeace	joy	0.656	sisemine rahu
pleasant	joy	0.656	meeldiv
praises	joy	0.652	kiidab
abundance	joy	0.652	küllus
fortunes	joy	0.652	varandusi
engaged	joy	0.652	kihlatud
praised	joy	0.652	kiitis
relaxing	joy	0.652	lõõgastav
treasure	joy	0.652	varandus
satisfaction	joy	0.652	rahulolu
nothingbetter	joy	0.647	ei midagi paremat
affection	joy	0.647	kiindumust
relieved	joy	0.647	kergendust tundev
complement	joy	0.647	täiendada
carnival	joy	0.643	karneval
priceless	joy	0.641	hindamatu
uplifting	joy	0.641	meeliülendav
sensuality	joy	0.641	sensuaalsus
saintly	joy	0.641	pühalik
champion	joy	0.641	meister
thanksgiving	joy	0.641	tänupüha
harmoniously	joy	0.641	harmooniliselt
wedding	joy	0.641	pulmad
achieve	joy	0.641	saavutada
divine	joy	0.641	jumalik
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	mesinädalad
exalt	joy	0.636	ülendada
twinkle	joy	0.636	särama
comforting	joy	0.636	lohutav
felicity	joy	0.636	õnne
peaceful	joy	0.636	rahumeelne
climax	joy	0.636	haripunkt
winner	joy	0.636	võitja
reverie	joy	0.636	unistus
yayy	joy	0.636	jaaaa
cuddle	joy	0.636	kallistama
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	tähevaatlus
festival	joy	0.625	festival
sweet	joy	0.625	magus
generosity	joy	0.625	suuremeelsus
brighter	joy	0.625	heledam
praisegod	joy	0.625	tänu Jumalale
gorgeous	joy	0.625	uhke
hearts	joy	0.625	südamed
amusing	joy	0.625	lõbus
fondness	joy	0.625	kiindumus
snuggling	joy	0.625	muheldes
reward	joy	0.625	auhind
sex	joy	0.622	seks
kind	joy	0.621	lahke
genial	joy	0.621	geniaalne
parade	joy	0.621	paraad
applause	joy	0.621	aplaus
beauty	joy	0.621	ilu
fulfilling	joy	0.618	täites
aspiring	joy	0.618	püüdlev
newlife	joy	0.618	uus elu
godbless	joy	0.616	Jumal õnnistagu
virtuous	joy	0.613	vooruslik
kiss	joy	0.610	suudlema
christmas	joy	0.609	jõulud
rainbows	joy	0.609	vikerkaared
elegance	joy	0.609	elegants
generous	joy	0.609	helde
super	joy	0.609	Super
playful	joy	0.609	mänguline
enlightenment	joy	0.609	valgustus
praiseworthy	joy	0.609	kiiduväärt
awards	joy	0.609	auhinnad
adorable	joy	0.609	jumalik
rekindle	joy	0.609	uuesti süttima
winnings	joy	0.609	võidud
independence	joy	0.607	iseseisvus
amour	joy	0.607	armastus
kindness	joy	0.606	headus
surprises	joy	0.606	üllatusi
heheh	joy	0.606	heheh
hilarity	joy	0.606	lustlikkus
wonder	joy	0.606	imestama
freely	joy	0.606	vabalt
successful	joy	0.606	edukas
inspired	joy	0.606	inspireeritud
onelove	joy	0.606	üks armastus
whimsical	joy	0.603	kapriisne
entertainment	joy	0.603	meelelahutus
passion	joy	0.603	kirg
stressfree	joy	0.601	stressivaba
beautify	joy	0.601	kaunistama
sunrise	joy	0.600	päikesetõus
godisgood	joy	0.597	Jumal on hea
goodmusic	joy	0.594	hea muusika
revere	joy	0.594	austama
whoo	joy	0.594	oho
fanfare	joy	0.594	fanfaar
inspire	joy	0.594	inspireerima
angel	joy	0.594	ingel
thankgod	joy	0.594	Jumal tänatud
goodies	joy	0.594	maiuspalad
jesus	joy	0.594	jeesus
accomplishment	joy	0.594	saavutus
snuggled	joy	0.594	käperdas
peacefully	joy	0.594	rahumeelselt
flirt	joy	0.594	flirt
friendship	joy	0.591	sõprus
singing	joy	0.591	laulmine
heroic	joy	0.591	kangelaslik
exalted	joy	0.591	ülendatud
fortune	joy	0.591	varandus
highest	joy	0.591	kõrgeim
summer	joy	0.591	suvi
contented	joy	0.588	rahulolev
rollicking	joy	0.588	veeremine
overflowing	joy	0.588	ülevoolav
woot	joy	0.588	woot
accolade	joy	0.586	tunnustus
hope	joy	0.586	lootust
cozy	joy	0.583	hubane
delicious	joy	0.579	maitsev
raving	joy	0.578	raevutsev
thelife	joy	0.578	elu
darling	joy	0.578	kallis
sensuous	joy	0.578	sensuaalne
picturesque	joy	0.578	maaliline
friendly	joy	0.578	sõbralik
everlasting	joy	0.578	igavene
praise	joy	0.578	kiitust
ambition	joy	0.578	ambitsioon
sparkle	joy	0.577	särama
sensual	joy	0.576	sensuaalne
peace	joy	0.576	rahu
flattering	joy	0.576	meelitav
grace	joy	0.576	armu
luckygirl	joy	0.576	õnnelik tüdruk
heroism	joy	0.576	kangelaslikkus
succeeding	joy	0.576	õnnestub
yeahhh	joy	0.576	jahhh
special	joy	0.574	eriline
livelife	joy	0.574	ela elu
tantalizing	joy	0.572	ahvatlev
pumped	joy	0.567	pumbatud
yey	joy	0.562	jah
surprise	joy	0.562	üllatus
sunny	joy	0.562	päikeseline
prevail	joy	0.562	valitsevad
revels	joy	0.562	naudib
humorous	joy	0.562	humoorikas
sweets	joy	0.562	maiustusi
liking	joy	0.562	meeldimine
admirable	joy	0.562	imetlusväärne
superstar	joy	0.562	superstaar
relax	joy	0.562	lõõgastuda
prosper	joy	0.562	õitseda
hero	joy	0.562	kangelane
hugs	joy	0.562	kallistused
worthwhile	joy	0.562	väärt
newyear	joy	0.561	uus aasta
tenderness	joy	0.561	hellus
bless	joy	0.561	õnnistama
favorable	joy	0.561	soodne
freedom	joy	0.561	vabadust
masterpiece	joy	0.561	meistriteos
dreams	joy	0.559	unistused
hopeful	joy	0.559	lootusrikas
home	joy	0.559	Kodu
cruising	joy	0.556	ristlemine
gracias	joy	0.554	gracias
faithfulness	joy	0.553	ustavus
eagerness	joy	0.552	innukus
closeness	joy	0.552	lähedus
sunshine	joy	0.551	päikesepaiste
comfy	joy	0.551	mugav
vacation	joy	0.547	puhkust
celestial	joy	0.547	taevalik
good	joy	0.547	hea
elite	joy	0.547	eliit
illuminate	joy	0.547	valgustama
confidence	joy	0.547	enesekindlus
mistletoe	joy	0.547	puuvõõrik
daughter	joy	0.547	tütar
lifted	joy	0.547	tõstetud
goodmorning	joy	0.547	Tere hommikust
zeal	joy	0.547	innukus
gifts	joy	0.547	kingitused
gift	joy	0.547	kingitus
astonishment	joy	0.547	hämmastus
heart	joy	0.547	süda
completion	joy	0.547	lõpetamine
bonus	joy	0.547	boonus
charmed	joy	0.546	võlutud
dance	joy	0.545	tantsida
sublime	joy	0.545	ülev
recreation	joy	0.545	vaba aja veetmine
encouragement	joy	0.545	julgustust
god	joy	0.545	jumal
gush	joy	0.545	purskama
freshstart	joy	0.544	värske algus
free	joy	0.544	tasuta
savior	joy	0.543	päästja
sanctuary	joy	0.541	pühakoda
grandchildren	joy	0.540	lapselapsed
wellness	joy	0.537	heaolu
revel	joy	0.534	lõbutsema
music	joy	0.531	muusika
fab	joy	0.531	fab
bridal	joy	0.531	pruut
soar	joy	0.531	hõljuda
alive	joy	0.531	elus
money	joy	0.531	raha
soothing	joy	0.531	rahustav
serene	joy	0.531	rahulik
holiness	joy	0.531	pühadus
inspirational	joy	0.531	inspireeriv
matrimony	joy	0.531	abielu
dayoff	joy	0.531	vaba päev
savor	joy	0.531	maitsta
vitality	joy	0.531	elujõudu
confident	joy	0.531	enesekindel
firstborn	joy	0.531	esmasündinu
rainbow	joy	0.531	vikerkaar
liberation	joy	0.531	vabanemine
elegant	joy	0.530	elegantne
mastery	joy	0.530	meisterlikkust
glimmer	joy	0.530	särama
illumination	joy	0.530	valgustus
blossom	joy	0.530	õitsema
warmth	joy	0.530	soojust
welcomed	joy	0.530	teretulnud
treat	joy	0.529	ravida
faithful	joy	0.529	ustav
snuggles	joy	0.522	muheleb
laurels	joy	0.521	loorberid
commendable	joy	0.519	kiiduväärt
succeed	joy	0.516	õnnestub
jingle	joy	0.516	kõlisema
zest	joy	0.516	särtsu
noschool	joy	0.516	pole kooli
brotherly	joy	0.516	vennalik
silly	joy	0.516	rumal
abundant	joy	0.516	rohke
fancy	joy	0.516	peen
resplendent	joy	0.516	särav
strengthening	joy	0.516	tugevdamine
presents	joy	0.516	esitleb
pride	joy	0.516	uhkus
almighty	joy	0.516	kõikvõimas
powerful	joy	0.516	võimas
aspire	joy	0.516	püüdlema
remarkable	joy	0.516	tähelepanuväärne
greeted	joy	0.516	tervitasid
thanking	joy	0.515	tänades
cutie	joy	0.515	nunnu
kudos	joy	0.515	kiitus
therapeutic	joy	0.515	terapeutiline
zen	joy	0.515	zen
coronation	joy	0.515	kroonimine
complete	joy	0.515	täielik
shining	joy	0.515	särav
spirit	joy	0.515	vaim
princely	joy	0.515	vürstilik
vivid	joy	0.515	elav
comfort	joy	0.515	mugavus
leisure	joy	0.515	vaba aeg
reunited	joy	0.515	taasühinenud
kid	joy	0.515	poiss
newme	joy	0.515	uusmees
payday	joy	0.515	palgapäev
animated	joy	0.515	animeeritud
familytime	joy	0.515	pereaeg
relationship	joy	0.514	suhe
godly	joy	0.514	jumalakartlik
marriage	joy	0.514	abielu
daymade	joy	0.514	päevatehtud
spouse	joy	0.507	abikaasa
intimately	joy	0.507	intiimselt
respect	joy	0.500	lugupidamine
bloom	joy	0.500	õitsema
purr	joy	0.500	nurru
carefree	joy	0.500	muretu
nature	joy	0.500	loodus
encourage	joy	0.500	julgustada
soulful	joy	0.500	hingestatud
refreshed	joy	0.500	värskendatud
family	joy	0.500	perekond
gem	joy	0.500	kalliskivi
meritorious	joy	0.500	väärikas
achieved	joy	0.500	saavutatud
motherhood	joy	0.500	emadus
holyspirit	joy	0.500	Püha Vaim
surreal	joy	0.500	sürreaalne
charitable	joy	0.500	heategevuslik
teamjesus	joy	0.500	meeskond jeesus
stressrelief	joy	0.500	stressi leevendamiseks
erotic	joy	0.500	erootiline
inviting	joy	0.500	kutsuv
baby	joy	0.500	beebi
dignity	joy	0.500	väärikust
satisfied	joy	0.500	rahuldatud
visionary	joy	0.500	visionäär
memorable	joy	0.500	meeldejääv
veracity	joy	0.500	tõepärasust
healthy	joy	0.500	terved
welcoming	joy	0.500	tervitades
diamond	joy	0.500	teemant
christ	joy	0.500	kristus
beach	joy	0.500	rand
accomplish	joy	0.500	täita
friends	joy	0.500	sõbrad
excel	joy	0.500	excel
health	joy	0.493	tervist
aura	joy	0.493	aura
yehey	joy	0.486	hei
approved	joy	0.486	heaks kiidetud
oasis	joy	0.486	oaas
liberty	joy	0.486	vabadus
crowning	joy	0.485	kroonimine
aspiration	joy	0.485	püüdlus
privileged	joy	0.485	privilegeeritud
crescendo	joy	0.485	crescendo
rapture	joy	0.485	vaimustus
liberate	joy	0.485	vabastada
nocomplaints	joy	0.485	kaebusi pole
prestige	joy	0.485	prestiiž
bounty	joy	0.485	halastus
gentle	joy	0.485	õrn
inseparable	joy	0.485	lahutamatu
engaging	joy	0.485	kaasahaarav
loyal	joy	0.485	lojaalne
betrothed	joy	0.485	kihlatud
transcendence	joy	0.484	transtsendents
selfworth	joy	0.484	eneseväärtus
yummy	joy	0.484	maitsev
datenight	joy	0.484	kohting õhtu
destiny	joy	0.484	saatus
heyday	joy	0.484	hiilgeaeg
aloha	joy	0.484	aloha
desire	joy	0.484	soov
dream	joy	0.484	unistus
luck	joy	0.484	õnne
fete	joy	0.484	pidu
trophy	joy	0.484	trofee
bouquet	joy	0.484	kimp
chocolate	joy	0.484	šokolaadi
creativity	joy	0.484	loovus
boyfriend	joy	0.480	poiss-sõber
commemoration	joy	0.479	mälestamine
intelligence	joy	0.477	intelligentsus
readiness	joy	0.473	valmisolekut
friend	joy	0.471	sõber
bride	joy	0.471	pruut
enthusiast	joy	0.471	entusiast
lush	joy	0.470	lopsakas
inheritance	joy	0.470	pärand
soothe	joy	0.470	rahustama
tickle	joy	0.470	kõditama
kiddo	joy	0.470	lapsuke
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	massaaž
calming	joy	0.470	rahustav
adventure	joy	0.470	seiklus
pretty	joy	0.469	ilus
purring	joy	0.469	nurrumine
eternal	joy	0.469	igavene
humanitarian	joy	0.469	humanitaar
nurture	joy	0.469	kasvatada
giving	joy	0.469	andes
rest	joy	0.469	puhata
getaway	joy	0.469	põgenemine
goals	joy	0.469	eesmärgid
pray	joy	0.469	palvetama
bridegroom	joy	0.469	peigmees
heartily	joy	0.469	südamlikult
luster	joy	0.469	läige
bonding	joy	0.469	sidumine
princess	joy	0.469	printsess
amicable	joy	0.469	sõbralik
benevolence	joy	0.469	heatahtlikkus
child	joy	0.466	laps
salutary	joy	0.465	tervistav
invite	joy	0.457	kutsuda
beam	joy	0.456	tala
reminiscing	joy	0.456	meenutades
befriend	joy	0.455	sõbrunema
aesthetics	joy	0.455	esteetika
friday	joy	0.455	reedel
freshair	joy	0.455	värske õhk
ceremony	joy	0.455	tseremoonia
kindred	joy	0.455	sugulased
mindfulness	joy	0.455	tähelepanelikkus
sonice	joy	0.455	nii kena
elevation	joy	0.455	kõrgendus
tropical	joy	0.455	troopiline
scholarship	joy	0.455	stipendium
hee	joy	0.455	hee
noworries	joy	0.453	ära muretse
allure	joy	0.453	võlu
approve	joy	0.453	heaks kiitma
scenery	joy	0.453	maastik
waterfall	joy	0.453	kosk
vindication	joy	0.453	õigustamine
namaste	joy	0.453	namaste
commemorate	joy	0.453	mälestama
faith	joy	0.453	usk
birth	joy	0.453	sündi
forgiveness	joy	0.453	andestus
journey	joy	0.447	teekonda
meditation	joy	0.446	meditatsioon
relaxed	joy	0.442	lõdvestunud
present	joy	0.441	kohal
weekend	joy	0.441	nädalavahetus
tender	joy	0.441	pakkumine
tranquil	joy	0.441	rahulik
lyrical	joy	0.439	lüüriline
sharing	joy	0.439	jagamine
esteem	joy	0.439	lugupidamine
nostalgic	joy	0.439	nostalgiline
prayer	joy	0.439	palve
righteousness	joy	0.439	õiglus
husband	joy	0.438	abikaasa
relief	joy	0.438	kergendust
strength	joy	0.438	tugevus
mighty	joy	0.438	vägev
unbeaten	joy	0.438	löömata
eager	joy	0.438	innukas
share	joy	0.438	jagada
newday	joy	0.438	uus päev
sonnet	joy	0.438	sonett
meditate	joy	0.438	mediteerida
life	joy	0.438	elu
winterbreak	joy	0.429	talve vaheaega
warm	joy	0.429	soe
movingforward	joy	0.429	edasi liikuma
buddy	joy	0.427	sõber
oneness	joy	0.426	ühtsus
unconstrained	joy	0.424	piiramatu
amen	joy	0.424	aamen
reverence	joy	0.424	aukartust
healthful	joy	0.424	tervislik
thelittlethings	joy	0.424	pisiasjad
medal	joy	0.424	medal
unsurpassed	joy	0.424	ületamatu
candlelight	joy	0.424	küünlavalgus
carols	joy	0.424	laululaulud
ejaculation	joy	0.424	ejakulatsioon
beginnings	joy	0.422	algused
sledding	joy	0.422	kelgutamine
graduation	joy	0.422	lõpetamine
frisky	joy	0.422	särtsakas
lml	joy	0.422	lml
ease	joy	0.422	kergus
symphony	joy	0.422	sümfoonia
wealth	joy	0.422	rikkust
helpful	joy	0.422	abivalmis
musical	joy	0.422	muusikaline
glitter	joy	0.422	sära
calmness	joy	0.422	rahulikkus
energy	joy	0.422	energiat
safe	joy	0.422	ohutu
nostress	joy	0.421	pole stressi
soundness	joy	0.421	mõistlikkus
promise	joy	0.415	lubadus
reunite	joy	0.414	taasühinema
mother	joy	0.412	ema
salvation	joy	0.412	päästmine
poems	joy	0.412	luuletused
clown	joy	0.409	kloun
lavender	joy	0.409	lavendel
immaculate	joy	0.409	laitmatu
purify	joy	0.409	puhastada
inauguration	joy	0.409	inauguratsioon
aromatherapy	joy	0.409	aroomiteraapia
lighten	joy	0.409	kergendada
travel	joy	0.409	reisida
cash	joy	0.406	sularaha
companion	joy	0.406	kaaslane
live	joy	0.406	elada
opportune	joy	0.406	sobiv
completing	joy	0.406	lõpetamine
charity	joy	0.406	heategevus
heal	joy	0.406	ravida
star	joy	0.406	täht
wishing	joy	0.406	soovides
flowers	joy	0.406	lilled
income	joy	0.403	tulu
soul	joy	0.401	hing
munchies	joy	0.400	mugised
emancipation	joy	0.397	emantsipatsioon
indescribable	joy	0.397	kirjeldamatu
progress	joy	0.397	edusamme
equality	joy	0.394	võrdsus
childhood	joy	0.394	lapsepõlves
together	joy	0.394	koos
rhythmical	joy	0.394	rütmiline
fullness	joy	0.394	täius
calm	joy	0.394	rahulik
hammock	joy	0.394	võrkkiik
picnic	joy	0.394	piknik
movies	joy	0.393	filmid
zealous	joy	0.393	innukas
playground	joy	0.391	mänguväljak
affluence	joy	0.391	jõukus
warms	joy	0.391	soojendab
choir	joy	0.391	koor
littlethings	joy	0.391	väiksed asjad
auspicious	joy	0.391	soodne
meaningful	joy	0.391	tähendusrikas
adventures	joy	0.391	seiklustest
goofy	joy	0.391	tobe
starry	joy	0.391	tähine
humanity	joy	0.391	inimkond
gesture	joy	0.387	žest
witty	joy	0.382	vaimukas
vow	joy	0.382	tõotus
shopping	joy	0.382	ostlemine
vibes	joy	0.379	vibratsioonid
worship	joy	0.379	jumalateenistus
jump	joy	0.379	hüpata
communion	joy	0.379	osadus
reverend	joy	0.377	reverend
rising	joy	0.375	tõusmas
advance	joy	0.375	ettemaks
beaches	joy	0.375	rannad
sonorous	joy	0.375	kõlav
courtship	joy	0.375	kurameerimine
experience	joy	0.375	kogemusi
reunion	joy	0.375	taaskohtumine
simplicity	joy	0.375	lihtsus
full	joy	0.375	täis
hymn	joy	0.375	hümn
spirits	joy	0.375	vaimud
unforgettable	joy	0.375	unustamatu
mirth	joy	0.375	lust
youth	joy	0.375	noorus
scenic	joy	0.375	maaliline
unique	joy	0.375	ainulaadne
redeemed	joy	0.375	lunastatud
alliance	joy	0.368	liit
baptismal	joy	0.368	ristimine
grant	joy	0.366	toetus
kitten	joy	0.364	kassipoeg
sanctification	joy	0.364	pühitsus
conciliation	joy	0.364	lepitus
improves	joy	0.364	paraneb
pure	joy	0.364	puhas
improve	joy	0.364	parandada
authentic	joy	0.364	autentne
moonlight	joy	0.364	kuuvalgus
weightloss	joy	0.362	kaalukaotus
raspberries	joy	0.360	vaarikad
feeling	joy	0.359	tunne
jest	joy	0.359	nalja
independent	joy	0.359	sõltumatu
sanctify	joy	0.359	pühitsema
devotional	joy	0.359	pühendunud
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	oskust
listenting	joy	0.359	kuulates
fidelity	joy	0.359	truudust
revival	joy	0.359	taaselustamine
giver	joy	0.353	andja
cocoa	joy	0.353	kakao
deliverance	joy	0.348	vabastamine
melody	joy	0.348	meloodia
unification	joy	0.348	ühendamine
romp	joy	0.348	möllama
purpose	joy	0.348	eesmärk
choral	joy	0.348	koor
exceed	joy	0.348	ületada
dolphin	joy	0.348	delfiin
roaring	joy	0.348	möirgamine
favor	joy	0.348	kasuks
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	meelas
fruits	joy	0.344	puuviljad
cookies	joy	0.344	küpsised
manicure	joy	0.344	maniküür
nowork	joy	0.344	pole tööd
date	joy	0.344	kuupäeva
newstart	joy	0.344	uus algus
hedonism	joy	0.344	hedonism
pledge	joy	0.344	pant
electric	joy	0.344	elektriline
humble	joy	0.344	alandlik
roadtrip	joy	0.344	rännak
thx	joy	0.344	tänud
kiddos	joy	0.344	lapsed
celebrity	joy	0.342	kuulsus
bridesmaid	joy	0.338	pruutneitsi
rhythm	joy	0.338	rütm
spa	joy	0.333	spaa
snowday	joy	0.333	lumepäev
familiarity	joy	0.333	tuttavlikkust
coffee	joy	0.333	kohvi
edification	joy	0.333	ülesehitamine
garden	joy	0.333	aed
renovation	joy	0.333	renoveerimine
dawn	joy	0.333	koit
connoisseur	joy	0.333	asjatundja
gazing	joy	0.333	silmitsedes
obliging	joy	0.333	kohustav
partner	joy	0.333	partner
foodie	joy	0.331	toidusõber
synchronize	joy	0.329	sünkroonida
tribulation	joy	0.328	viletsus
psalm	joy	0.328	psalm
pedicure	joy	0.328	pediküür
noregrets	joy	0.328	ei kahetse
chirping	joy	0.328	siristades
saint	joy	0.328	pühak
healing	joy	0.328	paranemine
carol	joy	0.328	carol
true	joy	0.328	tõsi
hobby	joy	0.328	hobi
amnesty	joy	0.328	amnestia
respite	joy	0.324	hingetõmbeaeg
recreational	joy	0.318	meelelahutuslik
cousins	joy	0.318	nõod
mellow	joy	0.318	mahe
restorative	joy	0.318	taastav
lazyday	joy	0.318	laisk päev
classics	joy	0.318	klassikud
reconciliation	joy	0.316	leppimine
woods	joy	0.312	metsad
progression	joy	0.312	progresseerumist
muchneeded	joy	0.312	väga vajalik
sterling	joy	0.312	naelsterling
dove	joy	0.312	tuvi
simplify	joy	0.312	lihtsustama
fitness	joy	0.312	sobivus
sunset	joy	0.312	päikeseloojang
wisdom	joy	0.312	tarkus
relight	joy	0.312	uuesti valgustama
living	joy	0.312	elavad
presto	joy	0.312	presto
playhouse	joy	0.312	mängumaja
superman	joy	0.312	supermees
pony	joy	0.312	poni
recovery	joy	0.312	taastumine
crafts	joy	0.312	käsitöö
lord	joy	0.312	isand
deal	joy	0.312	tegeleda
improvement	joy	0.309	parandamine
infant	joy	0.309	imik
absolution	joy	0.306	absolutsioon
honest	joy	0.303	aus
gently	joy	0.303	õrnalt
banquet	joy	0.303	bankett
established	joy	0.303	asutatud
endless	joy	0.303	lõputu
decorating	joy	0.303	kaunistamine
providing	joy	0.300	pakkudes
lounging	joy	0.297	lösutav
growth	joy	0.297	kasvu
strolling	joy	0.297	jalutamas
feat	joy	0.297	feat
morals	joy	0.297	moraali
mine	joy	0.297	minu oma
spending	joy	0.297	kulutamine
light	joy	0.297	valgus
spiritual	joy	0.297	vaimne
quaint	joy	0.297	omapärane
fraternal	joy	0.297	vennalik
notable	joy	0.297	tähelepanuväärne
softly	joy	0.297	pehmelt
harvest	joy	0.297	saagikoristus
yearning	joy	0.297	igatsus
breeze	joy	0.297	tuul
joker	joy	0.297	naljamees
meditating	joy	0.297	mediteerides
fervor	joy	0.295	kirglikkus
quotes	joy	0.294	tsitaat
volunteer	joy	0.294	vabatahtlik
gain	joy	0.288	kasu
resources	joy	0.288	ressursse
create	joy	0.288	luua
psalms	joy	0.288	psalmid
hippie	joy	0.288	hipi
taoism	joy	0.288	taoism
