English Word	Emotion	Emotion-Intensity-Score	Maltese Word
cove	joy	0.203	cove
save	joy	0.200	ħlief
pastor	joy	0.197	ragħaj
atone	joy	0.197	tpatti
symmetry	joy	0.197	simetrija
trees	joy	0.197	siġar
oneday	joy	0.197	ġurnata waħda
scripture	joy	0.196	iskrittura
mountains	joy	0.194	muntanji
craziness	joy	0.188	craziness
tea	joy	0.188	tè
walking	joy	0.188	mixi
whiteness	joy	0.188	bjuda
sympathetic	joy	0.188	simpatiku
forefathers	joy	0.188	missirijiethom
pathway	joy	0.188	mogħdija
custom	joy	0.188	drawwa
quiet	joy	0.188	kwiet
liquor	joy	0.188	xorb alkoħoliku
soppy	joy	0.188	soppy
patient	joy	0.186	pazjent
movingon	joy	0.182	movingon
score	joy	0.182	punteġġ
dollhouse	joy	0.182	dar tal-pupi
bath	joy	0.182	banju
supporter	joy	0.180	partitarju
accompaniment	joy	0.179	akkumpanjament
pursuit	joy	0.176	insegwiment
outburst	joy	0.176	faqqa
frosty	joy	0.174	ġlata
luncheon	joy	0.172	ikla
service	joy	0.172	servizz
workout	joy	0.172	workout
closure	joy	0.172	għeluq
wintery	joy	0.172	tax-xitwa
civilized	joy	0.169	ċivilizzat
wages	joy	0.169	pagi
december	joy	0.167	Diċembru
fain	joy	0.167	fain
glide	joy	0.162	glide
acrobat	joy	0.162	akrobat
finally	joy	0.157	finalment
chai	joy	0.156	chai
obtainable	joy	0.156	jistgħu jinkisbu
elf	joy	0.156	elf
peppermint	joy	0.156	menta
break	joy	0.156	waqfa
reproductive	joy	0.156	riproduttivi
stroll	joy	0.156	stroll
organization	joy	0.156	organizzazzjoni
bathtub	joy	0.156	banju
advent	joy	0.152	miġja
measured	joy	0.152	imkejla
balm	joy	0.152	balzmu
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	żjut
tan	joy	0.141	tan
simple	joy	0.141	sempliċi
bubble	joy	0.141	bużżieqa
beer	joy	0.141	birra
green	joy	0.137	aħdar
makingdisciples	joy	0.136	jagħmlu dixxipli
buss	joy	0.136	xarabank
books	joy	0.136	kotba
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	flussi
silence	joy	0.127	skiet
bookstore	joy	0.125	ħanut tal-kotba
solitude	joy	0.125	is-solitudni
roadster	joy	0.125	roadster
circumstances	joy	0.125	ċirkostanzi
wine	joy	0.125	inbid
soak	joy	0.121	soak
priesthood	joy	0.121	saċerdozju
japan	joy	0.121	Ġappun
wilderness	joy	0.121	deżert
critical	joy	0.116	kritika
neutral	joy	0.114	newtrali
hunting	joy	0.109	kaċċa
sand	joy	0.109	ramel
opera	joy	0.109	opra
weight	joy	0.109	piż
wind	joy	0.109	riħ
untie	joy	0.109	ħoll l-irbit
labor	joy	0.106	xogħol
classical	joy	0.106	klassiku
lake	joy	0.103	lag
affliction	joy	0.103	afflizzjoni
organ	joy	0.094	organu
dwelling	joy	0.094	abitazzjoni
tree	joy	0.090	siġra
pond	joy	0.089	għadira
marrow	joy	0.078	mudullun
latte	joy	0.078	latte
sipping	joy	0.076	tixrob
benign	joy	0.074	beninni
majority	joy	0.073	maġġoranza
leaf	joy	0.065	werqa
troubles	joy	0.062	inkwiet
basketball	joy	0.062	basketball
explosions	joy	0.061	splużjonijiet
cream	joy	0.061	krema
shepherd	joy	0.058	ragħaj
tuesday	joy	0.047	it-Tlieta
turbulence	joy	0.045	turbolenza
calf	joy	0.040	għoġol
hardship	joy	0.031	tbatija
unhappiness	joy	0.016	inkuntentizza
sixty	joy	0.016	sittin
mourning	sadness	0.969	luttu
heartbreaking	sadness	0.969	qsim il-qalb
tragic	sadness	0.961	traġiku
holocaust	sadness	0.953	olokawst
suicidal	sadness	0.941	suwiċidali
misery	sadness	0.938	miżerja
massacre	sadness	0.931	massakru
euthanasia	sadness	0.927	ewtanasja
depression	sadness	0.925	dipressjoni
grieving	sadness	0.922	imnikket
bereavement	sadness	0.922	luttu
fatal	sadness	0.922	fatali
bereaved	sadness	0.920	imnikket
devastation	sadness	0.917	devastazzjoni
death	sadness	0.915	mewt
devastated	sadness	0.912	meqruda
suicide	sadness	0.912	suwiċidju
catastrophe	sadness	0.911	diżastru
horrifying	sadness	0.907	tal-biża'
died	sadness	0.906	miet
tragedy	sadness	0.906	traġedja
depressing	sadness	0.906	deprimenti
anguish	sadness	0.902	dieqa
agony	sadness	0.900	agunija
deadly	sadness	0.898	fatali
weeping	sadness	0.896	biki
stillbirth	sadness	0.891	twelid mejta
deceased	sadness	0.891	mejjet
murderer	sadness	0.877	qattiel
cancer	sadness	0.875	kanċer
dying	sadness	0.875	imutu
rape	sadness	0.875	stupru
devastating	sadness	0.875	devastanti
morbidity	sadness	0.864	morbożità
sadness	sadness	0.864	dwejjaq
execution	sadness	0.859	eżekuzzjoni
traumatic	sadness	0.859	trawmatika
perish	sadness	0.859	jitħassru
grief	sadness	0.859	niket
abandonment	sadness	0.859	abbandun
atrocity	sadness	0.859	atroċità
crucifixion	sadness	0.859	tislib
depressed	sadness	0.859	depressi
cadaver	sadness	0.853	kadavru
treachery	sadness	0.848	tradiment
betrayed	sadness	0.848	ingannata
grieve	sadness	0.844	imnikket
suffering	sadness	0.844	tbatija
funeral	sadness	0.844	funeral
destroyed	sadness	0.844	meqruda
homicide	sadness	0.844	omiċidju
hopelessness	sadness	0.844	nuqqas ta’ tama
slaughtering	sadness	0.844	qtil
persecution	sadness	0.844	persekuzzjoni
murderous	sadness	0.844	qattiel
sorrow	sadness	0.844	niket
miserable	sadness	0.844	miserable
sad	sadness	0.844	imdejjaq
horrific	sadness	0.844	orribbli
unhappiness	sadness	0.839	inkuntentizza
bloodshed	sadness	0.836	tixrid tad-demm
crippled	sadness	0.836	iddgħajjef
carnage	sadness	0.833	qatgħa
pained	sadness	0.833	imnikket
manslaughter	sadness	0.833	qtil involontarju
unbearable	sadness	0.830	insopportabbli
stillborn	sadness	0.830	imwieled mejta
morbid	sadness	0.828	morbosi
annihilation	sadness	0.828	annihilation
helplessness	sadness	0.828	nuqqas ta’ saħħa
mourn	sadness	0.828	jibki
murder	sadness	0.828	qtil
slavery	sadness	0.828	skjavitù
abandoned	sadness	0.828	abbandunat
horrors	sadness	0.828	orruri
mutilation	sadness	0.828	mutilazzjoni
annihilated	sadness	0.828	annihilat
casualty	sadness	0.828	diżgrazzja
enslaved	sadness	0.828	skjavi
sickness	sadness	0.828	mard
torment	sadness	0.828	turment
miscarriage	sadness	0.824	korriment
starvation	sadness	0.819	ġuħ
mournful	sadness	0.812	imnikket
sadly	sadness	0.812	sfortunatament
famine	sadness	0.812	ġuħ
burial	sadness	0.812	dfin
distraught	sadness	0.812	imnikkta
failure	sadness	0.812	falliment
killing	sadness	0.812	qtil
despair	sadness	0.812	disprament
cruelty	sadness	0.812	moħqrija
saddens	sadness	0.812	imdejjaq
oppression	sadness	0.812	oppressjoni
heartache	sadness	0.812	wġigħ tal-qalb
terrorism	sadness	0.812	terroriżmu
disgrace	sadness	0.812	għajb
childloss	sadness	0.812	telf tat-tfal
bloody	sadness	0.806	imdemmi
perishing	sadness	0.804	jitħassru
inhumanity	sadness	0.804	inumanità
malignancy	sadness	0.803	tumuri malinni
mortification	sadness	0.802	mortifikazzjoni
slave	sadness	0.797	skjav
lifeless	sadness	0.797	bla ħajja
sarcoma	sadness	0.797	sarkoma
dreadfully	sadness	0.797	tal-biża’
assassination	sadness	0.797	qtil
perished	sadness	0.797	mietu
kill	sadness	0.797	joqtlu
devastate	sadness	0.797	qerdu
dreadful	sadness	0.797	koroh
mortuary	sadness	0.797	mortwarju
leukemia	sadness	0.797	lewkimja
lethal	sadness	0.797	letali
desolation	sadness	0.797	desolazzjoni
gallows	sadness	0.797	forka
brokenheart	sadness	0.792	qalb miksura
banishment	sadness	0.790	tkeċċija
afflict	sadness	0.789	ibati
disheartened	sadness	0.788	skoraġġut
bury	sadness	0.781	midfuna
terrorize	sadness	0.781	terrorize
crying	sadness	0.781	biki
demoralized	sadness	0.781	demoralizzat
tumour	sadness	0.781	tumur
heartbreak	sadness	0.781	qtugħ tal-qalb
desecration	sadness	0.781	profanazzjoni
die	sadness	0.773	imutu
lynch	sadness	0.773	linċi
sufferer	sadness	0.770	batut
fatality	sadness	0.766	fatalità
diseased	sadness	0.766	morda
doomed	sadness	0.766	ddestinat
fearful	sadness	0.766	jibżgħu
destitute	sadness	0.766	nieqes
abortion	sadness	0.766	abort
condolence	sadness	0.766	kondoljanzi
torture	sadness	0.766	tortura
dismemberment	sadness	0.766	smembrament
slayer	sadness	0.766	qattiel
loneliness	sadness	0.766	solitudni
cemetery	sadness	0.766	ċimiterju
moribund	sadness	0.758	moribund
painfully	sadness	0.758	bi tbatija
disaster	sadness	0.758	diżastru
depress	sadness	0.755	agħfas
condemnation	sadness	0.754	kundanna
obliteration	sadness	0.750	obliterazzjoni
damnation	sadness	0.750	damnazzjoni
sorrowful	sadness	0.750	imnikket
desperation	sadness	0.750	id-disprazzjoni
cry	sadness	0.750	biki
terrorist	sadness	0.750	terroristiku
painful	sadness	0.750	bl-uġigħ
abduction	sadness	0.750	ħtif
incest	sadness	0.750	inċest
corpse	sadness	0.750	katavru
deplorable	sadness	0.750	deplorevoli
pandemic	sadness	0.750	pandemija
sickening	sadness	0.750	darda
hemorrhage	sadness	0.750	emorraġija
guilt	sadness	0.750	ħtija
depressive	sadness	0.750	depressiv
doomsday	sadness	0.750	doomsday
defeated	sadness	0.750	megħlub
victimized	sadness	0.750	vittimizzati
regretful	sadness	0.750	dispjaċir
unhappy	sadness	0.750	kuntent
unfairness	sadness	0.745	inġustizzja
molestation	sadness	0.744	molestazzjoni
abysmal	sadness	0.742	abysmal
exile	sadness	0.742	eżilju
hellish	sadness	0.738	infernali
exterminate	sadness	0.736	teqred
destroying	sadness	0.734	jeqirdu
miserably	sadness	0.734	miserably
disastrous	sadness	0.734	diżastruż
battered	sadness	0.734	msawta
morgue	sadness	0.734	morgue
assassin	sadness	0.734	assassin
horrid	sadness	0.734	orribbli
disgraced	sadness	0.734	disgraced
homeless	sadness	0.734	bla dar
earthquake	sadness	0.734	terremot
orphan	sadness	0.734	orfni
slaughter	sadness	0.734	qatla
warfare	sadness	0.734	gwerra
betrayal	sadness	0.734	tradiment
lonesome	sadness	0.734	solitarju
listless	sadness	0.729	bla lista
unfortunately	sadness	0.727	sfortunatament
emptiness	sadness	0.727	vojt
grave	sadness	0.727	qabar
alienated	sadness	0.727	aljenati
fraught	sadness	0.722	mimli
violently	sadness	0.719	vjolenti
woe	sadness	0.719	gwaj
heartless	sadness	0.719	bla qalb
malicious	sadness	0.719	malizzjuż
missing	sadness	0.719	nieqsa
paralysis	sadness	0.719	paraliżi
horror	sadness	0.719	orrur
ashamed	sadness	0.719	mistħija
forsaken	sadness	0.719	abbandunat
emaciated	sadness	0.719	demaċjata
atrophy	sadness	0.719	atrofija
danger	sadness	0.719	periklu
pain	sadness	0.719	uġigħ
cripple	sadness	0.719	iddgħajjef
cried	sadness	0.719	għajjat
disheartening	sadness	0.719	skoraġġanti
leprosy	sadness	0.719	lebbra
demise	sadness	0.717	mewt
disgruntled	sadness	0.712	disgruntled
rejected	sadness	0.712	miċħuda
sickly	sadness	0.712	morda
violence	sadness	0.712	vjolenza
torn	sadness	0.710	imqatta
calamity	sadness	0.709	diżastru
grim	sadness	0.708	skura
grievous	sadness	0.704	grievous
deformed	sadness	0.703	deformat
deformity	sadness	0.703	deformità
punishing	sadness	0.703	tikkastiga
hearse	sadness	0.703	mejta tal-mejtin
meltdown	sadness	0.703	kollass
incurable	sadness	0.703	inkurabbli
extinct	sadness	0.703	estinti
victim	sadness	0.703	vittma
suffocating	sadness	0.703	soffokanti
tearful	sadness	0.703	bid-dmugħ
obit	sadness	0.703	obit
oppressor	sadness	0.703	oppressor
slaughterhouse	sadness	0.703	biċċerija
abandon	sadness	0.703	jabbandunaw
crushed	sadness	0.703	imfarrak
isolation	sadness	0.703	iżolament
decomposition	sadness	0.703	dekompożizzjoni
inhuman	sadness	0.703	inuman
disfigured	sadness	0.703	sfigurat
buried	sadness	0.703	midfun
strangle	sadness	0.703	strangle
isolate	sadness	0.703	iżolati
humiliate	sadness	0.703	umilja
carcinoma	sadness	0.703	karċinoma
hell	sadness	0.700	infern
lifesucks	sadness	0.700	il-ħajja
ruinous	sadness	0.698	ruinous
banish	sadness	0.697	tkeċċi
widow	sadness	0.697	armla
accursed	sadness	0.697	misħuta
ruined	sadness	0.697	ruined
vanished	sadness	0.695	spiċċat
displaced	sadness	0.691	spostati
poverty	sadness	0.690	faqar
hopeless	sadness	0.688	bla tama
regretting	sadness	0.688	jiddispjaċih
widower	sadness	0.688	armel
stab	sadness	0.688	sikkina
deserted	sadness	0.688	abbandunat
insanity	sadness	0.688	ġenn
teary	sadness	0.688	dmugħ
hurt	sadness	0.688	iweġġgħu
terminal	sadness	0.688	terminali
shooting	sadness	0.688	sparar
banished	sadness	0.688	imkeċċi
hospice	sadness	0.688	ospizju
depraved	sadness	0.688	depravat
nohope	sadness	0.688	nohope
sob	sadness	0.688	sob
imprisoned	sadness	0.688	ħabs
travesty	sadness	0.688	travesti
loss	sadness	0.688	telf
hurtful	sadness	0.688	li jweġġgħu
dementia	sadness	0.688	dimenzja
pathetic	sadness	0.688	patetiku
neglected	sadness	0.688	traskurat
epidemic	sadness	0.688	epidemija
illness	sadness	0.688	mard
foreveralone	sadness	0.688	għal dejjem waħdi
infidelity	sadness	0.688	infedeltà
dismissal	sadness	0.686	tkeċċija
alienation	sadness	0.685	aljenazzjoni
hardship	sadness	0.685	tbatija
choke	sadness	0.682	ċowk
kidnap	sadness	0.682	ħtif
bleeding	sadness	0.673	fsada
punished	sadness	0.672	ikkastigat
malevolent	sadness	0.672	malevoli
gory	sadness	0.672	gory
wail	sadness	0.672	tgħajjat
despairing	sadness	0.672	disprament
coffin	sadness	0.672	tebut
disparage	sadness	0.672	jiddisprezza
missingyou	sadness	0.672	Qiegħed nimmisjak
obituary	sadness	0.672	obituary
deprivation	sadness	0.672	deprivazzjoni
abortive	sadness	0.672	abortiva
evil	sadness	0.672	ħażen
wretch	sadness	0.672	diżgrazzja
imprisonment	sadness	0.672	priġunerija
outcast	sadness	0.672	imwarrab
belittle	sadness	0.672	belittle
poison	sadness	0.672	velenu
frightful	sadness	0.672	tal-biża
decomposed	sadness	0.672	dekompost
wretched	sadness	0.672	miskin
feelingdown	sadness	0.672	tħossok down
disabled	sadness	0.672	b'diżabilità
woefully	sadness	0.672	weefully
barren	sadness	0.670	għerja
executioner	sadness	0.667	eżekutur
poisoned	sadness	0.667	ivvelenat
disease	sadness	0.665	mard
oppress	sadness	0.664	oppress
disembodied	sadness	0.660	diżkorporat
steal	sadness	0.656	jisraq
jail	sadness	0.656	ħabs
dreary	sadness	0.656	dwejra
shitty	sadness	0.656	shitty
ailing	sadness	0.656	marid
polio	sadness	0.656	poljo
blighted	sadness	0.656	blighted
hate	sadness	0.656	mibegħda
demonic	sadness	0.656	demoniku
weep	sadness	0.656	jibki
lamenting	sadness	0.656	lamenta
ruin	sadness	0.656	rovina
bleak	sadness	0.656	skoraġġanti
tear	sadness	0.656	tiċrita
peril	sadness	0.656	periklu
casket	sadness	0.656	casket
mangle	sadness	0.656	mangle
lonely	sadness	0.656	solitarju
carcass	sadness	0.653	karkassa
cowardice	sadness	0.652	kodarda
regretted	sadness	0.652	jiddispjaċih
beating	sadness	0.652	swat
disability	sadness	0.648	diżabilità
affliction	sadness	0.645	afflizzjoni
infertility	sadness	0.641	infertilità
emergency	sadness	0.641	emerġenza
stricken	sadness	0.641	milquta
powerless	sadness	0.641	bla saħħa
inequality	sadness	0.641	inugwaljanza
poisonous	sadness	0.641	velenuż
shroud	sadness	0.641	shroud
exorcism	sadness	0.641	eżorċiżmu
woeful	sadness	0.641	ħasra
worry	sadness	0.641	tinkwieta
perilous	sadness	0.641	perikolużi
drown	sadness	0.641	għerqu
failing	sadness	0.641	tfalli
scourge	sadness	0.641	pjaga
hatred	sadness	0.641	mibegħda
terribly	sadness	0.641	terriblement
awful	sadness	0.641	orribbli
termination	sadness	0.641	terminazzjoni
sinful	sadness	0.641	midneb
incarceration	sadness	0.641	ħabs
psychosis	sadness	0.638	psikożi
lament	sadness	0.636	lament
demolish	sadness	0.636	twaqqa’
dismay	sadness	0.636	dispjaċir
disappointed	sadness	0.636	diżappuntat
burdensome	sadness	0.634	ta’ piż
mausoleum	sadness	0.630	mausoleum
shattered	sadness	0.630	imfarrak
dishonor	sadness	0.625	diżunur
forlorn	sadness	0.625	imbattal
posthumous	sadness	0.625	posthumu
disappointing	sadness	0.625	diżappuntanti
lost	sadness	0.625	mitlufa
hurting	sadness	0.625	iweġġgħu
oppressive	sadness	0.625	oppressiv
regret	sadness	0.625	dispjaċir
terminate	sadness	0.625	ittemm
duress	sadness	0.625	tensjoni
wound	sadness	0.625	ferita
palsy	sadness	0.625	paraliżi
cursed	sadness	0.625	misħuta
schizophrenia	sadness	0.625	skizofrenija
insurmountable	sadness	0.625	insormontabbli
deteriorate	sadness	0.625	tiddeterjora
abuse	sadness	0.625	abbuż
undesired	sadness	0.625	mhux mixtieqa
tyrant	sadness	0.625	tirann
gloom	sadness	0.625	gloom
bitterly	sadness	0.625	bl-imrar
impotence	sadness	0.625	impotenza
wrecked	sadness	0.625	mġarrfa
demolished	sadness	0.625	imwaqqa
soulless	sadness	0.623	bla ruħ
divorce	sadness	0.623	divorzju
cremation	sadness	0.621	kremazzjoni
worried	sadness	0.621	inkwetat
bomb	sadness	0.621	bomba
plight	sadness	0.621	qagħda mwiegħra
forsake	sadness	0.621	abbanduna
melancholy	sadness	0.621	melankoniku
unforgiving	sadness	0.612	bla maħfer
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	ħatja
debacle	sadness	0.609	debacle
ugliness	sadness	0.609	ikrah
degrading	sadness	0.609	degradanti
cruel	sadness	0.609	krudili
faithless	sadness	0.609	bla fidi
worthless	sadness	0.609	bla valur
shatter	sadness	0.609	tifrik
excluded	sadness	0.609	esklużi
injure	sadness	0.609	jweġġgħu
breakup	sadness	0.609	tifrik
disparaging	sadness	0.609	disprezzanti
injured	sadness	0.609	midruba
shameful	sadness	0.609	tal-mistħija
gore	sadness	0.609	gore
derogatory	sadness	0.609	derogatorju
disappoint	sadness	0.609	jiddiżappunta
irreparable	sadness	0.609	irreparabbli
bankrupt	sadness	0.609	fallut
fearfully	sadness	0.609	bil-biża’
alcoholism	sadness	0.609	alkoħoliżmu
shackle	sadness	0.609	qaxxar
languishing	sadness	0.609	tilangi
sinner	sadness	0.609	midneb
dilapidated	sadness	0.609	dilapidata
dire	sadness	0.609	dire
sacrifices	sadness	0.609	sagrifiċċji
crushing	sadness	0.609	tgħaffiġ
subjugation	sadness	0.609	subjugation
overwhelmed	sadness	0.609	megħlub
curse	sadness	0.608	saħta
anthrax	sadness	0.600	antraċi
alone	sadness	0.600	waħdu
robbery	sadness	0.600	serq
angst	sadness	0.598	angst
bawl	sadness	0.594	bajjat
deportation	sadness	0.594	deportazzjoni
broken	sadness	0.594	miksur
obliterate	sadness	0.594	iħassar
petloss	sadness	0.594	petloss
condolences	sadness	0.594	kondoljanzi
downfall	sadness	0.594	waqgħa
prison	sadness	0.594	ħabs
chaos	sadness	0.594	kaos
abyss	sadness	0.594	abbiss
disappointment	sadness	0.594	diżappunt
helpless	sadness	0.594	bla sahha
somber	sadness	0.594	somber
crumbling	sadness	0.594	neżlin
violation	sadness	0.594	ksur
poaching	sadness	0.594	kaċċa illegali
nothingness	sadness	0.594	xejn
eviction	sadness	0.594	żgumbrament
losing	sadness	0.594	titlef
shame	sadness	0.594	mistħija
vendetta	sadness	0.594	vendetta
crypt	sadness	0.594	kripta
contaminated	sadness	0.594	ikkontaminat
martyrdom	sadness	0.594	martirju
irreconcilable	sadness	0.594	irrikonċiljabbli
ill	sadness	0.594	marid
deprived	sadness	0.594	imċaħħda
distress	sadness	0.594	dwejjaq
offender	sadness	0.594	ħati
betray	sadness	0.594	ittradixxi
longing	sadness	0.594	ix-xenqa
remorse	sadness	0.594	rimors
captivity	sadness	0.594	fil-magħluq
demon	sadness	0.594	dimostrazzjoni
dysentery	sadness	0.593	diżinterija
melancholic	sadness	0.591	melankoniku
blight	sadness	0.591	seħta
rupture	sadness	0.588	qsim
traitor	sadness	0.588	traditur
haggard	sadness	0.587	batut
lie	sadness	0.585	gidba
cholera	sadness	0.583	kolera
unwell	sadness	0.578	ma tiflaħx
undesirable	sadness	0.578	mhux mixtieqa
denied	sadness	0.578	miċħuda
whine	sadness	0.578	whine
humiliation	sadness	0.578	umiljazzjoni
terrible	sadness	0.578	terribbli
bully	sadness	0.578	bully
damage	sadness	0.578	ħsara
turmoil	sadness	0.578	taqlib
bitterness	sadness	0.578	imrar
interment	sadness	0.578	dfin
gloomy	sadness	0.578	skura
degeneracy	sadness	0.578	deġenerazzjoni
immoral	sadness	0.578	immorali
harmful	sadness	0.578	li jagħmel ħsara
sordid	sadness	0.578	sordid
frighten	sadness	0.578	imbeżża’
discrimination	sadness	0.578	diskriminazzjoni
devil	sadness	0.576	xitan
captive	sadness	0.576	captive
whimper	sadness	0.576	whimper
pessimism	sadness	0.576	pessimiżmu
delirium	sadness	0.576	delirju
deplore	sadness	0.576	jiddeplora
damages	sadness	0.576	danni
disliked	sadness	0.576	ma għoġbitx
hateful	sadness	0.575	mibegħda
bigoted	sadness	0.574	bigotti
perdition	sadness	0.569	perdizzjoni
adultery	sadness	0.566	adulterju
corrupting	sadness	0.565	korrotti
anathema	sadness	0.562	anatema
deceive	sadness	0.562	iqarraq
shipwreck	sadness	0.562	nawfraġju
autopsy	sadness	0.562	awtopsja
worsening	sadness	0.562	tmur għall-agħar
dismal	sadness	0.562	diżastruż
wallow	sadness	0.562	walllow
urn	sadness	0.562	urna
upset	sadness	0.562	imdejjaq
flog	sadness	0.562	flog
sadday	sadness	0.562	diqa
infliction	sadness	0.562	inflizzjoni
endocarditis	sadness	0.562	endokardite
resentment	sadness	0.562	riżentiment
tomb	sadness	0.562	qabar
deceit	sadness	0.562	qerq
rejection	sadness	0.562	rifjut
tyranny	sadness	0.562	tirannija
worrying	sadness	0.562	inkwetanti
runaway	sadness	0.562	maħruba
punitive	sadness	0.562	punittiv
pessimist	sadness	0.562	pessimista
pauper	sadness	0.562	ċaqliq
rheumatism	sadness	0.562	rewmatiżmu
comatose	sadness	0.562	komatose
deceitful	sadness	0.562	qarrieqa
expire	sadness	0.562	jiskadi
injury	sadness	0.562	korriment
departed	sadness	0.558	telaq
martyr	sadness	0.556	martri
smite	sadness	0.555	smite
memorial	sadness	0.547	tifkira
plague	sadness	0.547	pesta
bummed	sadness	0.547	bummed
isolated	sadness	0.547	iżolati
shot	sadness	0.547	sparatura
malaria	sadness	0.547	malarja
resignation	sadness	0.547	riżenja
hydrocephalus	sadness	0.547	idroċefalu
bomber	sadness	0.547	bomber
chagrin	sadness	0.547	dispjaċir
reject	sadness	0.547	tirrifjuta
pity	sadness	0.547	ħasra
shun	sadness	0.547	tevita
hanging	sadness	0.547	mdendlin
absence	sadness	0.547	nuqqas
unfulfilled	sadness	0.547	mhux sodisfatt
disillusionment	sadness	0.547	diżillużjoni
imissyou	sadness	0.547	nimmissjak
malaise	sadness	0.547	telqa
discourage	sadness	0.547	skoraġġixxi
unkind	sadness	0.547	bla qalb tajba
glum	sadness	0.547	glum
surrendering	sadness	0.547	ċediment
nefarious	sadness	0.546	nefarious
incrimination	sadness	0.545	inkriminazzjoni
concussion	sadness	0.545	konkussjoni
groan	sadness	0.545	tigħajjat
dark	sadness	0.545	skur
weakly	sadness	0.544	dgħajjef
aching	sadness	0.544	uġigħ
discontent	sadness	0.543	skuntentizza
undertaker	sadness	0.538	entertaker
assailant	sadness	0.536	aggressur
deterioration	sadness	0.536	deterjorazzjoni
inflict	sadness	0.531	jikkawża
theft	sadness	0.531	serq
dispossessed	sadness	0.531	imneħħija
