English Word	Emotion	Emotion-Intensity-Score	French Word
superman	joy	0.312	Superman
pony	joy	0.312	poney
recovery	joy	0.312	récupération
crafts	joy	0.312	artisanat
lord	joy	0.312	seigneur
deal	joy	0.312	accord
improvement	joy	0.309	amélioration
infant	joy	0.309	nourrisson
absolution	joy	0.306	absolution
honest	joy	0.303	honnête
gently	joy	0.303	doucement
banquet	joy	0.303	banquet
established	joy	0.303	établi
endless	joy	0.303	sans fin
decorating	joy	0.303	décoration
providing	joy	0.300	fournir
lounging	joy	0.297	se prélasser
growth	joy	0.297	croissance
strolling	joy	0.297	ambulant
feat	joy	0.297	exploit
morals	joy	0.297	morale
mine	joy	0.297	mien
spending	joy	0.297	dépenses
light	joy	0.297	lumière
spiritual	joy	0.297	spirituel
quaint	joy	0.297	pittoresque
fraternal	joy	0.297	fraternel
notable	joy	0.297	notable
softly	joy	0.297	doucement
harvest	joy	0.297	récolter
yearning	joy	0.297	aspiration
breeze	joy	0.297	brise
joker	joy	0.297	joker
meditating	joy	0.297	méditer
fervor	joy	0.295	ferveur
quotes	joy	0.294	devis
volunteer	joy	0.294	bénévole
gain	joy	0.288	Gain
resources	joy	0.288	Ressources
create	joy	0.288	créer
psalms	joy	0.288	psaumes
hippie	joy	0.288	hippie
taoism	joy	0.288	taoïsme
midwife	joy	0.288	sage-femme
receiving	joy	0.287	recevoir
snowfall	joy	0.286	chute de neige
ocean	joy	0.286	océan
lsd	joy	0.286	LSD
hiking	joy	0.283	randonnée
evergreen	joy	0.281	à feuilles persistantes
destination	joy	0.281	destination
candid	joy	0.281	Candide
unwind	joy	0.281	se détendre
truce	joy	0.281	trêve
toast	joy	0.281	pain grillé
chill	joy	0.281	froideur
infinity	joy	0.281	infini
rested	joy	0.281	reposé
buzzing	joy	0.281	bourdonnement
venerable	joy	0.279	vénérable
balance	joy	0.275	solde
retirement	joy	0.275	retraite
fireplace	joy	0.273	cheminée
buddha	joy	0.273	Bouddha
devout	joy	0.273	pieux
drinks	joy	0.273	boissons
rapt	joy	0.273	ravi
swim	joy	0.273	baignade
compensate	joy	0.273	compenser
snowing	joy	0.271	il neige
sublimation	joy	0.270	sublimation
fruity	joy	0.268	fruité
sunday	joy	0.266	dimanche
sketching	joy	0.266	croquis
paragon	joy	0.266	parangon
humility	joy	0.266	humilité
ministry	joy	0.266	ministère
waves	joy	0.266	vagues
cathedral	joy	0.266	cathédrale
sun	joy	0.266	Soleil
yoga	joy	0.266	yoga
fortitude	joy	0.266	courage
salute	joy	0.266	saluer
buddhism	joy	0.266	bouddhisme
whim	joy	0.266	caprice
artwork	joy	0.265	ouvrages d'art
practiced	joy	0.264	exercé
clean	joy	0.260	nettoyer
running	joy	0.258	fonctionnement
clarity	joy	0.258	clarté
found	joy	0.258	trouvé
fitting	joy	0.258	raccord
immerse	joy	0.258	immerger
exercise	joy	0.258	exercer
food	joy	0.258	aliments
autumn	joy	0.254	l'automne
fit	joy	0.250	adapter
morning	joy	0.250	Matin
contagious	joy	0.250	contagieux
outdoors	joy	0.250	en plein air
hardy	joy	0.250	robuste
candles	joy	0.250	bougies
advocacy	joy	0.250	plaidoyer
countryside	joy	0.250	campagne
demonstrative	joy	0.250	démonstratif
football	joy	0.250	Football
chirp	joy	0.250	gazouiller
chilled	joy	0.250	glacé
undying	joy	0.250	éternel
visitor	joy	0.250	visiteur
clap	joy	0.250	taper
diary	joy	0.250	agenda
ardent	joy	0.250	ardent
expedient	joy	0.250	opportun
mountain	joy	0.250	Montagne
cradle	joy	0.247	berceau
trance	joy	0.246	transe
intense	joy	0.242	intense
procession	joy	0.242	procession
church	joy	0.242	église
pay	joy	0.242	Payer
supremacy	joy	0.242	suprématie
preservative	joy	0.242	conservateur
grow	joy	0.242	grandir
breakfast	joy	0.242	petit-déjeuner
consecration	joy	0.235	consécration
salary	joy	0.234	un salaire
lifetime	joy	0.234	durée de vie
incense	joy	0.234	encens
ordination	joy	0.234	ordination
snowy	joy	0.234	neigeux
art	joy	0.234	art
nursery	joy	0.234	garderie
skiing	joy	0.234	ski
candle	joy	0.234	bougie
doll	joy	0.234	poupée
vote	joy	0.234	voter
humbled	joy	0.234	humilié
lyre	joy	0.234	lyre
pastry	joy	0.229	Pâtisserie
remedy	joy	0.227	remède
chilling	joy	0.227	refroidissement
firefly	joy	0.227	luciole
rescue	joy	0.225	sauvetage
camping	joy	0.221	camping
perspective	joy	0.221	perspective
orchestra	joy	0.221	orchestre
orchard	joy	0.221	verger
breezy	joy	0.219	frais
gardens	joy	0.219	jardins
castle	joy	0.219	Château
lamb	joy	0.219	agneau
possess	joy	0.219	posséder
bouttime	joy	0.212	l'heure du bout
pho	joy	0.212	Pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	musique country
teach	joy	0.212	apprendre
brisk	joy	0.212	rapide
ribbon	joy	0.212	ruban
raindrops	joy	0.212	gouttes de pluie
mucis	joy	0.212	mucus
repay	joy	0.212	rembourser
listneing	joy	0.212	écouter
nap	joy	0.206	sieste
legalized	joy	0.203	légalisé
unexpected	joy	0.203	inattendu
vernal	joy	0.203	vernal
chant	joy	0.203	chant
hire	joy	0.203	embaucher
uncontrollable	joy	0.203	incontrôlable
stillness	joy	0.203	immobilité
lights	joy	0.203	lumières
cove	joy	0.203	crique
save	joy	0.200	enregistrer
pastor	joy	0.197	pasteur
atone	joy	0.197	expier
symmetry	joy	0.197	symétrie
trees	joy	0.197	des arbres
oneday	joy	0.197	un jour
scripture	joy	0.196	écriture
mountains	joy	0.194	montagnes
craziness	joy	0.188	folie
tea	joy	0.188	thé
walking	joy	0.188	en marchant
whiteness	joy	0.188	blancheur
sympathetic	joy	0.188	sympathique
forefathers	joy	0.188	aïeux
pathway	joy	0.188	sentier
custom	joy	0.188	Douane
quiet	joy	0.188	calme
liquor	joy	0.188	alcool
soppy	joy	0.188	sentimental
patient	joy	0.186	patient
movingon	joy	0.182	passer à autre chose
score	joy	0.182	score
dollhouse	joy	0.182	maison de poupées
bath	joy	0.182	bain
supporter	joy	0.180	Supporter
accompaniment	joy	0.179	accompagnement
pursuit	joy	0.176	poursuite
outburst	joy	0.176	explosion
frosty	joy	0.174	glacial
luncheon	joy	0.172	déjeuner
service	joy	0.172	service
workout	joy	0.172	entraînement
closure	joy	0.172	fermeture
wintery	joy	0.172	hivernal
civilized	joy	0.169	civilisé
wages	joy	0.169	les salaires
december	joy	0.167	décembre
fain	joy	0.167	évanoui
glide	joy	0.162	glisser
acrobat	joy	0.162	acrobate
finally	joy	0.157	finalement
chai	joy	0.156	chaï
obtainable	joy	0.156	obtenable
elf	joy	0.156	elfe
peppermint	joy	0.156	menthe poivrée
break	joy	0.156	Pause
reproductive	joy	0.156	reproducteur
stroll	joy	0.156	flâner
organization	joy	0.156	organisme
bathtub	joy	0.156	baignoire
advent	joy	0.152	avènement
measured	joy	0.152	mesuré
balm	joy	0.152	baume
scifi	joy	0.152	science-fiction
spaniel	joy	0.145	épagneul
ditty	joy	0.141	chansonnette
oils	joy	0.141	huiles
tan	joy	0.141	bronzer
simple	joy	0.141	Facile
bubble	joy	0.141	bulle
beer	joy	0.141	Bière
green	joy	0.137	vert
makingdisciples	joy	0.136	faire des disciples
buss	joy	0.136	bus
books	joy	0.136	livres
chow	joy	0.135	bouffe
pitter	joy	0.134	pitter
flows	joy	0.130	les flux
silence	joy	0.127	le silence
bookstore	joy	0.125	librairie
solitude	joy	0.125	solitude
roadster	joy	0.125	roadster
circumstances	joy	0.125	conditions
wine	joy	0.125	vin
soak	joy	0.121	tremper
priesthood	joy	0.121	prêtrise
japan	joy	0.121	Japon
wilderness	joy	0.121	région sauvage
critical	joy	0.116	critique
neutral	joy	0.114	neutre
hunting	joy	0.109	chasse
sand	joy	0.109	le sable
opera	joy	0.109	opéra
weight	joy	0.109	lester
wind	joy	0.109	vent
untie	joy	0.109	délier
labor	joy	0.106	travail
classical	joy	0.106	classique
lake	joy	0.103	Lac
affliction	joy	0.103	affliction
organ	joy	0.094	organe
dwelling	joy	0.094	logement
tree	joy	0.090	arbre
pond	joy	0.089	étang
marrow	joy	0.078	moelle
latte	joy	0.078	latté
sipping	joy	0.076	en sirotant
benign	joy	0.074	bénin
majority	joy	0.073	majorité
leaf	joy	0.065	feuille
troubles	joy	0.062	troubles
basketball	joy	0.062	basket
explosions	joy	0.061	explosions
cream	joy	0.061	crème
shepherd	joy	0.058	berger
tuesday	joy	0.047	mardi
turbulence	joy	0.045	turbulence
calf	joy	0.040	veau
hardship	joy	0.031	épreuves
unhappiness	joy	0.016	le malheur
sixty	joy	0.016	soixante
mourning	sadness	0.969	deuil
heartbreaking	sadness	0.969	déchirant
tragic	sadness	0.961	tragique
holocaust	sadness	0.953	holocauste
suicidal	sadness	0.941	suicidaire
misery	sadness	0.938	misère
massacre	sadness	0.931	massacre
euthanasia	sadness	0.927	euthanasie
depression	sadness	0.925	la dépression
grieving	sadness	0.922	en deuil
bereavement	sadness	0.922	deuil
fatal	sadness	0.922	mortel
bereaved	sadness	0.920	privé
devastation	sadness	0.917	dévastation
death	sadness	0.915	décès
devastated	sadness	0.912	dévasté
suicide	sadness	0.912	suicide
catastrophe	sadness	0.911	catastrophe
horrifying	sadness	0.907	effroyable
died	sadness	0.906	décédés
tragedy	sadness	0.906	la tragédie
depressing	sadness	0.906	déprimant
anguish	sadness	0.902	angoisse
agony	sadness	0.900	agonie
deadly	sadness	0.898	mortel
weeping	sadness	0.896	larmes
stillbirth	sadness	0.891	mortinaissance
deceased	sadness	0.891	défunt
murderer	sadness	0.877	meurtrier
cancer	sadness	0.875	cancer
dying	sadness	0.875	mourant
rape	sadness	0.875	râpé
devastating	sadness	0.875	dévastateur
morbidity	sadness	0.864	morbidité
sadness	sadness	0.864	tristesse
execution	sadness	0.859	exécution
traumatic	sadness	0.859	traumatique
perish	sadness	0.859	périr
grief	sadness	0.859	douleur
abandonment	sadness	0.859	abandon
atrocity	sadness	0.859	atrocité
crucifixion	sadness	0.859	crucifixion
depressed	sadness	0.859	déprimé
cadaver	sadness	0.853	cadavre
treachery	sadness	0.848	traîtrise
betrayed	sadness	0.848	trahi
grieve	sadness	0.844	pleurer
suffering	sadness	0.844	Souffrance
funeral	sadness	0.844	funéraire
destroyed	sadness	0.844	détruit
homicide	sadness	0.844	homicide
hopelessness	sadness	0.844	désespoir
slaughtering	sadness	0.844	abattage
persecution	sadness	0.844	persécution
murderous	sadness	0.844	meurtrier
sorrow	sadness	0.844	tristesse
miserable	sadness	0.844	misérable
sad	sadness	0.844	triste
horrific	sadness	0.844	horrible
unhappiness	sadness	0.839	le malheur
bloodshed	sadness	0.836	effusion de sang
crippled	sadness	0.836	estropié
carnage	sadness	0.833	carnage
pained	sadness	0.833	peiné
manslaughter	sadness	0.833	homicide involontaire
unbearable	sadness	0.830	insupportable
stillborn	sadness	0.830	mort-né
morbid	sadness	0.828	morbide
annihilation	sadness	0.828	annihilation
helplessness	sadness	0.828	impuissance
mourn	sadness	0.828	faire le deuil
murder	sadness	0.828	meurtre
slavery	sadness	0.828	esclavage
abandoned	sadness	0.828	abandonné
horrors	sadness	0.828	horreurs
mutilation	sadness	0.828	mutilation
annihilated	sadness	0.828	anéanti
casualty	sadness	0.828	victime
enslaved	sadness	0.828	esclave
sickness	sadness	0.828	maladie
torment	sadness	0.828	tourmenter
miscarriage	sadness	0.824	fausse-couche
starvation	sadness	0.819	famine
mournful	sadness	0.812	triste
sadly	sadness	0.812	malheureusement
famine	sadness	0.812	famine
burial	sadness	0.812	enterrement
distraught	sadness	0.812	éperdu
failure	sadness	0.812	échec
killing	sadness	0.812	meurtre
despair	sadness	0.812	désespoir
cruelty	sadness	0.812	cruauté
saddens	sadness	0.812	attriste
oppression	sadness	0.812	oppression
heartache	sadness	0.812	chagrin
terrorism	sadness	0.812	terrorisme
disgrace	sadness	0.812	disgrâce
childloss	sadness	0.812	perte d'enfant
bloody	sadness	0.806	sanglant
perishing	sadness	0.804	périr
inhumanity	sadness	0.804	inhumanité
malignancy	sadness	0.803	malignité
mortification	sadness	0.802	mortification
slave	sadness	0.797	trimer
lifeless	sadness	0.797	sans vie
sarcoma	sadness	0.797	sarcome
dreadfully	sadness	0.797	terriblement
assassination	sadness	0.797	assassinat
perished	sadness	0.797	a péri
kill	sadness	0.797	tuer
devastate	sadness	0.797	dévaster
dreadful	sadness	0.797	horrible
mortuary	sadness	0.797	mortuaire
leukemia	sadness	0.797	leucémie
lethal	sadness	0.797	mortel
desolation	sadness	0.797	désolation
gallows	sadness	0.797	potence
brokenheart	sadness	0.792	coeur brisé
banishment	sadness	0.790	bannissement
afflict	sadness	0.789	affliger
disheartened	sadness	0.788	découragé
bury	sadness	0.781	enterrer
terrorize	sadness	0.781	terroriser
crying	sadness	0.781	pleurs
demoralized	sadness	0.781	démoralisé
tumour	sadness	0.781	tumeur
heartbreak	sadness	0.781	peine d'amour
desecration	sadness	0.781	profanation
die	sadness	0.773	mourir
lynch	sadness	0.773	lyncher
sufferer	sadness	0.770	victime
fatality	sadness	0.766	Fatalité
diseased	sadness	0.766	malade
doomed	sadness	0.766	condamné
fearful	sadness	0.766	craintif
destitute	sadness	0.766	dépourvu
abortion	sadness	0.766	Avortement
condolence	sadness	0.766	condoléances
torture	sadness	0.766	torture
dismemberment	sadness	0.766	démembrement
slayer	sadness	0.766	tueur
loneliness	sadness	0.766	solitude
cemetery	sadness	0.766	cimetière
moribund	sadness	0.758	moribond
painfully	sadness	0.758	douloureusement
disaster	sadness	0.758	un sinistre
depress	sadness	0.755	déprimer
condemnation	sadness	0.754	condamnation
obliteration	sadness	0.750	oblitération
damnation	sadness	0.750	damnation
sorrowful	sadness	0.750	douloureux
desperation	sadness	0.750	désespoir
cry	sadness	0.750	cri
terrorist	sadness	0.750	terroriste
painful	sadness	0.750	douloureux
abduction	sadness	0.750	enlèvement
incest	sadness	0.750	inceste
corpse	sadness	0.750	corps
deplorable	sadness	0.750	déplorable
pandemic	sadness	0.750	pandémie
sickening	sadness	0.750	écœurant
hemorrhage	sadness	0.750	hémorragie
guilt	sadness	0.750	culpabilité
depressive	sadness	0.750	dépressif
doomsday	sadness	0.750	jour du Jugement dernier
defeated	sadness	0.750	vaincu
victimized	sadness	0.750	victime
regretful	sadness	0.750	de regret
unhappy	sadness	0.750	malheureux
unfairness	sadness	0.745	injustice
molestation	sadness	0.744	attentat à la pudeur
abysmal	sadness	0.742	épouvantable
exile	sadness	0.742	exilé
hellish	sadness	0.738	atroce
exterminate	sadness	0.736	exterminer
destroying	sadness	0.734	détruire
miserably	sadness	0.734	misérablement
disastrous	sadness	0.734	catastrophique
battered	sadness	0.734	battu
morgue	sadness	0.734	morgue
assassin	sadness	0.734	assassin
horrid	sadness	0.734	affreux
disgraced	sadness	0.734	disgracié
homeless	sadness	0.734	sans-abri
earthquake	sadness	0.734	tremblement de terre
orphan	sadness	0.734	orphelin
slaughter	sadness	0.734	abattage
warfare	sadness	0.734	guerre
betrayal	sadness	0.734	trahison
lonesome	sadness	0.734	solitaire
listless	sadness	0.729	indifférent
unfortunately	sadness	0.727	malheureusement
emptiness	sadness	0.727	vide
grave	sadness	0.727	la tombe
alienated	sadness	0.727	aliéné
fraught	sadness	0.722	chargé
violently	sadness	0.719	violemment
woe	sadness	0.719	malheur
heartless	sadness	0.719	sans coeur
malicious	sadness	0.719	mal intentionné
missing	sadness	0.719	disparu
paralysis	sadness	0.719	paralysie
horror	sadness	0.719	horreur
ashamed	sadness	0.719	honteux
forsaken	sadness	0.719	abandonné
emaciated	sadness	0.719	émacié
atrophy	sadness	0.719	atrophie
danger	sadness	0.719	danger
pain	sadness	0.719	la douleur
cripple	sadness	0.719	paralyser
cried	sadness	0.719	pleuré
disheartening	sadness	0.719	décourageant
leprosy	sadness	0.719	lèpre
demise	sadness	0.717	disparition
disgruntled	sadness	0.712	mécontent
rejected	sadness	0.712	rejeté
sickly	sadness	0.712	maladif
violence	sadness	0.712	la violence
torn	sadness	0.710	déchiré
calamity	sadness	0.709	calamité
grim	sadness	0.708	sombre
grievous	sadness	0.704	grave
deformed	sadness	0.703	déformé
deformity	sadness	0.703	déformation
punishing	sadness	0.703	punir
hearse	sadness	0.703	corbillard
meltdown	sadness	0.703	effondrement
incurable	sadness	0.703	incurable
extinct	sadness	0.703	éteint
victim	sadness	0.703	victime
suffocating	sadness	0.703	étouffant
tearful	sadness	0.703	en larmes
obit	sadness	0.703	nécrologie
oppressor	sadness	0.703	oppresseur
slaughterhouse	sadness	0.703	abattoir
abandon	sadness	0.703	abandonner
crushed	sadness	0.703	écrasé
isolation	sadness	0.703	isolation
decomposition	sadness	0.703	décomposition
inhuman	sadness	0.703	inhumain
disfigured	sadness	0.703	défiguré
buried	sadness	0.703	enterré
strangle	sadness	0.703	étrangler
isolate	sadness	0.703	isoler
humiliate	sadness	0.703	humilier
carcinoma	sadness	0.703	carcinome
hell	sadness	0.700	enfer
lifesucks	sadness	0.700	suce la vie
ruinous	sadness	0.698	ruineux
banish	sadness	0.697	bannir
widow	sadness	0.697	veuve
accursed	sadness	0.697	maudit
ruined	sadness	0.697	ruiné
vanished	sadness	0.695	disparu
displaced	sadness	0.691	déplacé
poverty	sadness	0.690	la pauvreté
hopeless	sadness	0.688	désespéré
regretting	sadness	0.688	regretter
widower	sadness	0.688	veuf
stab	sadness	0.688	coup de couteau
deserted	sadness	0.688	déserté
insanity	sadness	0.688	folie
teary	sadness	0.688	larmoyant
hurt	sadness	0.688	blesser
terminal	sadness	0.688	Terminal
shooting	sadness	0.688	tournage
banished	sadness	0.688	banni
hospice	sadness	0.688	hospice
depraved	sadness	0.688	dépravé
nohope	sadness	0.688	sans espoir
sob	sadness	0.688	sanglot
imprisoned	sadness	0.688	détenu
travesty	sadness	0.688	travestir
loss	sadness	0.688	perte
hurtful	sadness	0.688	nuisible
dementia	sadness	0.688	démence
pathetic	sadness	0.688	pathétique
neglected	sadness	0.688	négligé
epidemic	sadness	0.688	épidémie
illness	sadness	0.688	maladies
foreveralone	sadness	0.688	toujours seul
infidelity	sadness	0.688	infidélité
dismissal	sadness	0.686	congédiement
alienation	sadness	0.685	aliénation
hardship	sadness	0.685	épreuves
choke	sadness	0.682	étouffer
kidnap	sadness	0.682	kidnapper
bleeding	sadness	0.673	saignement
punished	sadness	0.672	puni
malevolent	sadness	0.672	malveillant
gory	sadness	0.672	sanglant
wail	sadness	0.672	lamenter
despairing	sadness	0.672	désespéré
coffin	sadness	0.672	cercueil
disparage	sadness	0.672	dénigrer
missingyou	sadness	0.672	vous me manquez
obituary	sadness	0.672	nécrologie
deprivation	sadness	0.672	privation
abortive	sadness	0.672	abortif
evil	sadness	0.672	mauvais
wretch	sadness	0.672	misérable
imprisonment	sadness	0.672	emprisonnement
outcast	sadness	0.672	banni
belittle	sadness	0.672	rabaisser
poison	sadness	0.672	poison
frightful	sadness	0.672	affreux
decomposed	sadness	0.672	décomposé
wretched	sadness	0.672	misérable
feelingdown	sadness	0.672	se sentir mal
disabled	sadness	0.672	désactivé
woefully	sadness	0.672	lamentablement
barren	sadness	0.670	Dénudé
executioner	sadness	0.667	bourreau
poisoned	sadness	0.667	empoisonné
disease	sadness	0.665	maladie
oppress	sadness	0.664	opprimer
disembodied	sadness	0.660	désincarné
steal	sadness	0.656	voler
jail	sadness	0.656	prison
dreary	sadness	0.656	morne
shitty	sadness	0.656	merdique
ailing	sadness	0.656	malade
polio	sadness	0.656	polio
blighted	sadness	0.656	gâté
hate	sadness	0.656	détester
demonic	sadness	0.656	démoniaque
weep	sadness	0.656	verser des larmes
lamenting	sadness	0.656	se lamenter
ruin	sadness	0.656	ruine
bleak	sadness	0.656	sombre
tear	sadness	0.656	larme
peril	sadness	0.656	péril
casket	sadness	0.656	cercueil
mangle	sadness	0.656	mutiler
lonely	sadness	0.656	solitaire
carcass	sadness	0.653	carcasse
cowardice	sadness	0.652	lâcheté
regretted	sadness	0.652	regretté
beating	sadness	0.652	battement
disability	sadness	0.648	invalidité
affliction	sadness	0.645	affliction
infertility	sadness	0.641	infertilité
emergency	sadness	0.641	urgence
stricken	sadness	0.641	sinistré
powerless	sadness	0.641	impuissant
inequality	sadness	0.641	inégalité
poisonous	sadness	0.641	toxique
shroud	sadness	0.641	envelopper
exorcism	sadness	0.641	exorcisme
woeful	sadness	0.641	triste
worry	sadness	0.641	inquiétude
perilous	sadness	0.641	périlleux
drown	sadness	0.641	noyer
failing	sadness	0.641	échouer
scourge	sadness	0.641	fléau
hatred	sadness	0.641	haine
terribly	sadness	0.641	terriblement
awful	sadness	0.641	terrible
termination	sadness	0.641	Résiliation
sinful	sadness	0.641	coupable
incarceration	sadness	0.641	incarcération
psychosis	sadness	0.638	psychose
lament	sadness	0.636	complainte
demolish	sadness	0.636	démolir
dismay	sadness	0.636	consternation
disappointed	sadness	0.636	désappointé
burdensome	sadness	0.634	pénible
