English Word	Emotion	Emotion-Intensity-Score	Kannada Word
renovation	joy	0.333	ನವೀಕರಣ
dawn	joy	0.333	ಮುಂಜಾನೆ
connoisseur	joy	0.333	ಕಾನಸರ್
gazing	joy	0.333	ನೋಡುತ್ತಿದೆ
obliging	joy	0.333	ಕಡ್ಡಾಯ
partner	joy	0.333	ಪಾಲುದಾರ
foodie	joy	0.331	ಆಹಾರಪ್ರಿಯ
synchronize	joy	0.329	ಸಿಂಕ್ರೊನೈಸ್
tribulation	joy	0.328	ಕ್ಲೇಶ
psalm	joy	0.328	ಕೀರ್ತನೆ
pedicure	joy	0.328	ಪಾದೋಪಚಾರ
noregrets	joy	0.328	ವಿಷಾದಿಸುತ್ತಾನೆ
chirping	joy	0.328	ಚಿಲಿಪಿಲಿಗುಟ್ಟುತ್ತಿದೆ
saint	joy	0.328	ಸಂತ
healing	joy	0.328	ಗುಣಪಡಿಸುವುದು
carol	joy	0.328	ಕರೋಲ್
true	joy	0.328	ನಿಜ
hobby	joy	0.328	ಹವ್ಯಾಸ
amnesty	joy	0.328	ಕ್ಷಮಾದಾನ
respite	joy	0.324	ಬಿಡುವು
recreational	joy	0.318	ಮನರಂಜನಾ
cousins	joy	0.318	ಸೋದರ ಸಂಬಂಧಿಗಳು
mellow	joy	0.318	ಮಧುರವಾದ
restorative	joy	0.318	ಪುನಶ್ಚೈತನ್ಯಕಾರಿ
lazyday	joy	0.318	ಸೋಮಾರಿ ದಿನ
classics	joy	0.318	ಕ್ಲಾಸಿಕ್ಸ್
reconciliation	joy	0.316	ಸಮನ್ವಯ
woods	joy	0.312	ಕಾಡುಗಳು
progression	joy	0.312	ಪ್ರಗತಿ
muchneeded	joy	0.312	ಹೆಚ್ಚು ಅಗತ್ಯವಿದೆ
sterling	joy	0.312	ಸ್ಟರ್ಲಿಂಗ್
dove	joy	0.312	ಪಾರಿವಾಳ
simplify	joy	0.312	ಸರಳಗೊಳಿಸುವ
fitness	joy	0.312	ಫಿಟ್ನೆಸ್
sunset	joy	0.312	ಸೂರ್ಯಾಸ್ತ
wisdom	joy	0.312	ಬುದ್ಧಿವಂತಿಕೆ
relight	joy	0.312	ಮತ್ತೆ ಬೆಳಕು
living	joy	0.312	ದೇಶ
presto	joy	0.312	ಪ್ರೆಸ್ಟೊ
playhouse	joy	0.312	ಆಟದ ಮನೆ
superman	joy	0.312	ಮಹಾಮಾನವ
pony	joy	0.312	ಕುದುರೆ
recovery	joy	0.312	ಚೇತರಿಕೆ
crafts	joy	0.312	ಕರಕುಶಲ ವಸ್ತುಗಳು
lord	joy	0.312	ಪ್ರಭು
deal	joy	0.312	ಒಪ್ಪಂದ
improvement	joy	0.309	ಸುಧಾರಣೆ
infant	joy	0.309	ಶಿಶು
absolution	joy	0.306	ವಿಮೋಚನೆ
honest	joy	0.303	ಪ್ರಾಮಾಣಿಕ
gently	joy	0.303	ನಿಧಾನವಾಗಿ
banquet	joy	0.303	ಔತಣಕೂಟ
established	joy	0.303	ಸ್ಥಾಪಿಸಲಾಯಿತು
endless	joy	0.303	ಅಂತ್ಯವಿಲ್ಲದ
decorating	joy	0.303	ಅಲಂಕರಣ
providing	joy	0.300	ಒದಗಿಸುತ್ತಿದೆ
lounging	joy	0.297	ಲಾಂಗಿಂಗ್
growth	joy	0.297	ಬೆಳವಣಿಗೆ
strolling	joy	0.297	ಅಡ್ಡಾಡುವುದು
feat	joy	0.297	ಸಾಧನೆ
morals	joy	0.297	ನೈತಿಕತೆಗಳು
mine	joy	0.297	ನನ್ನದು
spending	joy	0.297	ಖರ್ಚು
light	joy	0.297	ಬೆಳಕು
spiritual	joy	0.297	ಆಧ್ಯಾತ್ಮಿಕ
quaint	joy	0.297	ವಿಲಕ್ಷಣ
fraternal	joy	0.297	ಸೋದರಸಂಬಂಧಿ
notable	joy	0.297	ಗಮನಾರ್ಹ
softly	joy	0.297	ಮೃದುವಾಗಿ
harvest	joy	0.297	ಕೊಯ್ಲು
yearning	joy	0.297	ಹಂಬಲಿಸುತ್ತಿದೆ
breeze	joy	0.297	ತಂಗಾಳಿ
joker	joy	0.297	ಜೋಕರ್
meditating	joy	0.297	ಧ್ಯಾನಿಸುತ್ತಿದ್ದಾರೆ
fervor	joy	0.295	ಉತ್ಸಾಹ
quotes	joy	0.294	ಉಲ್ಲೇಖಗಳು
volunteer	joy	0.294	ಸ್ವಯಂಸೇವಕ
gain	joy	0.288	ಲಾಭ
resources	joy	0.288	ಸಂಪನ್ಮೂಲಗಳು
create	joy	0.288	ರಚಿಸಿ
psalms	joy	0.288	ಕೀರ್ತನೆಗಳು
hippie	joy	0.288	ಹಿಪ್ಪಿ
taoism	joy	0.288	ಟಾವೊ ತತ್ತ್ವ
midwife	joy	0.288	ಸೂಲಗಿತ್ತಿ
receiving	joy	0.287	ಪಡೆಯುತ್ತಿದೆ
snowfall	joy	0.286	ಹಿಮಪಾತ
ocean	joy	0.286	ಸಾಗರ
lsd	joy	0.286	ಎಲ್ಎಸ್ಡಿ
hiking	joy	0.283	ಪಾದಯಾತ್ರೆ
evergreen	joy	0.281	ನಿತ್ಯಹರಿದ್ವರ್ಣ
destination	joy	0.281	ತಲುಪುವ ದಾರಿ
candid	joy	0.281	ಸೀದಾ
unwind	joy	0.281	ಬಿಚ್ಚುವ
truce	joy	0.281	ಕದನವಿರಾಮ
toast	joy	0.281	ಟೋಸ್ಟ್
chill	joy	0.281	ತಣ್ಣಗೆ
infinity	joy	0.281	ಅನಂತ
rested	joy	0.281	ವಿಶ್ರಾಂತಿ ಪಡೆದರು
buzzing	joy	0.281	ಝೇಂಕರಿಸುತ್ತಿದೆ
venerable	joy	0.279	ಪೂಜ್ಯ
balance	joy	0.275	ಸಮತೋಲನ
retirement	joy	0.275	ನಿವೃತ್ತಿ
fireplace	joy	0.273	ಅಗ್ಗಿಸ್ಟಿಕೆ
buddha	joy	0.273	ಬುದ್ಧ
devout	joy	0.273	ಭಕ್ತ
drinks	joy	0.273	ಪಾನೀಯಗಳು
rapt	joy	0.273	ರ್ಯಾಪ್ಟ್
swim	joy	0.273	ಈಜು
compensate	joy	0.273	ಸರಿದೂಗಿಸು
snowing	joy	0.271	ಹಿಮಪಾತ
sublimation	joy	0.270	ಉತ್ಪತನ
fruity	joy	0.268	ಹಣ್ಣಿನಂತಹ
sunday	joy	0.266	ಭಾನುವಾರ
sketching	joy	0.266	ಸ್ಕೆಚಿಂಗ್
paragon	joy	0.266	ಪ್ಯಾರಾಗಾನ್
humility	joy	0.266	ನಮ್ರತೆ
ministry	joy	0.266	ಸಚಿವಾಲಯ
waves	joy	0.266	ಅಲೆಗಳು
cathedral	joy	0.266	ಕ್ಯಾಥೆಡ್ರಲ್
sun	joy	0.266	ಸೂರ್ಯ
yoga	joy	0.266	ಯೋಗ
fortitude	joy	0.266	ಸ್ಥೈರ್ಯ
salute	joy	0.266	ವಂದನೆ
buddhism	joy	0.266	ಬೌದ್ಧಧರ್ಮ
whim	joy	0.266	ಹುಚ್ಚಾಟಿಕೆ
artwork	joy	0.265	ಕಲಾಕೃತಿ
practiced	joy	0.264	ಅಭ್ಯಾಸ ಮಾಡಿದರು
clean	joy	0.260	ಶುದ್ಧ
running	joy	0.258	ಓಡುತ್ತಿದೆ
clarity	joy	0.258	ಸ್ಪಷ್ಟತೆ
found	joy	0.258	ಕಂಡು
fitting	joy	0.258	ಅಳವಡಿಸುವ
immerse	joy	0.258	ಮುಳುಗಿಸಿ
exercise	joy	0.258	ವ್ಯಾಯಾಮ
food	joy	0.258	ಆಹಾರ
autumn	joy	0.254	ಶರತ್ಕಾಲ
fit	joy	0.250	ಸರಿಹೊಂದುತ್ತದೆ
morning	joy	0.250	ಬೆಳಗ್ಗೆ
contagious	joy	0.250	ಅಂಟುರೋಗ
outdoors	joy	0.250	ಹೊರಾಂಗಣದಲ್ಲಿ
hardy	joy	0.250	ಹಾರ್ಡಿ
candles	joy	0.250	ಮೇಣದಬತ್ತಿಗಳು
advocacy	joy	0.250	ವಕಾಲತ್ತು
countryside	joy	0.250	ಗ್ರಾಮಾಂತರ
demonstrative	joy	0.250	ಪ್ರದರ್ಶನಾತ್ಮಕ
football	joy	0.250	ಫುಟ್ಬಾಲ್
chirp	joy	0.250	ಚಿಲಿಪಿಲಿ
chilled	joy	0.250	ತಣ್ಣಗಾದ
undying	joy	0.250	ಸಾಯುತ್ತಿಲ್ಲ
visitor	joy	0.250	ಸಂದರ್ಶಕ
clap	joy	0.250	ಚಪ್ಪಾಳೆ ತಟ್ಟುತ್ತಾರೆ
diary	joy	0.250	ಡೈರಿ
ardent	joy	0.250	ಉತ್ಕಟ
expedient	joy	0.250	ಅನುಕೂಲಕರ
mountain	joy	0.250	ಪರ್ವತ
cradle	joy	0.247	ತೊಟ್ಟಿಲು
trance	joy	0.246	ಟ್ರಾನ್ಸ್
intense	joy	0.242	ತೀವ್ರ
procession	joy	0.242	ಮೆರವಣಿಗೆ
church	joy	0.242	ಚರ್ಚ್
pay	joy	0.242	ಪಾವತಿ
supremacy	joy	0.242	ಶ್ರೇಷ್ಠತೆ
preservative	joy	0.242	ಸಂರಕ್ಷಕ
grow	joy	0.242	ಬೆಳೆಯುತ್ತವೆ
breakfast	joy	0.242	ಉಪಹಾರ
consecration	joy	0.235	ಪವಿತ್ರೀಕರಣ
salary	joy	0.234	ಸಂಬಳ
lifetime	joy	0.234	ಜೀವಮಾನ
incense	joy	0.234	ಧೂಪದ್ರವ್ಯ
ordination	joy	0.234	ದೀಕ್ಷೆ
snowy	joy	0.234	ಹಿಮಭರಿತ
art	joy	0.234	ಕಲೆ
nursery	joy	0.234	ನರ್ಸರಿ
skiing	joy	0.234	ಸ್ಕೀಯಿಂಗ್
candle	joy	0.234	ಮೋಂಬತ್ತಿ
doll	joy	0.234	ಗೊಂಬೆ
vote	joy	0.234	ಮತ
humbled	joy	0.234	ವಿನೀತನಾದ
lyre	joy	0.234	ಲೈರ್
pastry	joy	0.229	ಪೇಸ್ಟ್ರಿ
remedy	joy	0.227	ಪರಿಹಾರ
chilling	joy	0.227	ತಣ್ಣಗಾಗುತ್ತಿದೆ
firefly	joy	0.227	ಮಿಂಚುಹುಳು
rescue	joy	0.225	ಪಾರುಗಾಣಿಕಾ
camping	joy	0.221	ಕ್ಯಾಂಪಿಂಗ್
perspective	joy	0.221	ದೃಷ್ಟಿಕೋನ
orchestra	joy	0.221	ಆರ್ಕೆಸ್ಟ್ರಾ
orchard	joy	0.221	ಹಣ್ಣಿನ ತೋಟ
breezy	joy	0.219	ತಂಗಾಳಿಯುಳ್ಳ
gardens	joy	0.219	ತೋಟಗಳು
castle	joy	0.219	ಕೋಟೆ
lamb	joy	0.219	ಕುರಿಮರಿ
possess	joy	0.219	ಹೊಂದಿರುತ್ತಾರೆ
bouttime	joy	0.212	ಯುದ್ಧದ ಸಮಯ
pho	joy	0.212	ಫೋ
reggae	joy	0.212	ರೆಗ್ಗೀ
countrymusic	joy	0.212	ಹಳ್ಳಿಗಾಡಿನ ಸಂಗೀತ
teach	joy	0.212	ಕಲಿಸುತ್ತಾರೆ
brisk	joy	0.212	ಚುರುಕಾದ
ribbon	joy	0.212	ರಿಬ್ಬನ್
raindrops	joy	0.212	ಮಳೆಹನಿಗಳು
mucis	joy	0.212	ಮ್ಯೂಸಿಸ್
repay	joy	0.212	ಮರುಪಾವತಿ
listneing	joy	0.212	ಕೇಳುತ್ತಿದೆ
nap	joy	0.206	ಚಿಕ್ಕನಿದ್ರೆ
legalized	joy	0.203	ಕಾನೂನುಬದ್ಧಗೊಳಿಸಲಾಗಿದೆ
unexpected	joy	0.203	ಅನಿರೀಕ್ಷಿತ
vernal	joy	0.203	ವಸಂತಕಾಲದ
chant	joy	0.203	ಪಠಣ
hire	joy	0.203	ಬಾಡಿಗೆಗೆ
uncontrollable	joy	0.203	ನಿಯಂತ್ರಿಸಲಾಗದ
stillness	joy	0.203	ನಿಶ್ಚಲತೆ
lights	joy	0.203	ದೀಪಗಳು
cove	joy	0.203	ಕೋವ್
save	joy	0.200	ಉಳಿಸಿ
pastor	joy	0.197	ಪಾದ್ರಿ
atone	joy	0.197	ಪ್ರಾಯಶ್ಚಿತ್ತ
symmetry	joy	0.197	ಸಮ್ಮಿತಿ
trees	joy	0.197	ಮರಗಳು
oneday	joy	0.197	ಒಂದು ದಿನ
scripture	joy	0.196	ಧರ್ಮಗ್ರಂಥ
mountains	joy	0.194	ಪರ್ವತಗಳು
craziness	joy	0.188	ಹುಚ್ಚುತನ
tea	joy	0.188	ಚಹಾ
walking	joy	0.188	ವಾಕಿಂಗ್
whiteness	joy	0.188	ಬಿಳುಪು
sympathetic	joy	0.188	ಸಹಾನುಭೂತಿಯುಳ್ಳ
forefathers	joy	0.188	ಪೂರ್ವಜರು
pathway	joy	0.188	ಮಾರ್ಗ
custom	joy	0.188	ಪದ್ಧತಿ
quiet	joy	0.188	ಸ್ತಬ್ಧ
liquor	joy	0.188	ಮದ್ಯ
soppy	joy	0.188	ಸೊಪ್ಪಿ
patient	joy	0.186	ರೋಗಿಯ
movingon	joy	0.182	ಚಲಿಸುತ್ತಿದೆ
score	joy	0.182	ಅಂಕ
dollhouse	joy	0.182	ಬೊಂಬೆಮನೆ
bath	joy	0.182	ಸ್ನಾನ
supporter	joy	0.180	ಬೆಂಬಲಿಗ
accompaniment	joy	0.179	ಪಕ್ಕವಾದ್ಯ
pursuit	joy	0.176	ಅನ್ವೇಷಣೆ
outburst	joy	0.176	ಏಕಾಏಕಿ
frosty	joy	0.174	ಫ್ರಾಸ್ಟಿ
luncheon	joy	0.172	ಊಟದ
service	joy	0.172	ಸೇವೆ
workout	joy	0.172	ತಾಲೀಮು
closure	joy	0.172	ಮುಚ್ಚಿದ
wintery	joy	0.172	ಚಳಿಗಾಲದ
civilized	joy	0.169	ಸುಸಂಸ್ಕೃತ
wages	joy	0.169	ವೇತನ
december	joy	0.167	ಡಿಸೆಂಬರ್
fain	joy	0.167	ಕ್ಷೀಣ
glide	joy	0.162	ಗ್ಲೈಡ್
acrobat	joy	0.162	ಅಕ್ರೋಬ್ಯಾಟ್
finally	joy	0.157	ಅಂತಿಮವಾಗಿ
chai	joy	0.156	ಚಾಯ್
obtainable	joy	0.156	ಪಡೆಯಬಹುದಾಗಿದೆ
elf	joy	0.156	ಯಕ್ಷಿಣಿ
peppermint	joy	0.156	ಪುದೀನಾ
break	joy	0.156	ಬ್ರೇಕ್
reproductive	joy	0.156	ಸಂತಾನೋತ್ಪತ್ತಿ
stroll	joy	0.156	ದೂರ ಅಡ್ಡಾಡು
organization	joy	0.156	ಸಂಸ್ಥೆ
bathtub	joy	0.156	ಸ್ನಾನದ ತೊಟ್ಟಿ
advent	joy	0.152	ಆಗಮನ
measured	joy	0.152	ಅಳತೆ ಮಾಡಲಾಗಿದೆ
balm	joy	0.152	ಮುಲಾಮು
scifi	joy	0.152	ವೈಜ್ಞಾನಿಕ
spaniel	joy	0.145	ಸ್ಪೈನಿಯೆಲ್
ditty	joy	0.141	ಕೊಳಕು
oils	joy	0.141	ತೈಲಗಳು
tan	joy	0.141	ಕಂದುಬಣ್ಣ
simple	joy	0.141	ಸರಳ
bubble	joy	0.141	ಗುಳ್ಳೆ
beer	joy	0.141	ಬಿಯರ್
green	joy	0.137	ಹಸಿರು
makingdisciples	joy	0.136	ಶಿಷ್ಯರನ್ನಾಗಿ ಮಾಡುವುದು
buss	joy	0.136	ಬಸ್ಸುಗಳು
books	joy	0.136	ಪುಸ್ತಕಗಳು
chow	joy	0.135	ಚೌ
pitter	joy	0.134	ಪಿಟರ್
flows	joy	0.130	ಹರಿಯುತ್ತದೆ
silence	joy	0.127	ಮೌನ
bookstore	joy	0.125	ಪುಸ್ತಕದಂಗಡಿ
solitude	joy	0.125	ಏಕಾಂತ
roadster	joy	0.125	ರೋಡ್ಸ್ಟರ್
circumstances	joy	0.125	ಸಂದರ್ಭಗಳು
wine	joy	0.125	ವೈನ್
soak	joy	0.121	ನೆನೆಸು
priesthood	joy	0.121	ಪುರೋಹಿತಶಾಹಿ
japan	joy	0.121	ಜಪಾನ್
wilderness	joy	0.121	ಕಾಡು
critical	joy	0.116	ನಿರ್ಣಾಯಕ
neutral	joy	0.114	ತಟಸ್ಥ
hunting	joy	0.109	ಬೇಟೆಯಾಡುವುದು
sand	joy	0.109	ಮರಳು
opera	joy	0.109	ಒಪೆರಾ
weight	joy	0.109	ತೂಕ
wind	joy	0.109	ಗಾಳಿ
untie	joy	0.109	ಬಿಚ್ಚು
labor	joy	0.106	ಶ್ರಮ
classical	joy	0.106	ಶಾಸ್ತ್ರೀಯ
lake	joy	0.103	ಸರೋವರ
affliction	joy	0.103	ಸಂಕಟ
organ	joy	0.094	ಅಂಗ
dwelling	joy	0.094	ವಾಸ
tree	joy	0.090	ಮರ
pond	joy	0.089	ಕೊಳ
marrow	joy	0.078	ಮಜ್ಜೆ
latte	joy	0.078	ಲ್ಯಾಟೆ
sipping	joy	0.076	ಸಿಪ್ಪಿಂಗ್
benign	joy	0.074	ಸೌಮ್ಯವಾದ
majority	joy	0.073	ಬಹುಮತ
leaf	joy	0.065	ಎಲೆ
troubles	joy	0.062	ತೊಂದರೆಗಳು
basketball	joy	0.062	ಬ್ಯಾಸ್ಕೆಟ್ಬಾಲ್
explosions	joy	0.061	ಸ್ಫೋಟಗಳು
cream	joy	0.061	ಕೆನೆ
shepherd	joy	0.058	ಕುರುಬ
tuesday	joy	0.047	ಮಂಗಳವಾರ
turbulence	joy	0.045	ಪ್ರಕ್ಷುಬ್ಧತೆ
calf	joy	0.040	ಕರು
hardship	joy	0.031	ಕಷ್ಟ
unhappiness	joy	0.016	ಅಸಂತೋಷ
sixty	joy	0.016	ಅರವತ್ತು
mourning	sadness	0.969	ಸಂತಾಪ
heartbreaking	sadness	0.969	ಹೃದಯವಿದ್ರಾವಕ
tragic	sadness	0.961	ದುರಂತ
holocaust	sadness	0.953	ಹತ್ಯಾಕಾಂಡ
suicidal	sadness	0.941	ಆತ್ಮಹತ್ಯಾ
misery	sadness	0.938	ದುಃಸ್ಥಿತಿ
massacre	sadness	0.931	ಹತ್ಯಾಕಾಂಡ
euthanasia	sadness	0.927	ದಯಾಮರಣ
depression	sadness	0.925	ಖಿನ್ನತೆ
grieving	sadness	0.922	ದುಃಖಿಸುತ್ತಿದೆ
bereavement	sadness	0.922	ವಿರಹ
fatal	sadness	0.922	ಮಾರಣಾಂತಿಕ
bereaved	sadness	0.920	ದುಃಖಿತನಾದ
devastation	sadness	0.917	ವಿನಾಶ
death	sadness	0.915	ಸಾವು
devastated	sadness	0.912	ಧ್ವಂಸವಾಯಿತು
suicide	sadness	0.912	ಆತ್ಮಹತ್ಯೆ
catastrophe	sadness	0.911	ದುರಂತ
horrifying	sadness	0.907	ಭಯಾನಕ
died	sadness	0.906	ನಿಧನರಾದರು
tragedy	sadness	0.906	ದುರಂತ
depressing	sadness	0.906	ಖಿನ್ನನಾಗುತ್ತಿದೆ
anguish	sadness	0.902	ವೇದನೆ
agony	sadness	0.900	ಸಂಕಟ
deadly	sadness	0.898	ಮಾರಕ
weeping	sadness	0.896	ಅಳುವುದು
stillbirth	sadness	0.891	ಸತ್ತ ಜನನ
deceased	sadness	0.891	ಮೃತರು
murderer	sadness	0.877	ಕೊಲೆಗಾರ
cancer	sadness	0.875	ಕ್ಯಾನ್ಸರ್
dying	sadness	0.875	ಸಾಯುತ್ತಿದ್ದಾರೆ
rape	sadness	0.875	ಅತ್ಯಾಚಾರ
devastating	sadness	0.875	ವಿನಾಶಕಾರಿ
morbidity	sadness	0.864	ಅಸ್ವಸ್ಥತೆ
sadness	sadness	0.864	ದುಃಖ
execution	sadness	0.859	ಮರಣದಂಡನೆ
traumatic	sadness	0.859	ಆಘಾತಕಾರಿ
perish	sadness	0.859	ನಾಶವಾಗು
grief	sadness	0.859	ದುಃಖ
abandonment	sadness	0.859	ತ್ಯಜಿಸುವಿಕೆ
atrocity	sadness	0.859	ದೌರ್ಜನ್ಯ
crucifixion	sadness	0.859	ಶಿಲುಬೆಗೇರಿಸುವಿಕೆ
depressed	sadness	0.859	ಖಿನ್ನನಾದ
cadaver	sadness	0.853	ಶವ
treachery	sadness	0.848	ವಿಶ್ವಾಸಘಾತುಕತನ
betrayed	sadness	0.848	ದ್ರೋಹ ಬಗೆದರು
grieve	sadness	0.844	ದುಃಖಿಸುತ್ತಾರೆ
suffering	sadness	0.844	ಬಳಲುತ್ತಿರುವ
funeral	sadness	0.844	ಅಂತ್ಯಕ್ರಿಯೆ
destroyed	sadness	0.844	ನಾಶವಾಯಿತು
homicide	sadness	0.844	ನರಹತ್ಯೆ
hopelessness	sadness	0.844	ಹತಾಶತೆ
slaughtering	sadness	0.844	ವಧೆ
persecution	sadness	0.844	ಕಿರುಕುಳ
murderous	sadness	0.844	ಕೊಲೆಗಾರ
sorrow	sadness	0.844	ದುಃಖ
miserable	sadness	0.844	ಶೋಚನೀಯ
sad	sadness	0.844	ದುಃಖ
horrific	sadness	0.844	ಭಯಾನಕ
unhappiness	sadness	0.839	ಅಸಂತೋಷ
bloodshed	sadness	0.836	ರಕ್ತಪಾತ
crippled	sadness	0.836	ಅಂಗವಿಕಲ
carnage	sadness	0.833	ಹತ್ಯಾಕಾಂಡ
pained	sadness	0.833	ನೋವಾಯಿತು
manslaughter	sadness	0.833	ನರಹತ್ಯೆ
unbearable	sadness	0.830	ಅಸಹನೀಯ
stillborn	sadness	0.830	ಸತ್ತೇ ಹುಟ್ಟಿದ
morbid	sadness	0.828	ರೋಗಗ್ರಸ್ತ
annihilation	sadness	0.828	ಸರ್ವನಾಶ
helplessness	sadness	0.828	ಅಸಹಾಯಕತೆ
mourn	sadness	0.828	ಶೋಕಿಸುತ್ತಾರೆ
murder	sadness	0.828	ಕೊಲೆ
slavery	sadness	0.828	ಗುಲಾಮಗಿರಿ
abandoned	sadness	0.828	ಕೈಬಿಡಲಾಯಿತು
horrors	sadness	0.828	ಭಯಾನಕತೆಗಳು
mutilation	sadness	0.828	ಅಂಗವಿಕಲತೆ
annihilated	sadness	0.828	ಸರ್ವನಾಶವಾಯಿತು
casualty	sadness	0.828	ಅಪಘಾತ
enslaved	sadness	0.828	ಗುಲಾಮನಾದ
sickness	sadness	0.828	ಅನಾರೋಗ್ಯ
torment	sadness	0.828	ಹಿಂಸೆ
miscarriage	sadness	0.824	ಗರ್ಭಪಾತ
starvation	sadness	0.819	ಹಸಿವು
mournful	sadness	0.812	ಶೋಕಭರಿತ
sadly	sadness	0.812	ದುಃಖದಿಂದ
famine	sadness	0.812	ಬರಗಾಲ
burial	sadness	0.812	ಸಮಾಧಿ
distraught	sadness	0.812	ವಿಚಲಿತನಾದ
failure	sadness	0.812	ವೈಫಲ್ಯ
killing	sadness	0.812	ಕೊಲ್ಲುವುದು
despair	sadness	0.812	ಹತಾಶೆ
cruelty	sadness	0.812	ಕ್ರೌರ್ಯ
saddens	sadness	0.812	ದುಃಖವಾಗುತ್ತದೆ
oppression	sadness	0.812	ದಬ್ಬಾಳಿಕೆ
heartache	sadness	0.812	ಹೃದಯ ನೋವು
terrorism	sadness	0.812	ಭಯೋತ್ಪಾದನೆ
disgrace	sadness	0.812	ಅವಮಾನ
childloss	sadness	0.812	ಮಕ್ಕಳ ನಷ್ಟ
bloody	sadness	0.806	ರಕ್ತಸಿಕ್ತ
perishing	sadness	0.804	ನಾಶವಾಗುತ್ತಿದೆ
inhumanity	sadness	0.804	ಅಮಾನವೀಯತೆ
malignancy	sadness	0.803	ಮಾರಣಾಂತಿಕತೆ
mortification	sadness	0.802	ಮರ್ತ್ಯೀಕರಣ
slave	sadness	0.797	ಗುಲಾಮ
lifeless	sadness	0.797	ನಿರ್ಜೀವ
sarcoma	sadness	0.797	ಸಾರ್ಕೋಮಾ
dreadfully	sadness	0.797	ಭಯಂಕರವಾಗಿ
assassination	sadness	0.797	ಹತ್ಯೆ
perished	sadness	0.797	ನಾಶವಾಯಿತು
kill	sadness	0.797	ಕೊಲ್ಲು
devastate	sadness	0.797	ಧ್ವಂಸಗೊಳಿಸು
dreadful	sadness	0.797	ಘೋರ
mortuary	sadness	0.797	ಶವಾಗಾರ
leukemia	sadness	0.797	ರಕ್ತಕ್ಯಾನ್ಸರ್
lethal	sadness	0.797	ಮಾರಕ
desolation	sadness	0.797	ನಿರ್ಜನ
gallows	sadness	0.797	ಗಲ್ಲು
brokenheart	sadness	0.792	ಒಡೆದ ಹೃದಯ
banishment	sadness	0.790	ಗಡಿಪಾರು
afflict	sadness	0.789	ಬಾಧಿಸುತ್ತವೆ
disheartened	sadness	0.788	ಹತಾಶನಾದ
bury	sadness	0.781	ಸಮಾಧಿ ಮಾಡಿ
terrorize	sadness	0.781	ಭಯಭೀತಗೊಳಿಸು
crying	sadness	0.781	ಅಳುವುದು
demoralized	sadness	0.781	ನಿರುತ್ಸಾಹಗೊಳಿಸಿದೆ
tumour	sadness	0.781	ಗೆಡ್ಡೆ
heartbreak	sadness	0.781	ಹೃದಯಾಘಾತ
desecration	sadness	0.781	ಅಪವಿತ್ರಗೊಳಿಸುವಿಕೆ
die	sadness	0.773	ಸಾಯುತ್ತಾರೆ
lynch	sadness	0.773	ಲಿಂಚ್
sufferer	sadness	0.770	ಬಳಲುತ್ತಿರುವವರು
fatality	sadness	0.766	ಮಾರಣಾಂತಿಕತೆ
diseased	sadness	0.766	ರೋಗಗ್ರಸ್ತ
doomed	sadness	0.766	ಅವನತಿ ಹೊಂದಿತು
fearful	sadness	0.766	ಭಯಭೀತ
destitute	sadness	0.766	ನಿರ್ಗತಿಕ
abortion	sadness	0.766	ಗರ್ಭಪಾತ
condolence	sadness	0.766	ಸಂತಾಪ
torture	sadness	0.766	ಚಿತ್ರಹಿಂಸೆ
dismemberment	sadness	0.766	ಛೇದನ
slayer	sadness	0.766	ಸಂಹಾರಕ
loneliness	sadness	0.766	ಒಂಟಿತನ
cemetery	sadness	0.766	ಸ್ಮಶಾನ
moribund	sadness	0.758	ನಶ್ವರ
painfully	sadness	0.758	ನೋವಿನಿಂದ
disaster	sadness	0.758	ದುರಂತದ
depress	sadness	0.755	ಖಿನ್ನತೆ
condemnation	sadness	0.754	ಖಂಡನೆ
obliteration	sadness	0.750	ಅಳಿಸುವಿಕೆ
damnation	sadness	0.750	ಖಂಡನೆ
sorrowful	sadness	0.750	ದುಃಖಕರ
desperation	sadness	0.750	ಹತಾಶೆ
cry	sadness	0.750	ಅಳುತ್ತಾರೆ
terrorist	sadness	0.750	ಭಯೋತ್ಪಾದಕ
painful	sadness	0.750	ನೋವಿನಿಂದ ಕೂಡಿದೆ
abduction	sadness	0.750	ಅಪಹರಣ
incest	sadness	0.750	ಸಂಭೋಗ
corpse	sadness	0.750	ಶವ
deplorable	sadness	0.750	ಶೋಚನೀಯ
pandemic	sadness	0.750	ಪಿಡುಗು
sickening	sadness	0.750	ಅನಾರೋಗ್ಯಕರ
hemorrhage	sadness	0.750	ರಕ್ತಸ್ರಾವ
guilt	sadness	0.750	ಅಪರಾಧ
depressive	sadness	0.750	ಖಿನ್ನತೆಯ
doomsday	sadness	0.750	ಪ್ರಳಯ ದಿನ
defeated	sadness	0.750	ಸೋಲಿಸಿದರು
victimized	sadness	0.750	ಬಲಿಪಶು
regretful	sadness	0.750	ವಿಷಾದಕರ
unhappy	sadness	0.750	ಅತೃಪ್ತಿ
unfairness	sadness	0.745	ಅನ್ಯಾಯ
molestation	sadness	0.744	ಹಿಂಸೆಯ
abysmal	sadness	0.742	ಪ್ರಪಾತ
exile	sadness	0.742	ಗಡಿಪಾರು
hellish	sadness	0.738	ನರಕಸದೃಶ
exterminate	sadness	0.736	ನಿರ್ನಾಮ
