Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20190744,1054400773944233984,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190745,1054399809644306432,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190746,1054399275143192578,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190747,1054389282285195264,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190748,1054366629629440001,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190749,1054336562153115648,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190750,1054331379138396161,,SNS-1-2019,,0,positive,joy,0,0,0,0,3
20190751,1054330309033058306,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190752,1054314187684335618,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190753,1054234814793089024,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190754,1054879658179608576,,SNS-1-2019,,0,neutral,surprise,0,0,0,0,0
20190755,1054869189180174336,,SNS-1-2019,,0,neutral,trust,0,0,0,0,0
20190756,1054835372843249664,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190757,1054828731573911552,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190758,1054827341703274496,,SNS-1-2019,,0,neutral,trust,0,0,0,0,0
20190759,1054823860917465089,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190760,1054815532220731392,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190761,1054782361131466752,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190762,1054766685603938304,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190763,1054752658098188289,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190764,1054751577158885376,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190765,1054749719984041991,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190766,1054749396536119296,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20190767,1054739153081024512,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190768,1054738031637344256,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190769,1054723655576498178,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190770,1054715615192276993,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190771,1054703010960629760,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190772,1054696975646539776,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190773,1054696379598229504,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190774,1054687426793402368,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190775,1054686954439229441,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190776,1054685675726008322,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190777,1054683740478234626,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190778,1054675222929047552,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190779,1054672069932277760,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190780,1054666477914255361,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20190781,1054666299056549888,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190782,1054653807332876288,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190783,1054624947795050496,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190784,1054615363877396481,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190785,1054606135293067264,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190786,1054604469089038336,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190787,1054602082857242626,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190788,1054586437146951680,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190789,1054578102586798080,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190790,1054577611395993600,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190791,1054561012765155329,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190792,1054559721888366592,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190793,1054530502424739840,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190794,1054262022257496064,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190795,1054622841000333312,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190796,1054621803166007296,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190797,1054476140633563137,,SNS-1-2019,,1,negative,sadness,0,0,1,0,0
20190798,1054468546691035136,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190799,1054457189342023681,,SNS-1-2019,,1,negative,sadness,0,0,1,0,0
20190800,1054455765598158848,,SNS-1-2019,,1,neutral,fear,0,0,0,0,0
20190801,1054454928515702784,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190802,1054454179459145728,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20190803,1054447216826507271,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190804,1054441257987174401,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190805,1054435078196117506,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20190806,1054363691821469697,,SNS-1-2019,,1,neutral,surprise,0,0,0,0,0
20190807,1054359913781178368,,SNS-1-2019,,1,negative,fear,0,0,0,0,0
20190808,1054349044087177216,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190809,1054327386551001089,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20190810,1054240392303009793,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20190811,1054236718185041920,,SNS-1-2019,,1,neutral,surprise,0,0,0,0,0
20190812,1054644732649975808,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190813,1054505326320459778,,SNS-1-2019,,1,negative,anger,0,0,0,0,0
20190814,1054500254471610369,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190815,1054489971929899008,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20190816,1054486035189694466,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190817,1054479389663076354,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20190818,1054474499196895233,,SNS-1-2019,,1,negative,disgust,0,0,1,0,0
20190819,1054474284301803520,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190820,1054472432118046720,,SNS-1-2019,,1,negative,fear,0,0,0,0,0
20190821,1054467558223593474,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190822,1054467512589541378,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20190823,1054467482499584000,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190824,1054467407006363650,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190825,1054467380947140609,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190826,1054467309677486087,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190827,1054467242879057920,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190828,1054467179381440512,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190829,1054465551790194688,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190830,1054463840749043719,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190831,1054462797046824960,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190832,1054461532317384704,,SNS-1-2019,,1,negative,anticipation,0,0,0,1,0
20190833,1054461076249686016,,SNS-1-2019,,1,negative,anticipation,0,0,0,1,0
20190834,1054459182752165889,,SNS-1-2019,,1,negative,disgust,0,0,0,0,0
20190835,1054457855116541954,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190836,1054454777319489536,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190837,1054450213736378368,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190838,1054447592204132353,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190839,1054447522763169792,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190840,1054447135868026882,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20190841,1054446653304983552,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190842,1054446521217941504,,SNS-1-2019,,1,neutral,joy,0,0,1,1,0
20190843,1054443908778856448,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190844,1054443697000116225,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190845,1054443516003319809,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190846,1054443347526475778,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190847,1054443289712254977,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190848,1054442994575855617,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190849,1054442947889057798,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190850,1054442927626354693,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190851,1054442778204299264,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190852,1054442759204016130,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190853,1054442749058002944,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20190854,1054442740644278273,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190855,1054442577360023554,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190856,1054442539405754368,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20190857,1054442417003380738,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190858,1054442238502166529,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190859,1054442108969476096,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190860,1054441961963380736,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190861,1054441934620631040,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190862,1054441905067581441,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190863,1054441879947935745,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190864,1054441818715234305,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190865,1054441752445235201,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190866,1054441712549052417,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190867,1054441687248965632,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190868,1054441683117621254,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190869,1054441594068312064,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190870,1054441496169062400,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190871,1054441462715293697,,SNS-1-2019,,1,neutral,joy,0,0,0,0,0
20190872,1054441426283585541,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190873,1054441371136868353,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190874,1054441363293511681,,SNS-1-2019,,1,positive,joy,0,0,1,1,0
20190875,1054441298239873026,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190876,1054441288551018496,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190877,1054441273908703234,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20190878,1054441177720721408,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190879,1054441143474249728,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190880,1054441122968281088,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190881,1054441076256395264,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190882,1054441069671268352,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20190883,1054440959650467841,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190884,1054440954755727360,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190885,1054440391062274049,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190886,1054440345600180224,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190887,1054440248241995781,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190888,1054440014078242818,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190889,1054439988417519616,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190890,1054439901977067522,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190891,1054439887129198592,,SNS-1-2019,,1,positive,trust,0,0,1,0,2
20190892,1054439882247028736,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190893,1054439855567069185,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190894,1054439831420526592,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190895,1054439797849313285,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190896,1054439681897754625,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190897,1054439676138926080,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190898,1054439646506168320,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190899,1054439394344648704,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190900,1054439214799044614,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190901,1054439063414063105,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190902,1054438868563488776,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190903,1054438712921210880,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20190904,1054438666716766209,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190905,1054438644461850624,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20190906,1054438538379440128,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20190907,1054438461351047168,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190908,1054438308443574272,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190909,1054438223018188800,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190910,1054438144081321984,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190911,1054437906427924480,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190912,1054437798915334144,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190913,1054437770700222469,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190914,1054437721329012737,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190915,1054437589460094977,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190916,1054437586180235264,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190917,1054437498993213443,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190918,1054437367925432320,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190919,1054437332600999942,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190920,1054437282747428874,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190921,1054437185129193472,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190922,1054437110101483525,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190923,1054437102543347713,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190924,1054436879909695488,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190925,1054436707477737477,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190926,1054436695993696256,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190927,1054436672492969984,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190928,1054436657234108418,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190929,1054436639630598144,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190930,1054436608676712450,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190931,1054436540275941378,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190932,1054436522617982977,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190933,1054436395857653760,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190934,1054436256401235970,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190935,1054436093955919874,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190936,1054435960426061825,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190937,1054435940486336512,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190938,1054435904302002176,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190939,1054435839915315200,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190940,1054435721291935748,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190941,1054435498859642889,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190942,1054435185188655106,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190943,1054435162396807168,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190944,1054435136471789569,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190945,1054435105928822784,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190946,1054435074031210496,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190947,1054435045111422977,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190948,1054435017789718533,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190949,1054434894137511937,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190950,1054434612024369153,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
